ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	CrearFiesta	crearfiesta	1590565632753	 	3.3.1
REQUEST	823		Home	1590565635544	1590565635589	OK	 
REQUEST	810		Home	1590565635540	1590565635591	OK	 
REQUEST	819		Home	1590565635532	1590565635592	OK	 
REQUEST	1016		Home	1590565635533	1590565635595	OK	 
REQUEST	811		Home	1590565635542	1590565635595	OK	 
REQUEST	1022		Home	1590565635554	1590565635598	OK	 
REQUEST	821		Home	1590565635535	1590565635605	OK	 
REQUEST	806		Home	1590565635527	1590565635605	OK	 
REQUEST	809		Home	1590565635535	1590565635606	OK	 
USER	CrearFiesta	831	START	1590565635606	1590565635606
USER	AceptarLocal	1025	START	1590565635607	1590565635607
USER	AceptarLocal	1026	START	1590565635608	1590565635608
USER	CrearFiesta	832	START	1590565635606	1590565635606
USER	CrearFiesta	834	START	1590565635609	1590565635609
USER	CrearFiesta	836	START	1590565635609	1590565635609
USER	AceptarLocal	1029	START	1590565635609	1590565635609
USER	AceptarLocal	1030	START	1590565635610	1590565635610
USER	CrearFiesta	833	START	1590565635608	1590565635608
USER	CrearFiesta	835	START	1590565635612	1590565635612
USER	AceptarLocal	1028	START	1590565635613	1590565635613
USER	CrearFiesta	837	START	1590565635614	1590565635614
USER	AceptarLocal	1027	START	1590565635614	1590565635614
USER	CrearFiesta	838	START	1590565635616	1590565635616
USER	AceptarLocal	1031	START	1590565635616	1590565635616
USER	AceptarLocal	1032	START	1590565635616	1590565635616
USER	AceptarLocal	1033	START	1590565635618	1590565635618
USER	AceptarLocal	1034	START	1590565635619	1590565635619
USER	CrearFiesta	839	START	1590565635618	1590565635618
REQUEST	832		Home	1590565635606	1590565635621	OK	 
USER	CrearFiesta	840	START	1590565635618	1590565635618
REQUEST	833		Home	1590565635611	1590565635626	OK	 
REQUEST	1030		Home	1590565635611	1590565635626	OK	 
REQUEST	835		Home	1590565635613	1590565635627	OK	 
REQUEST	1029		Home	1590565635609	1590565635630	OK	 
REQUEST	1025		Home	1590565635608	1590565635630	OK	 
REQUEST	836		Home	1590565635610	1590565635632	OK	 
REQUEST	834		Home	1590565635609	1590565635632	OK	 
USER	CrearFiesta	841	START	1590565635633	1590565635633
REQUEST	838		Home	1590565635616	1590565635635	OK	 
USER	AceptarLocal	1035	START	1590565635636	1590565635636
USER	CrearFiesta	842	START	1590565635636	1590565635636
REQUEST	1027		Home	1590565635614	1590565635637	OK	 
USER	AceptarLocal	1036	START	1590565635638	1590565635638
USER	CrearFiesta	843	START	1590565635640	1590565635640
USER	CrearFiesta	844	START	1590565635640	1590565635640
USER	AceptarLocal	1037	START	1590565635641	1590565635641
USER	AceptarLocal	1038	START	1590565635641	1590565635641
REQUEST	837		Home	1590565635614	1590565635642	OK	 
REQUEST	1033		Home	1590565635618	1590565635646	OK	 
REQUEST	1028		Home	1590565635614	1590565635648	OK	 
REQUEST	842		Home	1590565635636	1590565635649	OK	 
REQUEST	844		Home	1590565635640	1590565635651	OK	 
USER	CrearFiesta	845	START	1590565635652	1590565635652
REQUEST	831		Home	1590565635606	1590565635653	OK	 
USER	CrearFiesta	846	START	1590565635653	1590565635653
USER	AceptarLocal	1039	START	1590565635653	1590565635653
USER	AceptarLocal	1040	START	1590565635654	1590565635654
REQUEST	841		Home	1590565635633	1590565635657	OK	 
REQUEST	1034		Home	1590565635619	1590565635657	OK	 
REQUEST	1031		Home	1590565635616	1590565635658	OK	 
REQUEST	1036		Home	1590565635639	1590565635660	OK	 
REQUEST	843		Home	1590565635640	1590565635660	OK	 
REQUEST	839		Home	1590565635618	1590565635660	OK	 
REQUEST	845		Home	1590565635653	1590565635662	OK	 
REQUEST	1035		Home	1590565635636	1590565635662	OK	 
REQUEST	1038		Home	1590565635642	1590565635663	OK	 
REQUEST	846		Home	1590565635653	1590565635664	OK	 
REQUEST	1040		Home	1590565635655	1590565635665	OK	 
REQUEST	1037		Home	1590565635641	1590565635666	OK	 
REQUEST	840		Home	1590565635618	1590565635666	OK	 
REQUEST	1026		Home	1590565635608	1590565635666	OK	 
REQUEST	1032		Home	1590565635617	1590565635668	OK	 
REQUEST	1039		Home	1590565635654	1590565635668	OK	 
USER	CrearFiesta	848	START	1590565635672	1590565635672
USER	CrearFiesta	847	START	1590565635672	1590565635672
USER	AceptarLocal	1042	START	1590565635672	1590565635672
USER	CrearFiesta	850	START	1590565635673	1590565635673
USER	AceptarLocal	1043	START	1590565635673	1590565635673
USER	CrearFiesta	849	START	1590565635673	1590565635673
USER	AceptarLocal	1041	START	1590565635672	1590565635672
USER	AceptarLocal	1044	START	1590565635673	1590565635673
REQUEST	847		Home	1590565635672	1590565635677	OK	 
REQUEST	850		Home	1590565635673	1590565635677	OK	 
REQUEST	849		Home	1590565635673	1590565635677	OK	 
REQUEST	1043		Home	1590565635673	1590565635677	OK	 
REQUEST	1041		Home	1590565635672	1590565635678	OK	 
REQUEST	1042		Home	1590565635673	1590565635678	OK	 
REQUEST	1044		Home	1590565635674	1590565635679	OK	 
REQUEST	848		Home	1590565635672	1590565635680	OK	 
USER	AceptarLocal	1046	START	1590565635692	1590565635692
USER	AceptarLocal	1045	START	1590565635692	1590565635692
USER	CrearFiesta	852	START	1590565635692	1590565635692
USER	AceptarLocal	1047	START	1590565635693	1590565635693
USER	AceptarLocal	1048	START	1590565635694	1590565635694
USER	CrearFiesta	854	START	1590565635693	1590565635693
USER	CrearFiesta	853	START	1590565635693	1590565635693
USER	CrearFiesta	851	START	1590565635692	1590565635692
REQUEST	853		Home	1590565635694	1590565635697	OK	 
REQUEST	1048		Home	1590565635694	1590565635697	OK	 
REQUEST	851		Home	1590565635692	1590565635697	OK	 
REQUEST	1045		Home	1590565635692	1590565635698	OK	 
REQUEST	1047		Home	1590565635693	1590565635699	OK	 
REQUEST	854		Home	1590565635694	1590565635699	OK	 
REQUEST	852		Home	1590565635692	1590565635699	OK	 
REQUEST	1046		Home	1590565635692	1590565635699	OK	 
USER	CrearFiesta	856	START	1590565635713	1590565635713
USER	AceptarLocal	1049	START	1590565635713	1590565635713
USER	AceptarLocal	1050	START	1590565635713	1590565635713
USER	CrearFiesta	857	START	1590565635713	1590565635713
USER	CrearFiesta	858	START	1590565635714	1590565635714
USER	AceptarLocal	1052	START	1590565635714	1590565635714
USER	AceptarLocal	1051	START	1590565635714	1590565635714
USER	CrearFiesta	855	START	1590565635713	1590565635713
REQUEST	855		Home	1590565635713	1590565635717	OK	 
REQUEST	1051		Home	1590565635714	1590565635717	OK	 
REQUEST	856		Home	1590565635713	1590565635718	OK	 
USER	CrearFiesta	860	START	1590565635718	1590565635718
USER	AceptarLocal	1053	START	1590565635719	1590565635719
USER	AceptarLocal	1054	START	1590565635719	1590565635719
USER	CrearFiesta	859	START	1590565635718	1590565635718
REQUEST	858		Home	1590565635714	1590565635720	OK	 
REQUEST	857		Home	1590565635713	1590565635721	OK	 
REQUEST	1049		Home	1590565635713	1590565635722	OK	 
REQUEST	860		Home	1590565635718	1590565635722	OK	 
REQUEST	1052		Home	1590565635714	1590565635723	OK	 
REQUEST	1054		Home	1590565635719	1590565635724	OK	 
REQUEST	859		Home	1590565635718	1590565635724	OK	 
REQUEST	1050		Home	1590565635713	1590565635726	OK	 
REQUEST	1053		Home	1590565635719	1590565635726	OK	 
USER	CrearFiesta	861	START	1590565635732	1590565635732
USER	AceptarLocal	1055	START	1590565635732	1590565635732
USER	AceptarLocal	1056	START	1590565635732	1590565635732
USER	CrearFiesta	862	START	1590565635732	1590565635732
REQUEST	862		Home	1590565635733	1590565635736	OK	 
REQUEST	1056		Home	1590565635733	1590565635736	OK	 
REQUEST	1055		Home	1590565635733	1590565635736	OK	 
REQUEST	861		Home	1590565635733	1590565635736	OK	 
USER	AceptarLocal	1058	START	1590565635753	1590565635753
USER	CrearFiesta	863	START	1590565635753	1590565635753
USER	AceptarLocal	1059	START	1590565635753	1590565635753
USER	CrearFiesta	866	START	1590565635753	1590565635753
USER	AceptarLocal	1060	START	1590565635753	1590565635753
USER	AceptarLocal	1057	START	1590565635753	1590565635753
USER	CrearFiesta	864	START	1590565635753	1590565635753
USER	CrearFiesta	865	START	1590565635753	1590565635753
REQUEST	1059		Home	1590565635753	1590565635756	OK	 
REQUEST	863		Home	1590565635753	1590565635756	OK	 
REQUEST	866		Home	1590565635753	1590565635756	OK	 
REQUEST	864		Home	1590565635753	1590565635757	OK	 
REQUEST	1058		Home	1590565635753	1590565635757	OK	 
REQUEST	865		Home	1590565635754	1590565635758	OK	 
REQUEST	1060		Home	1590565635754	1590565635758	OK	 
REQUEST	1057		Home	1590565635753	1590565635759	OK	 
USER	CrearFiesta	869	START	1590565635773	1590565635773
USER	CrearFiesta	868	START	1590565635773	1590565635773
USER	AceptarLocal	1061	START	1590565635773	1590565635773
USER	AceptarLocal	1062	START	1590565635773	1590565635773
USER	CrearFiesta	867	START	1590565635773	1590565635773
USER	AceptarLocal	1063	START	1590565635773	1590565635773
USER	CrearFiesta	870	START	1590565635773	1590565635773
USER	AceptarLocal	1064	START	1590565635773	1590565635773
USER	AceptarLocal	1065	START	1590565635778	1590565635778
USER	CrearFiesta	872	START	1590565635778	1590565635778
USER	AceptarLocal	1066	START	1590565635778	1590565635778
USER	CrearFiesta	871	START	1590565635778	1590565635778
USER	CrearFiesta	876	START	1590565635804	1590565635804
USER	AceptarLocal	1067	START	1590565635804	1590565635804
USER	CrearFiesta	874	START	1590565635804	1590565635804
USER	CrearFiesta	873	START	1590565635804	1590565635804
USER	AceptarLocal	1068	START	1590565635804	1590565635804
USER	CrearFiesta	875	START	1590565635804	1590565635804
USER	AceptarLocal	1069	START	1590565635807	1590565635807
USER	AceptarLocal	1070	START	1590565635808	1590565635808
USER	CrearFiesta	877	START	1590565635808	1590565635808
USER	AceptarLocal	1071	START	1590565635812	1590565635812
USER	CrearFiesta	878	START	1590565635808	1590565635808
USER	AceptarLocal	1072	START	1590565635814	1590565635814
REQUEST	867		Home	1590565635773	1590565635816	OK	 
REQUEST	872		Home	1590565635778	1590565635816	OK	 
REQUEST	868		Home	1590565635773	1590565635816	OK	 
REQUEST	1062		Home	1590565635773	1590565635816	OK	 
REQUEST	1064		Home	1590565635774	1590565635816	OK	 
REQUEST	869		Home	1590565635773	1590565635818	OK	 
REQUEST	1063		Home	1590565635773	1590565635818	OK	 
REQUEST	870		Home	1590565635774	1590565635818	OK	 
USER	CrearFiesta	880	START	1590565635818	1590565635818
USER	CrearFiesta	879	START	1590565635818	1590565635818
REQUEST	876		Home	1590565635808	1590565635819	OK	 
USER	AceptarLocal	1073	START	1590565635818	1590565635818
USER	AceptarLocal	1074	START	1590565635819	1590565635819
REQUEST	875		Home	1590565635808	1590565635821	OK	 
REQUEST	1061		Home	1590565635773	1590565635822	OK	 
REQUEST	874		Home	1590565635808	1590565635822	OK	 
REQUEST	871		Home	1590565635778	1590565635822	OK	 
REQUEST	1067		Home	1590565635808	1590565635822	OK	 
REQUEST	1070		Home	1590565635810	1590565635824	OK	 
REQUEST	1065		Home	1590565635778	1590565635824	OK	 
REQUEST	1066		Home	1590565635778	1590565635824	OK	 
REQUEST	878		Home	1590565635812	1590565635824	OK	 
REQUEST	1072		Home	1590565635815	1590565635826	OK	 
REQUEST	1068		Home	1590565635808	1590565635826	OK	 
REQUEST	1069		Home	1590565635808	1590565635826	OK	 
REQUEST	877		Home	1590565635812	1590565635827	OK	 
REQUEST	1071		Home	1590565635812	1590565635827	OK	 
REQUEST	879		Home	1590565635818	1590565635827	OK	 
REQUEST	1073		Home	1590565635819	1590565635827	OK	 
REQUEST	880		Home	1590565635818	1590565635828	OK	 
REQUEST	873		Home	1590565635808	1590565635828	OK	 
REQUEST	1074		Home	1590565635820	1590565635828	OK	 
USER	AceptarLocal	1076	START	1590565635833	1590565635833
USER	AceptarLocal	1075	START	1590565635833	1590565635833
USER	CrearFiesta	881	START	1590565635833	1590565635833
USER	CrearFiesta	882	START	1590565635833	1590565635833
REQUEST	1076		Home	1590565635834	1590565635837	OK	 
REQUEST	1075		Home	1590565635834	1590565635837	OK	 
REQUEST	882		Home	1590565635834	1590565635837	OK	 
REQUEST	881		Home	1590565635834	1590565635837	OK	 
USER	AceptarLocal	1077	START	1590565635838	1590565635838
USER	CrearFiesta	884	START	1590565635838	1590565635838
USER	CrearFiesta	883	START	1590565635838	1590565635838
USER	AceptarLocal	1078	START	1590565635838	1590565635838
REQUEST	1077		Home	1590565635838	1590565635841	OK	 
REQUEST	884		Home	1590565635838	1590565635841	OK	 
REQUEST	883		Home	1590565635838	1590565635841	OK	 
REQUEST	1078		Home	1590565635838	1590565635841	OK	 
USER	CrearFiesta	886	START	1590565635854	1590565635854
USER	AceptarLocal	1080	START	1590565635854	1590565635854
USER	CrearFiesta	885	START	1590565635854	1590565635854
USER	AceptarLocal	1079	START	1590565635854	1590565635854
REQUEST	1079		Home	1590565635854	1590565635857	OK	 
REQUEST	886		Home	1590565635854	1590565635857	OK	 
REQUEST	1080		Home	1590565635854	1590565635857	OK	 
REQUEST	885		Home	1590565635854	1590565635857	OK	 
USER	AceptarLocal	1082	START	1590565635858	1590565635858
USER	AceptarLocal	1081	START	1590565635858	1590565635858
USER	CrearFiesta	888	START	1590565635858	1590565635858
USER	CrearFiesta	887	START	1590565635858	1590565635858
REQUEST	1082		Home	1590565635858	1590565635861	OK	 
REQUEST	887		Home	1590565635858	1590565635861	OK	 
REQUEST	1081		Home	1590565635858	1590565635861	OK	 
REQUEST	888		Home	1590565635858	1590565635861	OK	 
USER	CrearFiesta	890	START	1590565635874	1590565635874
USER	CrearFiesta	889	START	1590565635874	1590565635874
USER	AceptarLocal	1084	START	1590565635874	1590565635874
USER	AceptarLocal	1083	START	1590565635874	1590565635874
REQUEST	890		Home	1590565635874	1590565635877	OK	 
REQUEST	1084		Home	1590565635874	1590565635877	OK	 
REQUEST	889		Home	1590565635874	1590565635877	OK	 
REQUEST	1083		Home	1590565635874	1590565635877	OK	 
USER	AceptarLocal	1086	START	1590565635878	1590565635878
USER	CrearFiesta	891	START	1590565635878	1590565635878
USER	CrearFiesta	892	START	1590565635878	1590565635878
USER	AceptarLocal	1085	START	1590565635878	1590565635878
REQUEST	892		Home	1590565635878	1590565635881	OK	 
REQUEST	891		Home	1590565635878	1590565635881	OK	 
REQUEST	1086		Home	1590565635878	1590565635881	OK	 
REQUEST	1085		Home	1590565635878	1590565635881	OK	 
USER	CrearFiesta	894	START	1590565635894	1590565635894
USER	AceptarLocal	1088	START	1590565635894	1590565635894
USER	AceptarLocal	1087	START	1590565635894	1590565635894
USER	CrearFiesta	893	START	1590565635894	1590565635894
REQUEST	1088		Home	1590565635894	1590565635897	OK	 
REQUEST	893		Home	1590565635894	1590565635897	OK	 
REQUEST	1087		Home	1590565635894	1590565635897	OK	 
REQUEST	894		Home	1590565635894	1590565635897	OK	 
USER	CrearFiesta	895	START	1590565635898	1590565635898
USER	AceptarLocal	1090	START	1590565635898	1590565635898
USER	AceptarLocal	1089	START	1590565635898	1590565635898
USER	CrearFiesta	896	START	1590565635898	1590565635898
REQUEST	896		Home	1590565635898	1590565635900	OK	 
REQUEST	895		Home	1590565635898	1590565635900	OK	 
REQUEST	1089		Home	1590565635898	1590565635900	OK	 
REQUEST	1090		Home	1590565635898	1590565635900	OK	 
USER	CrearFiesta	898	START	1590565635914	1590565635914
USER	AceptarLocal	1092	START	1590565635914	1590565635914
USER	CrearFiesta	897	START	1590565635914	1590565635914
USER	AceptarLocal	1091	START	1590565635914	1590565635914
REQUEST	898		Home	1590565635915	1590565635918	OK	 
REQUEST	1092		Home	1590565635915	1590565635918	OK	 
REQUEST	897		Home	1590565635915	1590565635918	OK	 
REQUEST	1091		Home	1590565635915	1590565635918	OK	 
USER	CrearFiesta	899	START	1590565635918	1590565635918
USER	CrearFiesta	900	START	1590565635918	1590565635918
USER	AceptarLocal	1094	START	1590565635918	1590565635918
USER	AceptarLocal	1093	START	1590565635918	1590565635918
REQUEST	1094		Home	1590565635918	1590565635920	OK	 
REQUEST	1093		Home	1590565635918	1590565635920	OK	 
REQUEST	900		Home	1590565635918	1590565635920	OK	 
REQUEST	899		Home	1590565635918	1590565635920	OK	 
USER	CrearFiesta	901	START	1590565635935	1590565635935
USER	AceptarLocal	1095	START	1590565635935	1590565635935
USER	AceptarLocal	1096	START	1590565635935	1590565635935
USER	CrearFiesta	902	START	1590565635935	1590565635935
USER	CrearFiesta	904	START	1590565635938	1590565635938
USER	AceptarLocal	1097	START	1590565635938	1590565635938
REQUEST	901		Home	1590565635935	1590565635939	OK	 
REQUEST	902		Home	1590565635935	1590565635939	OK	 
REQUEST	1096		Home	1590565635935	1590565635939	OK	 
USER	AceptarLocal	1098	START	1590565635938	1590565635938
USER	CrearFiesta	903	START	1590565635938	1590565635938
REQUEST	1095		Home	1590565635935	1590565635940	OK	 
REQUEST	1097		Home	1590565635938	1590565635942	OK	 
REQUEST	1098		Home	1590565635938	1590565635942	OK	 
REQUEST	904		Home	1590565635938	1590565635942	OK	 
REQUEST	903		Home	1590565635938	1590565635943	OK	 
USER	CrearFiesta	906	START	1590565635950	1590565635950
USER	CrearFiesta	905	START	1590565635950	1590565635950
USER	AceptarLocal	1100	START	1590565635950	1590565635950
USER	AceptarLocal	1099	START	1590565635950	1590565635950
REQUEST	905		Home	1590565635951	1590565635953	OK	 
REQUEST	906		Home	1590565635951	1590565635953	OK	 
REQUEST	1100		Home	1590565635951	1590565635953	OK	 
REQUEST	1099		Home	1590565635951	1590565635953	OK	 
USER	AceptarLocal	1101	START	1590565635966	1590565635966
USER	CrearFiesta	908	START	1590565635966	1590565635966
USER	AceptarLocal	1102	START	1590565635966	1590565635966
USER	CrearFiesta	907	START	1590565635966	1590565635966
USER	CrearFiesta	909	START	1590565635968	1590565635968
USER	AceptarLocal	1103	START	1590565635968	1590565635968
USER	AceptarLocal	1104	START	1590565635968	1590565635968
USER	CrearFiesta	910	START	1590565635968	1590565635968
REQUEST	908		Home	1590565635967	1590565635970	OK	 
REQUEST	907		Home	1590565635967	1590565635970	OK	 
REQUEST	1102		Home	1590565635967	1590565635971	OK	 
REQUEST	1101		Home	1590565635967	1590565635972	OK	 
REQUEST	910		Home	1590565635968	1590565635972	OK	 
REQUEST	1104		Home	1590565635968	1590565635972	OK	 
REQUEST	1103		Home	1590565635968	1590565635972	OK	 
REQUEST	909		Home	1590565635968	1590565635973	OK	 
USER	AceptarLocal	1106	START	1590565635982	1590565635982
USER	CrearFiesta	911	START	1590565635982	1590565635982
USER	AceptarLocal	1105	START	1590565635982	1590565635982
USER	CrearFiesta	912	START	1590565635982	1590565635982
REQUEST	1105		Home	1590565635982	1590565635985	OK	 
REQUEST	911		Home	1590565635982	1590565635985	OK	 
REQUEST	912		Home	1590565635982	1590565635985	OK	 
REQUEST	1106		Home	1590565635982	1590565635985	OK	 
USER	CrearFiesta	914	START	1590565635997	1590565635997
USER	AceptarLocal	1107	START	1590565635997	1590565635997
USER	CrearFiesta	913	START	1590565635997	1590565635997
USER	AceptarLocal	1108	START	1590565635997	1590565635997
USER	CrearFiesta	916	START	1590565635998	1590565635998
USER	CrearFiesta	915	START	1590565635998	1590565635998
USER	AceptarLocal	1110	START	1590565635998	1590565635998
USER	AceptarLocal	1109	START	1590565635998	1590565635998
REQUEST	1109		Home	1590565635998	1590565636001	OK	 
REQUEST	1108		Home	1590565635998	1590565636001	OK	 
REQUEST	1107		Home	1590565635998	1590565636001	OK	 
REQUEST	913		Home	1590565635998	1590565636001	OK	 
REQUEST	1110		Home	1590565635998	1590565636001	OK	 
REQUEST	915		Home	1590565635998	1590565636002	OK	 
REQUEST	914		Home	1590565635998	1590565636003	OK	 
REQUEST	916		Home	1590565635998	1590565636003	OK	 
USER	AceptarLocal	1111	START	1590565636013	1590565636013
USER	CrearFiesta	918	START	1590565636013	1590565636013
USER	AceptarLocal	1112	START	1590565636013	1590565636013
USER	CrearFiesta	917	START	1590565636013	1590565636013
REQUEST	1112		Home	1590565636013	1590565636016	OK	 
REQUEST	917		Home	1590565636013	1590565636016	OK	 
REQUEST	1111		Home	1590565636013	1590565636016	OK	 
REQUEST	918		Home	1590565636013	1590565636016	OK	 
USER	AceptarLocal	1113	START	1590565636018	1590565636018
USER	CrearFiesta	920	START	1590565636018	1590565636018
USER	CrearFiesta	919	START	1590565636018	1590565636018
USER	AceptarLocal	1114	START	1590565636018	1590565636018
REQUEST	919		Home	1590565636018	1590565636020	OK	 
REQUEST	920		Home	1590565636018	1590565636020	OK	 
REQUEST	1114		Home	1590565636018	1590565636020	OK	 
REQUEST	1113		Home	1590565636018	1590565636020	OK	 
USER	CrearFiesta	921	START	1590565636029	1590565636029
USER	AceptarLocal	1115	START	1590565636029	1590565636029
USER	AceptarLocal	1116	START	1590565636029	1590565636029
USER	CrearFiesta	922	START	1590565636029	1590565636029
REQUEST	922		Home	1590565636029	1590565636032	OK	 
REQUEST	921		Home	1590565636029	1590565636032	OK	 
REQUEST	1116		Home	1590565636029	1590565636032	OK	 
REQUEST	1115		Home	1590565636029	1590565636032	OK	 
USER	CrearFiesta	926	START	1590565636051	1590565636051
USER	AceptarLocal	1118	START	1590565636051	1590565636051
USER	CrearFiesta	925	START	1590565636051	1590565636051
USER	AceptarLocal	1117	START	1590565636051	1590565636051
USER	CrearFiesta	924	START	1590565636051	1590565636051
USER	AceptarLocal	1119	START	1590565636051	1590565636051
USER	AceptarLocal	1120	START	1590565636052	1590565636052
USER	CrearFiesta	923	START	1590565636051	1590565636051
REQUEST	925		Home	1590565636051	1590565636057	OK	 
REQUEST	1118		Home	1590565636051	1590565636057	OK	 
REQUEST	1119		Home	1590565636052	1590565636057	OK	 
REQUEST	1120		Home	1590565636052	1590565636057	OK	 
REQUEST	924		Home	1590565636052	1590565636057	OK	 
REQUEST	923		Home	1590565636051	1590565636059	OK	 
REQUEST	1117		Home	1590565636051	1590565636059	OK	 
USER	CrearFiesta	927	START	1590565636058	1590565636058
REQUEST	926		Home	1590565636051	1590565636060	OK	 
USER	CrearFiesta	928	START	1590565636060	1590565636060
USER	AceptarLocal	1122	START	1590565636060	1590565636060
USER	AceptarLocal	1121	START	1590565636060	1590565636060
REQUEST	927		Home	1590565636058	1590565636062	OK	 
REQUEST	1122		Home	1590565636060	1590565636062	OK	 
REQUEST	1121		Home	1590565636060	1590565636062	OK	 
REQUEST	928		Home	1590565636060	1590565636062	OK	 
USER	AceptarLocal	1124	START	1590565636068	1590565636068
USER	CrearFiesta	930	START	1590565636068	1590565636068
USER	CrearFiesta	929	START	1590565636068	1590565636068
USER	AceptarLocal	1123	START	1590565636068	1590565636068
REQUEST	930		Home	1590565636068	1590565636071	OK	 
REQUEST	929		Home	1590565636068	1590565636071	OK	 
REQUEST	1124		Home	1590565636068	1590565636071	OK	 
REQUEST	1123		Home	1590565636068	1590565636071	OK	 
USER	AceptarLocal	1126	START	1590565636082	1590565636082
USER	CrearFiesta	931	START	1590565636082	1590565636082
USER	CrearFiesta	932	START	1590565636082	1590565636082
USER	AceptarLocal	1125	START	1590565636082	1590565636082
REQUEST	1125		Home	1590565636083	1590565636086	OK	 
REQUEST	1126		Home	1590565636083	1590565636086	OK	 
REQUEST	931		Home	1590565636083	1590565636086	OK	 
REQUEST	932		Home	1590565636083	1590565636086	OK	 
USER	AceptarLocal	1129	START	1590565636098	1590565636098
USER	CrearFiesta	933	START	1590565636098	1590565636098
USER	AceptarLocal	1127	START	1590565636098	1590565636098
USER	CrearFiesta	934	START	1590565636098	1590565636098
USER	AceptarLocal	1130	START	1590565636098	1590565636098
USER	CrearFiesta	936	START	1590565636098	1590565636098
USER	CrearFiesta	935	START	1590565636098	1590565636098
USER	AceptarLocal	1128	START	1590565636098	1590565636098
REQUEST	935		Home	1590565636099	1590565636102	OK	 
REQUEST	1129		Home	1590565636098	1590565636102	OK	 
REQUEST	1130		Home	1590565636098	1590565636102	OK	 
REQUEST	1128		Home	1590565636099	1590565636102	OK	 
REQUEST	933		Home	1590565636098	1590565636102	OK	 
REQUEST	934		Home	1590565636098	1590565636102	OK	 
REQUEST	1127		Home	1590565636098	1590565636102	OK	 
REQUEST	936		Home	1590565636098	1590565636102	OK	 
USER	CrearFiesta	938	START	1590565636114	1590565636114
USER	AceptarLocal	1132	START	1590565636114	1590565636114
USER	AceptarLocal	1131	START	1590565636114	1590565636114
USER	CrearFiesta	937	START	1590565636114	1590565636114
REQUEST	937		Home	1590565636114	1590565636117	OK	 
REQUEST	1131		Home	1590565636114	1590565636117	OK	 
REQUEST	938		Home	1590565636114	1590565636117	OK	 
REQUEST	1132		Home	1590565636114	1590565636117	OK	 
USER	CrearFiesta	940	START	1590565636118	1590565636118
USER	CrearFiesta	939	START	1590565636118	1590565636118
USER	AceptarLocal	1133	START	1590565636118	1590565636118
USER	AceptarLocal	1134	START	1590565636118	1590565636118
REQUEST	939		Home	1590565636118	1590565636121	OK	 
REQUEST	1133		Home	1590565636118	1590565636121	OK	 
REQUEST	1134		Home	1590565636118	1590565636121	OK	 
REQUEST	940		Home	1590565636118	1590565636121	OK	 
USER	AceptarLocal	1135	START	1590565636129	1590565636129
USER	CrearFiesta	941	START	1590565636129	1590565636129
USER	CrearFiesta	942	START	1590565636129	1590565636129
USER	AceptarLocal	1136	START	1590565636129	1590565636129
REQUEST	1135		Home	1590565636129	1590565636132	OK	 
REQUEST	942		Home	1590565636129	1590565636132	OK	 
REQUEST	941		Home	1590565636129	1590565636132	OK	 
REQUEST	1136		Home	1590565636130	1590565636132	OK	 
USER	AceptarLocal	1138	START	1590565636152	1590565636152
USER	CrearFiesta	943	START	1590565636152	1590565636152
USER	CrearFiesta	945	START	1590565636152	1590565636152
USER	CrearFiesta	944	START	1590565636152	1590565636152
USER	AceptarLocal	1137	START	1590565636152	1590565636152
USER	AceptarLocal	1139	START	1590565636152	1590565636152
USER	AceptarLocal	1140	START	1590565636152	1590565636152
USER	CrearFiesta	946	START	1590565636152	1590565636152
REQUEST	1138		Home	1590565636152	1590565636156	OK	 
REQUEST	944		Home	1590565636152	1590565636156	OK	 
REQUEST	1140		Home	1590565636152	1590565636156	OK	 
REQUEST	1139		Home	1590565636152	1590565636156	OK	 
REQUEST	943		Home	1590565636152	1590565636156	OK	 
REQUEST	946		Home	1590565636154	1590565636157	OK	 
REQUEST	1137		Home	1590565636152	1590565636157	OK	 
REQUEST	945		Home	1590565636152	1590565636158	OK	 
USER	CrearFiesta	947	START	1590565636167	1590565636167
USER	AceptarLocal	1141	START	1590565636167	1590565636167
USER	AceptarLocal	1142	START	1590565636167	1590565636167
USER	CrearFiesta	948	START	1590565636167	1590565636167
USER	CrearFiesta	950	START	1590565636168	1590565636168
USER	AceptarLocal	1143	START	1590565636168	1590565636168
USER	AceptarLocal	1144	START	1590565636168	1590565636168
USER	CrearFiesta	949	START	1590565636168	1590565636168
REQUEST	1141		Home	1590565636167	1590565636171	OK	 
REQUEST	1144		Home	1590565636168	1590565636171	OK	 
REQUEST	948		Home	1590565636167	1590565636171	OK	 
REQUEST	947		Home	1590565636167	1590565636172	OK	 
REQUEST	1143		Home	1590565636168	1590565636172	OK	 
REQUEST	1142		Home	1590565636167	1590565636172	OK	 
REQUEST	949		Home	1590565636169	1590565636173	OK	 
REQUEST	950		Home	1590565636168	1590565636173	OK	 
USER	CrearFiesta	951	START	1590565636183	1590565636183
USER	CrearFiesta	952	START	1590565636183	1590565636183
USER	AceptarLocal	1146	START	1590565636183	1590565636183
USER	AceptarLocal	1145	START	1590565636183	1590565636183
REQUEST	951		Home	1590565636183	1590565636187	OK	 
REQUEST	952		Home	1590565636183	1590565636187	OK	 
