ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257529057	 	3.3.1
REQUEST	145		Forbidden	1590257590858	1590257590863	OK	 
USER	AceptarLocalTestNegativo	1826	START	1590257590877	1590257590877
USER	AceptarLocalTestPositivo	1811	START	1590257590877	1590257590877
REQUEST	1811		Welcome	1590257590877	1590257590879	OK	 
REQUEST	1826		Welcome	1590257590877	1590257590879	OK	 
REQUEST	1631		RightLogin	1590257590907	1590257590907	OK	 
REQUEST	1646		WrongLogin	1590257590907	1590257590908	OK	 
REQUEST	1376		WrongLogged	1590257590923	1590257590924	OK	 
REQUEST	521		RightLogged	1590257590923	1590257590924	OK	 
REQUEST	1376		WrongLogged Redirect 1	1590257590924	1590257590926	OK	 
REQUEST	521		RightLogged Redirect 1	1590257590924	1590257590926	OK	 
REQUEST	146		Forbidden	1590257590923	1590257590929	OK	 
USER	AceptarLocalTestNegativo	1827	START	1590257590939	1590257590939
REQUEST	1827		Welcome	1590257590939	1590257590941	OK	 
USER	AceptarLocalTestPositivo	1812	START	1590257590955	1590257590955
REQUEST	1812		Welcome	1590257590955	1590257590957	OK	 
REQUEST	1647		WrongLogin	1590257590970	1590257590971	OK	 
REQUEST	1632		RightLogin	1590257590970	1590257590972	OK	 
REQUEST	1377		WrongLogged	1590257590970	1590257590972	OK	 
REQUEST	1377		WrongLogged Redirect 1	1590257590972	1590257590973	OK	 
REQUEST	522		RightLogged	1590257590987	1590257590988	OK	 
REQUEST	522		RightLogged Redirect 1	1590257590988	1590257590989	OK	 
REQUEST	147		Forbidden	1590257591002	1590257591006	OK	 
USER	AceptarLocalTestNegativo	1828	START	1590257591007	1590257591007
USER	AceptarLocalTestPositivo	1813	START	1590257591007	1590257591007
REQUEST	1828		Welcome	1590257591007	1590257591009	OK	 
REQUEST	1813		Welcome	1590257591007	1590257591009	OK	 
REQUEST	1648		WrongLogin	1590257591049	1590257591050	OK	 
REQUEST	1633		RightLogin	1590257591049	1590257591050	OK	 
REQUEST	523		RightLogged	1590257591064	1590257591066	OK	 
REQUEST	1378		WrongLogged	1590257591067	1590257591067	OK	 
REQUEST	523		RightLogged Redirect 1	1590257591066	1590257591068	OK	 
REQUEST	1378		WrongLogged Redirect 1	1590257591068	1590257591069	OK	 
REQUEST	148		Forbidden	1590257591064	1590257591071	OK	 
USER	AceptarLocalTestPositivo	1814	START	1590257591080	1590257591080
USER	AceptarLocalTestNegativo	1829	START	1590257591080	1590257591080
REQUEST	1814		Welcome	1590257591080	1590257591083	OK	 
REQUEST	1829		Welcome	1590257591080	1590257591083	OK	 
REQUEST	1634		RightLogin	1590257591111	1590257591112	OK	 
REQUEST	1649		WrongLogin	1590257591111	1590257591113	OK	 
REQUEST	524		RightLogged	1590257591129	1590257591132	OK	 
REQUEST	524		RightLogged Redirect 1	1590257591133	1590257591135	OK	 
REQUEST	149		Forbidden	1590257591129	1590257591137	OK	 
USER	AceptarLocalTestNegativo	1830	START	1590257591139	1590257591139
REQUEST	1379		WrongLogged	1590257591139	1590257591139	OK	 
REQUEST	1379		WrongLogged Redirect 1	1590257591139	1590257591141	OK	 
REQUEST	1830		Welcome	1590257591139	1590257591141	OK	 
USER	AceptarLocalTestPositivo	1815	START	1590257591157	1590257591157
REQUEST	1815		Welcome	1590257591157	1590257591158	OK	 
REQUEST	525		RightLogged	1590257591189	1590257591189	OK	 
REQUEST	1650		WrongLogin	1590257591189	1590257591189	OK	 
REQUEST	1635		RightLogin	1590257591189	1590257591190	OK	 
REQUEST	1380		WrongLogged	1590257591189	1590257591190	OK	 
REQUEST	525		RightLogged Redirect 1	1590257591189	1590257591191	OK	 
REQUEST	1380		WrongLogged Redirect 1	1590257591190	1590257591191	OK	 
REQUEST	150		Forbidden	1590257591189	1590257591194	OK	 
USER	AceptarLocalTestNegativo	1831	START	1590257591207	1590257591207
USER	AceptarLocalTestPositivo	1816	START	1590257591207	1590257591207
REQUEST	1816		Welcome	1590257591207	1590257591209	OK	 
REQUEST	1831		Welcome	1590257591207	1590257591209	OK	 
REQUEST	1381		WrongLogged	1590257591237	1590257591238	OK	 
REQUEST	1381		WrongLogged Redirect 1	1590257591238	1590257591239	OK	 
REQUEST	1636		RightLogin	1590257591251	1590257591251	OK	 
REQUEST	1651		WrongLogin	1590257591251	1590257591252	OK	 
REQUEST	526		RightLogged	1590257591267	1590257591268	OK	 
REQUEST	526		RightLogged Redirect 1	1590257591268	1590257591269	OK	 
REQUEST	151		Forbidden	1590257591267	1590257591271	OK	 
USER	AceptarLocalTestNegativo	1832	START	1590257591283	1590257591283
USER	AceptarLocalTestPositivo	1817	START	1590257591283	1590257591283
REQUEST	1832		Welcome	1590257591283	1590257591285	OK	 
REQUEST	1817		Welcome	1590257591283	1590257591286	OK	 
REQUEST	527		RightLogged	1590257591313	1590257591314	OK	 
REQUEST	527		RightLogged Redirect 1	1590257591314	1590257591315	OK	 
REQUEST	1382		WrongLogged	1590257591317	1590257591317	OK	 
REQUEST	1382		WrongLogged Redirect 1	1590257591317	1590257591318	OK	 
REQUEST	152		Forbidden	1590257591317	1590257591321	OK	 
USER	AceptarLocalTestNegativo	1848	START	1590257591345	1590257591345
USER	AceptarLocalTestPositivo	1833	START	1590257591345	1590257591345
REQUEST	1637		RightLogin	1590257591345	1590257591345	OK	 
REQUEST	1652		WrongLogin	1590257591345	1590257591346	OK	 
REQUEST	1848		Welcome	1590257591345	1590257591347	OK	 
REQUEST	1833		Welcome	1590257591345	1590257591347	OK	 
REQUEST	168		Forbidden	1590257591376	1590257591382	OK	 
REQUEST	543		RightLogged	1590257591391	1590257591392	OK	 
REQUEST	1398		WrongLogged	1590257591391	1590257591392	OK	 
REQUEST	543		RightLogged Redirect 1	1590257591393	1590257591394	OK	 
REQUEST	1398		WrongLogged Redirect 1	1590257591393	1590257591397	OK	 
USER	AceptarLocalTestPositivo	1834	START	1590257591412	1590257591412
USER	AceptarLocalTestNegativo	1849	START	1590257591412	1590257591412
REQUEST	1668		WrongLogin	1590257591412	1590257591413	OK	 
REQUEST	1653		RightLogin	1590257591412	1590257591414	OK	 
REQUEST	1849		Welcome	1590257591413	1590257591416	OK	 
REQUEST	1834		Welcome	1590257591413	1590257591416	OK	 
REQUEST	1399		WrongLogged	1590257591447	1590257591448	OK	 
REQUEST	1399		WrongLogged Redirect 1	1590257591448	1590257591450	OK	 
REQUEST	169		Forbidden	1590257591444	1590257591452	OK	 
REQUEST	544		RightLogged	1590257591459	1590257591460	OK	 
REQUEST	1669		WrongLogin	1590257591459	1590257591460	OK	 
REQUEST	1654		RightLogin	1590257591459	1590257591462	OK	 
REQUEST	544		RightLogged Redirect 1	1590257591460	1590257591462	OK	 
USER	AceptarLocalTestNegativo	1850	START	1590257591490	1590257591490
USER	AceptarLocalTestPositivo	1835	START	1590257591490	1590257591490
REQUEST	1850		Welcome	1590257591491	1590257591493	OK	 
REQUEST	1835		Welcome	1590257591491	1590257591493	OK	 
REQUEST	545		RightLogged	1590257591506	1590257591507	OK	 
REQUEST	545		RightLogged Redirect 1	1590257591507	1590257591508	OK	 
REQUEST	170		Forbidden	1590257591507	1590257591511	OK	 
USER	AceptarLocalTestPositivo	1836	START	1590257591537	1590257591537
USER	AceptarLocalTestNegativo	1851	START	1590257591537	1590257591537
REQUEST	1655		RightLogin	1590257591537	1590257591538	OK	 
REQUEST	1670		WrongLogin	1590257591537	1590257591539	OK	 
REQUEST	1400		WrongLogged	1590257591537	1590257591539	OK	 
REQUEST	1836		Welcome	1590257591538	1590257591540	OK	 
REQUEST	1851		Welcome	1590257591538	1590257591540	OK	 
REQUEST	1400		WrongLogged Redirect 1	1590257591539	1590257591540	OK	 
REQUEST	171		Forbidden	1590257591569	1590257591572	OK	 
REQUEST	546		RightLogged	1590257591599	1590257591600	OK	 
REQUEST	1401		WrongLogged	1590257591599	1590257591600	OK	 
REQUEST	1656		RightLogin	1590257591599	1590257591601	OK	 
REQUEST	1671		WrongLogin	1590257591599	1590257591601	OK	 
REQUEST	546		RightLogged Redirect 1	1590257591600	1590257591602	OK	 
REQUEST	1401		WrongLogged Redirect 1	1590257591600	1590257591602	OK	 
USER	AceptarLocalTestPositivo	1837	START	1590257591615	1590257591615
USER	AceptarLocalTestNegativo	1852	START	1590257591615	1590257591615
REQUEST	1837		Welcome	1590257591615	1590257591617	OK	 
REQUEST	1852		Welcome	1590257591615	1590257591617	OK	 
REQUEST	547		RightLogged	1590257591646	1590257591647	OK	 
REQUEST	1672		WrongLogin	1590257591647	1590257591648	OK	 
REQUEST	1657		RightLogin	1590257591647	1590257591648	OK	 
REQUEST	547		RightLogged Redirect 1	1590257591647	1590257591648	OK	 
REQUEST	172		Forbidden	1590257591646	1590257591651	OK	 
USER	AceptarLocalTestPositivo	1838	START	1590257591677	1590257591677
USER	AceptarLocalTestNegativo	1853	START	1590257591677	1590257591677
REQUEST	1402		WrongLogged	1590257591677	1590257591678	OK	 
REQUEST	1402		WrongLogged Redirect 1	1590257591678	1590257591679	OK	 
REQUEST	1853		Welcome	1590257591677	1590257591679	OK	 
REQUEST	1838		Welcome	1590257591677	1590257591679	OK	 
REQUEST	548		RightLogged	1590257591697	1590257591698	OK	 
REQUEST	548		RightLogged Redirect 1	1590257591698	1590257591699	OK	 
REQUEST	173		Forbidden	1590257591697	1590257591701	OK	 
REQUEST	1403		WrongLogged	1590257591724	1590257591725	OK	 
REQUEST	1673		WrongLogin	1590257591727	1590257591728	OK	 
REQUEST	1403		WrongLogged Redirect 1	1590257591725	1590257591728	OK	 
REQUEST	1658		RightLogin	1590257591727	1590257591729	OK	 
USER	AceptarLocalTestNegativo	1854	START	1590257591740	1590257591740
USER	AceptarLocalTestPositivo	1839	START	1590257591740	1590257591740
REQUEST	1839		Welcome	1590257591740	1590257591742	OK	 
REQUEST	1854		Welcome	1590257591740	1590257591742	OK	 
REQUEST	1659		RightLogin	1590257591787	1590257591788	OK	 
REQUEST	1674		WrongLogin	1590257591787	1590257591788	OK	 
REQUEST	174		Forbidden	1590257591787	1590257591791	OK	 
REQUEST	549		RightLogged	1590257591802	1590257591803	OK	 
REQUEST	549		RightLogged Redirect 1	1590257591803	1590257591804	OK	 
USER	AceptarLocalTestPositivo	1840	START	1590257591807	1590257591807
USER	AceptarLocalTestNegativo	1855	START	1590257591807	1590257591807
REQUEST	1404		WrongLogged	1590257591807	1590257591808	OK	 
REQUEST	1840		Welcome	1590257591807	1590257591809	OK	 
REQUEST	1404		WrongLogged Redirect 1	1590257591808	1590257591809	OK	 
REQUEST	1855		Welcome	1590257591807	1590257591809	OK	 
REQUEST	175		Forbidden	1590257591837	1590257591840	OK	 
REQUEST	550		RightLogged	1590257591865	1590257591865	OK	 
REQUEST	1405		WrongLogged	1590257591865	1590257591865	OK	 
REQUEST	1405		WrongLogged Redirect 1	1590257591866	1590257591867	OK	 
REQUEST	550		RightLogged Redirect 1	1590257591866	1590257591867	OK	 
REQUEST	1675		WrongLogin	1590257591867	1590257591867	OK	 
REQUEST	1660		RightLogin	1590257591867	1590257591867	OK	 
USER	AceptarLocalTestPositivo	1841	START	1590257591880	1590257591880
USER	AceptarLocalTestNegativo	1856	START	1590257591880	1590257591880
REQUEST	1856		Welcome	1590257591880	1590257591883	OK	 
REQUEST	1841		Welcome	1590257591880	1590257591883	OK	 
REQUEST	1661		RightLogin	1590257591927	1590257591928	OK	 
REQUEST	1406		WrongLogged	1590257591927	1590257591928	OK	 
REQUEST	551		RightLogged	1590257591927	1590257591928	OK	 
REQUEST	1676		WrongLogin	1590257591927	1590257591928	OK	 
REQUEST	1406		WrongLogged Redirect 1	1590257591929	1590257591930	OK	 
REQUEST	551		RightLogged Redirect 1	1590257591929	1590257591930	OK	 
REQUEST	176		Forbidden	1590257591927	1590257591932	OK	 
USER	AceptarLocalTestPositivo	1842	START	1590257591943	1590257591943
USER	AceptarLocalTestNegativo	1857	START	1590257591943	1590257591943
REQUEST	1857		Welcome	1590257591943	1590257591945	OK	 
REQUEST	1842		Welcome	1590257591943	1590257591945	OK	 
REQUEST	177		Forbidden	1590257591947	1590257591951	OK	 
REQUEST	1677		WrongLogin	1590257591977	1590257591977	OK	 
REQUEST	1407		WrongLogged	1590257591990	1590257591991	OK	 
REQUEST	552		RightLogged	1590257591990	1590257591991	OK	 
REQUEST	552		RightLogged Redirect 1	1590257591991	1590257591992	OK	 
REQUEST	1407		WrongLogged Redirect 1	1590257591991	1590257591992	OK	 
REQUEST	1662		RightLogin	1590257592006	1590257592006	OK	 
USER	AceptarLocalTestPositivo	1843	START	1590257592007	1590257592007
USER	AceptarLocalTestNegativo	1858	START	1590257592007	1590257592007
REQUEST	1843		Welcome	1590257592007	1590257592009	OK	 
REQUEST	1858		Welcome	1590257592007	1590257592009	OK	 
REQUEST	553		RightLogged	1590257592037	1590257592038	OK	 
REQUEST	553		RightLogged Redirect 1	1590257592038	1590257592039	OK	 
REQUEST	178		Forbidden	1590257592037	1590257592041	OK	 
REQUEST	1408		WrongLogged	1590257592057	1590257592057	OK	 
REQUEST	1663		RightLogin	1590257592057	1590257592058	OK	 
REQUEST	1678		WrongLogin	1590257592057	1590257592058	OK	 
REQUEST	1408		WrongLogged Redirect 1	1590257592058	1590257592059	OK	 
USER	AceptarLocalTestPositivo	1844	START	1590257592084	1590257592084
USER	AceptarLocalTestNegativo	1859	START	1590257592084	1590257592084
REQUEST	1844		Welcome	1590257592084	1590257592087	OK	 
REQUEST	1859		Welcome	1590257592084	1590257592087	OK	 
REQUEST	1409		WrongLogged	1590257592115	1590257592116	OK	 
REQUEST	1679		WrongLogin	1590257592117	1590257592117	OK	 
REQUEST	1664		RightLogin	1590257592117	1590257592117	OK	 
REQUEST	1409		WrongLogged Redirect 1	1590257592116	1590257592118	OK	 
REQUEST	179		Forbidden	1590257592115	1590257592120	OK	 
USER	AceptarLocalTestNegativo	1860	START	1590257592147	1590257592147
USER	AceptarLocalTestPositivo	1845	START	1590257592147	1590257592147
REQUEST	554		RightLogged	1590257592147	1590257592148	OK	 
REQUEST	554		RightLogged Redirect 1	1590257592148	1590257592149	OK	 
REQUEST	1860		Welcome	1590257592147	1590257592149	OK	 
REQUEST	1845		Welcome	1590257592147	1590257592149	OK	 
REQUEST	555		RightLogged	1590257592178	1590257592178	OK	 
REQUEST	555		RightLogged Redirect 1	1590257592179	1590257592180	OK	 
REQUEST	1680		WrongLogin	1590257592193	1590257592194	OK	 
REQUEST	1665		RightLogin	1590257592193	1590257592195	OK	 
REQUEST	180		Forbidden	1590257592193	1590257592197	OK	 
REQUEST	1410		WrongLogged	1590257592197	1590257592197	OK	 
REQUEST	1410		WrongLogged Redirect 1	1590257592197	1590257592198	OK	 
USER	AceptarLocalTestNegativo	1861	START	1590257592209	1590257592209
USER	AceptarLocalTestPositivo	1846	START	1590257592209	1590257592209
REQUEST	1846		Welcome	1590257592209	1590257592211	OK	 
REQUEST	1861		Welcome	1590257592209	1590257592211	OK	 
REQUEST	1411		WrongLogged	1590257592257	1590257592258	OK	 
REQUEST	556		RightLogged	1590257592257	1590257592258	OK	 
REQUEST	1411		WrongLogged Redirect 1	1590257592258	1590257592259	OK	 
REQUEST	556		RightLogged Redirect 1	1590257592258	1590257592259	OK	 
REQUEST	181		Forbidden	1590257592256	1590257592263	OK	 
REQUEST	1681		WrongLogin	1590257592271	1590257592272	OK	 
REQUEST	1666		RightLogin	1590257592271	1590257592273	OK	 
USER	AceptarLocalTestPositivo	1847	START	1590257592287	1590257592287
USER	AceptarLocalTestNegativo	1862	START	1590257592287	1590257592287
REQUEST	1847		Welcome	1590257592287	1590257592292	OK	 
REQUEST	1862		Welcome	1590257592287	1590257592292	OK	 
REQUEST	557		RightLogged	1590257592319	1590257592320	OK	 
REQUEST	557		RightLogged Redirect 1	1590257592320	1590257592321	OK	 
REQUEST	182		Forbidden	1590257592319	1590257592323	OK	 
REQUEST	1682		WrongLogin	1590257592334	1590257592335	OK	 
REQUEST	1667		RightLogin	1590257592334	1590257592335	OK	 
REQUEST	1412		WrongLogged	1590257592366	1590257592366	OK	 
REQUEST	573		RightLogged	1590257592367	1590257592367	OK	 
REQUEST	1412		WrongLogged Redirect 1	1590257592366	1590257592368	OK	 
REQUEST	573		RightLogged Redirect 1	1590257592368	1590257592369	OK	 
USER	AceptarLocalTestNegativo	1878	START	1590257592381	1590257592381
USER	AceptarLocalTestPositivo	1863	START	1590257592381	1590257592381
REQUEST	1683		RightLogin	1590257592381	1590257592382	OK	 
REQUEST	1428		WrongLogged	1590257592381	1590257592382	OK	 
REQUEST	1698		WrongLogin	1590257592381	1590257592382	OK	 
REQUEST	1878		Welcome	1590257592381	1590257592384	OK	 
REQUEST	1863		Welcome	1590257592381	1590257592384	OK	 
REQUEST	1428		WrongLogged Redirect 1	1590257592383	1590257592384	OK	 
REQUEST	198		Forbidden	1590257592381	1590257592386	OK	 
REQUEST	1429		WrongLogged	1590257592427	1590257592428	OK	 
REQUEST	1429		WrongLogged Redirect 1	1590257592428	1590257592429	OK	 
USER	AceptarLocalTestPositivo	1864	START	1590257592447	1590257592447
USER	AceptarLocalTestNegativo	1879	START	1590257592447	1590257592447
REQUEST	1879		Welcome	1590257592447	1590257592449	OK	 
REQUEST	1864		Welcome	1590257592447	1590257592449	OK	 
REQUEST	1699		WrongLogin	1590257592461	1590257592462	OK	 
REQUEST	574		RightLogged	1590257592461	1590257592462	OK	 
REQUEST	1684		RightLogin	1590257592461	1590257592462	OK	 
REQUEST	574		RightLogged Redirect 1	1590257592462	1590257592463	OK	 
REQUEST	199		Forbidden	1590257592477	1590257592480	OK	 
REQUEST	1430		WrongLogged	1590257592497	1590257592497	OK	 
REQUEST	1430		WrongLogged Redirect 1	1590257592498	1590257592499	OK	 
USER	AceptarLocalTestPositivo	1865	START	1590257592508	1590257592508
USER	AceptarLocalTestNegativo	1880	START	1590257592508	1590257592508
REQUEST	1880		Welcome	1590257592509	1590257592510	OK	 
REQUEST	1865		Welcome	1590257592509	1590257592510	OK	 
REQUEST	1685		RightLogin	1590257592524	1590257592524	OK	 
REQUEST	1700		WrongLogin	1590257592524	1590257592524	OK	 
REQUEST	575		RightLogged	1590257592524	1590257592524	OK	 
REQUEST	575		RightLogged Redirect 1	1590257592525	1590257592526	OK	 
REQUEST	200		Forbidden	1590257592524	1590257592528	OK	 
USER	AceptarLocalTestPositivo	1866	START	1590257592586	1590257592586
USER	AceptarLocalTestNegativo	1881	START	1590257592586	1590257592586
REQUEST	1431		WrongLogged	1590257592587	1590257592588	OK	 
REQUEST	576		RightLogged	1590257592587	1590257592588	OK	 
REQUEST	1866		Welcome	1590257592586	1590257592589	OK	 
REQUEST	1881		Welcome	1590257592586	1590257592589	OK	 
REQUEST	1431		WrongLogged Redirect 1	1590257592588	1590257592589	OK	 
REQUEST	576		RightLogged Redirect 1	1590257592588	1590257592589	OK	 
REQUEST	201		Forbidden	1590257592587	1590257592592	OK	 
REQUEST	1701		WrongLogin	1590257592602	1590257592602	OK	 
REQUEST	1686		RightLogin	1590257592602	1590257592603	OK	 
USER	AceptarLocalTestNegativo	1882	START	1590257592648	1590257592648
USER	AceptarLocalTestPositivo	1867	START	1590257592648	1590257592648
REQUEST	1432		WrongLogged	1590257592649	1590257592649	OK	 
REQUEST	577		RightLogged	1590257592649	1590257592649	OK	 
REQUEST	1432		WrongLogged Redirect 1	1590257592650	1590257592651	OK	 
REQUEST	577		RightLogged Redirect 1	1590257592650	1590257592651	OK	 
REQUEST	1882		Welcome	1590257592649	1590257592651	OK	 
REQUEST	1867		Welcome	1590257592649	1590257592651	OK	 
REQUEST	1702		WrongLogin	1590257592664	1590257592665	OK	 
REQUEST	1687		RightLogin	1590257592664	1590257592665	OK	 
REQUEST	202		Forbidden	1590257592664	1590257592668	OK	 
USER	AceptarLocalTestPositivo	1868	START	1590257592711	1590257592711
USER	AceptarLocalTestNegativo	1883	START	1590257592711	1590257592711
REQUEST	1868		Welcome	1590257592711	1590257592714	OK	 
REQUEST	1883		Welcome	1590257592711	1590257592714	OK	 
REQUEST	1703		WrongLogin	1590257592727	1590257592727	OK	 
REQUEST	578		RightLogged	1590257592727	1590257592732	OK	 
REQUEST	1433		WrongLogged	1590257592727	1590257592732	OK	 
REQUEST	1688		RightLogin	1590257592727	1590257592732	OK	 
REQUEST	203		Forbidden	1590257592727	1590257592733	OK	 
REQUEST	1433		WrongLogged Redirect 1	1590257592732	1590257592734	OK	 
REQUEST	578		RightLogged Redirect 1	1590257592732	1590257592734	OK	 
REQUEST	1434		WrongLogged	1590257592774	1590257592774	OK	 
REQUEST	1434		WrongLogged Redirect 1	1590257592774	1590257592776	OK	 
USER	AceptarLocalTestNegativo	1884	START	1590257592777	1590257592777
USER	AceptarLocalTestPositivo	1869	START	1590257592777	1590257592777
REQUEST	1869		Welcome	1590257592777	1590257592779	OK	 
REQUEST	1884		Welcome	1590257592777	1590257592779	OK	 
REQUEST	1689		RightLogin	1590257592789	1590257592790	OK	 
REQUEST	1704		WrongLogin	1590257592789	1590257592790	OK	 
REQUEST	579		RightLogged	1590257592805	1590257592805	OK	 
REQUEST	579		RightLogged Redirect 1	1590257592805	1590257592807	OK	 
REQUEST	204		Forbidden	1590257592820	1590257592824	OK	 
USER	AceptarLocalTestPositivo	1870	START	1590257592851	1590257592851
USER	AceptarLocalTestNegativo	1885	START	1590257592851	1590257592851
REQUEST	1435		WrongLogged	1590257592852	1590257592852	OK	 
REQUEST	1435		WrongLogged Redirect 1	1590257592852	1590257592854	OK	 
REQUEST	1870		Welcome	1590257592852	1590257592854	OK	 
REQUEST	1885		Welcome	1590257592852	1590257592854	OK	 
REQUEST	580		RightLogged	1590257592867	1590257592868	OK	 
REQUEST	1705		WrongLogin	1590257592867	1590257592868	OK	 
REQUEST	1690		RightLogin	1590257592867	1590257592868	OK	 
REQUEST	580		RightLogged Redirect 1	1590257592868	1590257592869	OK	 
REQUEST	205		Forbidden	1590257592883	1590257592887	OK	 
USER	AceptarLocalTestNegativo	1886	START	1590257592914	1590257592914
USER	AceptarLocalTestPositivo	1871	START	1590257592914	1590257592914
REQUEST	1871		Welcome	1590257592914	1590257592917	OK	 
REQUEST	1886		Welcome	1590257592914	1590257592917	OK	 
REQUEST	581		RightLogged	1590257592917	1590257592918	OK	 
REQUEST	581		RightLogged Redirect 1	1590257592918	1590257592919	OK	 
REQUEST	206		Forbidden	1590257592917	1590257592921	OK	 
REQUEST	1706		WrongLogin	1590257592930	1590257592930	OK	 
REQUEST	1691		RightLogin	1590257592930	1590257592931	OK	 
REQUEST	1436		WrongLogged	1590257592930	1590257592931	OK	 
REQUEST	1436		WrongLogged Redirect 1	1590257592931	1590257592933	OK	 
USER	AceptarLocalTestNegativo	1887	START	1590257592977	1590257592977
USER	AceptarLocalTestPositivo	1872	START	1590257592977	1590257592977
REQUEST	1437		WrongLogged	1590257592977	1590257592978	OK	 
REQUEST	1437		WrongLogged Redirect 1	1590257592978	1590257592979	OK	 
REQUEST	1872		Welcome	1590257592977	1590257592979	OK	 
REQUEST	1887		Welcome	1590257592977	1590257592979	OK	 
REQUEST	1707		WrongLogin	1590257592993	1590257592993	OK	 
REQUEST	582		RightLogged	1590257592993	1590257592994	OK	 
REQUEST	1692		RightLogin	1590257592993	1590257592994	OK	 
REQUEST	582		RightLogged Redirect 1	1590257592994	1590257592995	OK	 
REQUEST	207		Forbidden	1590257592993	1590257592998	OK	 
REQUEST	1438		WrongLogged	1590257593040	1590257593041	OK	 
REQUEST	1438		WrongLogged Redirect 1	1590257593041	1590257593043	OK	 
USER	AceptarLocalTestNegativo	1888	START	1590257593055	1590257593055
USER	AceptarLocalTestPositivo	1873	START	1590257593055	1590257593055
REQUEST	583		RightLogged	1590257593055	1590257593057	OK	 
REQUEST	583		RightLogged Redirect 1	1590257593057	1590257593060	OK	 
REQUEST	1873		Welcome	1590257593056	1590257593060	OK	 
REQUEST	1888		Welcome	1590257593056	1590257593060	OK	 
REQUEST	208		Forbidden	1590257593057	1590257593064	OK	 
REQUEST	1693		RightLogin	1590257593087	1590257593087	OK	 
REQUEST	1708		WrongLogin	1590257593087	1590257593088	OK	 
REQUEST	584		RightLogged	1590257593102	1590257593103	OK	 
REQUEST	584		RightLogged Redirect 1	1590257593103	1590257593104	OK	 
USER	AceptarLocalTestPositivo	1874	START	1590257593107	1590257593107
USER	AceptarLocalTestNegativo	1889	START	1590257593107	1590257593107
REQUEST	1439		WrongLogged	1590257593107	1590257593107	OK	 
REQUEST	1439		WrongLogged Redirect 1	1590257593107	1590257593109	OK	 
REQUEST	1874		Welcome	1590257593107	1590257593109	OK	 
REQUEST	1889		Welcome	1590257593107	1590257593109	OK	 
REQUEST	1694		RightLogin	1590257593133	1590257593134	OK	 
REQUEST	1709		WrongLogin	1590257593133	1590257593135	OK	 
REQUEST	209		Forbidden	1590257593133	1590257593138	OK	 
REQUEST	1440		WrongLogged	1590257593168	1590257593169	OK	 
REQUEST	1440		WrongLogged Redirect 1	1590257593169	1590257593171	OK	 
USER	AceptarLocalTestNegativo	1890	START	1590257593184	1590257593184
USER	AceptarLocalTestPositivo	1875	START	1590257593184	1590257593184
REQUEST	585		RightLogged	1590257593184	1590257593185	OK	 
REQUEST	585		RightLogged Redirect 1	1590257593185	1590257593186	OK	 
REQUEST	1890		Welcome	1590257593184	1590257593186	OK	 
REQUEST	1875		Welcome	1590257593184	1590257593187	OK	 
REQUEST	1695		RightLogin	1590257593187	1590257593188	OK	 
REQUEST	1710		WrongLogin	1590257593187	1590257593188	OK	 
REQUEST	210		Forbidden	1590257593187	1590257593191	OK	 
USER	AceptarLocalTestNegativo	1891	START	1590257593247	1590257593247
USER	AceptarLocalTestPositivo	1876	START	1590257593247	1590257593247
REQUEST	586		RightLogged	1590257593246	1590257593247	OK	 
REQUEST	1441		WrongLogged	1590257593246	1590257593247	OK	 
REQUEST	586		RightLogged Redirect 1	1590257593247	1590257593249	OK	 
REQUEST	1441		WrongLogged Redirect 1	1590257593247	1590257593249	OK	 
REQUEST	1891		Welcome	1590257593247	1590257593249	OK	 
REQUEST	1876		Welcome	1590257593247	1590257593249	OK	 
REQUEST	211		Forbidden	1590257593247	1590257593252	OK	 
REQUEST	1696		RightLogin	1590257593262	1590257593263	OK	 
REQUEST	1711		WrongLogin	1590257593262	1590257593264	OK	 
REQUEST	587		RightLogged	1590257593297	1590257593298	OK	 
REQUEST	587		RightLogged Redirect 1	1590257593298	1590257593299	OK	 
USER	AceptarLocalTestNegativo	1892	START	1590257593309	1590257593309
USER	AceptarLocalTestPositivo	1877	START	1590257593309	1590257593309
REQUEST	1442		WrongLogged	1590257593309	1590257593310	OK	 
REQUEST	1442		WrongLogged Redirect 1	1590257593310	1590257593311	OK	 
REQUEST	1892		Welcome	1590257593309	1590257593311	OK	 
REQUEST	1877		Welcome	1590257593309	1590257593312	OK	 
REQUEST	212		Forbidden	1590257593309	1590257593314	OK	 
REQUEST	1712		WrongLogin	1590257593324	1590257593325	OK	 
REQUEST	1697		RightLogin	1590257593324	1590257593326	OK	 
USER	AceptarLocalTestPositivo	1893	START	1590257593357	1590257593357
USER	AceptarLocalTestNegativo	1908	START	1590257593357	1590257593357
REQUEST	1908		Welcome	1590257593357	1590257593359	OK	 
REQUEST	1893		Welcome	1590257593357	1590257593359	OK	 
REQUEST	1728		WrongLogin	1590257593387	1590257593388	OK	 
REQUEST	603		RightLogged	1590257593387	1590257593388	OK	 
REQUEST	1713		RightLogin	1590257593387	1590257593388	OK	 
REQUEST	1458		WrongLogged	1590257593387	1590257593389	OK	 
REQUEST	603		RightLogged Redirect 1	1590257593388	1590257593389	OK	 
