ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearLocalTest	crearlocaltest	1590260012381	 	3.3.1
REQUEST	213		Welcome	1590260019147	1590260019151	OK	 
USER	CrearLocalTestNegativo	233	START	1590260019193	1590260019193
USER	CrearLocalTestPositivo	214	START	1590260019193	1590260019193
REQUEST	233		Welcome	1590260019194	1590260019196	OK	 
REQUEST	214		Welcome	1590260019194	1590260019196	OK	 
USER	CrearLocalTestNegativo	234	START	1590260019240	1590260019240
USER	CrearLocalTestPositivo	215	START	1590260019240	1590260019240
REQUEST	215		Welcome	1590260019240	1590260019243	OK	 
REQUEST	234		Welcome	1590260019240	1590260019243	OK	 
USER	CrearLocalTestNegativo	235	START	1590260019291	1590260019291
USER	CrearLocalTestPositivo	216	START	1590260019291	1590260019291
REQUEST	216		Welcome	1590260019291	1590260019293	OK	 
REQUEST	235		Welcome	1590260019291	1590260019293	OK	 
USER	CrearLocalTestNegativo	236	START	1590260019339	1590260019339
USER	CrearLocalTestPositivo	217	START	1590260019339	1590260019339
REQUEST	236		Welcome	1590260019339	1590260019342	OK	 
REQUEST	217		Welcome	1590260019339	1590260019342	OK	 
USER	CrearLocalTestPositivo	218	START	1590260019393	1590260019393
USER	CrearLocalTestNegativo	237	START	1590260019393	1590260019393
REQUEST	237		Welcome	1590260019393	1590260019397	OK	 
REQUEST	218		Welcome	1590260019393	1590260019397	OK	 
USER	CrearLocalTestPositivo	219	START	1590260019439	1590260019439
USER	CrearLocalTestNegativo	238	START	1590260019439	1590260019439
REQUEST	238		Welcome	1590260019440	1590260019444	OK	 
REQUEST	219		Welcome	1590260019440	1590260019444	OK	 
USER	CrearLocalTestPositivo	220	START	1590260019489	1590260019489
USER	CrearLocalTestNegativo	239	START	1590260019489	1590260019489
REQUEST	220		Welcome	1590260019489	1590260019491	OK	 
REQUEST	239		Welcome	1590260019489	1590260019491	OK	 
USER	CrearLocalTestPositivo	221	START	1590260019548	1590260019548
USER	CrearLocalTestNegativo	240	START	1590260019549	1590260019549
REQUEST	221		Welcome	1590260019549	1590260019553	OK	 
REQUEST	240		Welcome	1590260019549	1590260019553	OK	 
USER	CrearLocalTestPositivo	222	START	1590260019596	1590260019596
USER	CrearLocalTestNegativo	241	START	1590260019596	1590260019596
REQUEST	241		Welcome	1590260019597	1590260019603	OK	 
REQUEST	222		Welcome	1590260019597	1590260019603	OK	 
USER	CrearLocalTestPositivo	223	START	1590260019643	1590260019643
USER	CrearLocalTestNegativo	242	START	1590260019643	1590260019643
REQUEST	223		Welcome	1590260019643	1590260019645	OK	 
REQUEST	242		Welcome	1590260019643	1590260019645	OK	 
USER	CrearLocalTestPositivo	243	START	1590260019689	1590260019689
USER	CrearLocalTestNegativo	263	START	1590260019689	1590260019689
REQUEST	263		Welcome	1590260019689	1590260019692	OK	 
REQUEST	243		Welcome	1590260019689	1590260019692	OK	 
USER	CrearLocalTestPositivo	244	START	1590260019751	1590260019751
USER	CrearLocalTestNegativo	264	START	1590260019751	1590260019751
REQUEST	244		Welcome	1590260019752	1590260019757	OK	 
REQUEST	264		Welcome	1590260019752	1590260019757	OK	 
USER	CrearLocalTestNegativo	265	START	1590260019789	1590260019789
USER	CrearLocalTestPositivo	245	START	1590260019789	1590260019789
REQUEST	265		Welcome	1590260019789	1590260019791	OK	 
REQUEST	245		Welcome	1590260019789	1590260019791	OK	 
USER	CrearLocalTestNegativo	266	START	1590260019839	1590260019839
USER	CrearLocalTestPositivo	246	START	1590260019839	1590260019839
REQUEST	246		Welcome	1590260019839	1590260019841	OK	 
REQUEST	266		Welcome	1590260019839	1590260019842	OK	 
USER	CrearLocalTestNegativo	267	START	1590260019897	1590260019897
USER	CrearLocalTestPositivo	247	START	1590260019897	1590260019897
REQUEST	247		Welcome	1590260019898	1590260019902	OK	 
REQUEST	267		Welcome	1590260019898	1590260019902	OK	 
USER	CrearLocalTestPositivo	248	START	1590260019959	1590260019959
REQUEST	248		Welcome	1590260019960	1590260019963	OK	 
USER	CrearLocalTestNegativo	268	START	1590260019959	1590260019959
REQUEST	268		Welcome	1590260019973	1590260019975	OK	 
USER	CrearLocalTestPositivo	249	START	1590260019999	1590260019999
USER	CrearLocalTestNegativo	269	START	1590260019999	1590260019999
REQUEST	249		Welcome	1590260020000	1590260020006	OK	 
REQUEST	269		Welcome	1590260020000	1590260020006	OK	 
USER	CrearLocalTestNegativo	270	START	1590260020047	1590260020047
USER	CrearLocalTestPositivo	250	START	1590260020047	1590260020047
REQUEST	250		Welcome	1590260020047	1590260020049	OK	 
REQUEST	270		Welcome	1590260020047	1590260020049	OK	 
USER	CrearLocalTestNegativo	271	START	1590260020093	1590260020093
USER	CrearLocalTestPositivo	251	START	1590260020093	1590260020093
REQUEST	271		Welcome	1590260020094	1590260020096	OK	 
REQUEST	251		Welcome	1590260020094	1590260020096	OK	 
USER	CrearLocalTestPositivo	252	START	1590260020140	1590260020140
USER	CrearLocalTestNegativo	272	START	1590260020140	1590260020140
REQUEST	272		Welcome	1590260020141	1590260020144	OK	 
REQUEST	252		Welcome	1590260020141	1590260020144	OK	 
USER	CrearLocalTestPositivo	253	START	1590260020203	1590260020203
USER	CrearLocalTestNegativo	273	START	1590260020203	1590260020203
REQUEST	273		Welcome	1590260020203	1590260020206	OK	 
REQUEST	253		Welcome	1590260020203	1590260020206	OK	 
USER	CrearLocalTestNegativo	274	START	1590260020251	1590260020251
USER	CrearLocalTestPositivo	254	START	1590260020251	1590260020251
REQUEST	274		Welcome	1590260020252	1590260020256	OK	 
REQUEST	254		Welcome	1590260020252	1590260020256	OK	 
USER	CrearLocalTestPositivo	255	START	1590260020298	1590260020298
USER	CrearLocalTestNegativo	275	START	1590260020298	1590260020298
REQUEST	255		Welcome	1590260020298	1590260020300	OK	 
REQUEST	275		Welcome	1590260020298	1590260020300	OK	 
USER	CrearLocalTestPositivo	256	START	1590260020345	1590260020345
USER	CrearLocalTestNegativo	276	START	1590260020345	1590260020345
REQUEST	276		Welcome	1590260020346	1590260020348	OK	 
REQUEST	256		Welcome	1590260020346	1590260020348	OK	 
USER	CrearLocalTestPositivo	257	START	1590260020391	1590260020391
USER	CrearLocalTestNegativo	277	START	1590260020391	1590260020391
REQUEST	277		Welcome	1590260020392	1590260020396	OK	 
REQUEST	257		Welcome	1590260020392	1590260020396	OK	 
USER	CrearLocalTestNegativo	278	START	1590260020439	1590260020439
USER	CrearLocalTestPositivo	258	START	1590260020439	1590260020439
REQUEST	258		Welcome	1590260020439	1590260020441	OK	 
REQUEST	278		Welcome	1590260020439	1590260020441	OK	 
USER	CrearLocalTestPositivo	259	START	1590260020501	1590260020501
USER	CrearLocalTestNegativo	279	START	1590260020501	1590260020501
REQUEST	259		Welcome	1590260020502	1590260020508	OK	 
REQUEST	279		Welcome	1590260020502	1590260020508	OK	 
USER	CrearLocalTestNegativo	280	START	1590260020548	1590260020548
USER	CrearLocalTestPositivo	260	START	1590260020548	1590260020548
REQUEST	280		Welcome	1590260020548	1590260020550	OK	 
REQUEST	260		Welcome	1590260020548	1590260020550	OK	 
USER	CrearLocalTestNegativo	281	START	1590260020595	1590260020595
USER	CrearLocalTestPositivo	261	START	1590260020595	1590260020595
REQUEST	261		Welcome	1590260020596	1590260020599	OK	 
REQUEST	281		Welcome	1590260020595	1590260020599	OK	 
USER	CrearLocalTestNegativo	282	START	1590260020642	1590260020642
USER	CrearLocalTestPositivo	262	START	1590260020642	1590260020642
REQUEST	282		Welcome	1590260020642	1590260020644	OK	 
REQUEST	262		Welcome	1590260020642	1590260020644	OK	 
USER	CrearLocalTestNegativo	303	START	1590260020689	1590260020689
USER	CrearLocalTestPositivo	283	START	1590260020689	1590260020689
REQUEST	283		Welcome	1590260020689	1590260020691	OK	 
REQUEST	303		Welcome	1590260020689	1590260020691	OK	 
USER	CrearLocalTestPositivo	284	START	1590260020751	1590260020751
USER	CrearLocalTestNegativo	304	START	1590260020751	1590260020751
REQUEST	284		Welcome	1590260020752	1590260020754	OK	 
REQUEST	304		Welcome	1590260020752	1590260020754	OK	 
USER	CrearLocalTestNegativo	305	START	1590260020798	1590260020798
USER	CrearLocalTestPositivo	285	START	1590260020798	1590260020798
REQUEST	285		Welcome	1590260020798	1590260020804	OK	 
REQUEST	305		Welcome	1590260020798	1590260020804	OK	 
USER	CrearLocalTestNegativo	306	START	1590260020839	1590260020839
USER	CrearLocalTestPositivo	286	START	1590260020839	1590260020839
REQUEST	286		Welcome	1590260020839	1590260020841	OK	 
REQUEST	306		Welcome	1590260020839	1590260020841	OK	 
USER	CrearLocalTestNegativo	307	START	1590260020898	1590260020898
USER	CrearLocalTestPositivo	287	START	1590260020898	1590260020898
REQUEST	307		Welcome	1590260020898	1590260020901	OK	 
REQUEST	287		Welcome	1590260020898	1590260020901	OK	 
USER	CrearLocalTestNegativo	308	START	1590260020944	1590260020944
USER	CrearLocalTestPositivo	288	START	1590260020944	1590260020944
REQUEST	308		Welcome	1590260020945	1590260020948	OK	 
REQUEST	288		Welcome	1590260020945	1590260020948	OK	 
USER	CrearLocalTestPositivo	289	START	1590260020991	1590260020991
USER	CrearLocalTestNegativo	309	START	1590260020991	1590260020991
REQUEST	289		Welcome	1590260020992	1590260020994	OK	 
REQUEST	309		Welcome	1590260020992	1590260020994	OK	 
USER	CrearLocalTestNegativo	310	START	1590260021043	1590260021043
USER	CrearLocalTestPositivo	290	START	1590260021043	1590260021043
REQUEST	310		Welcome	1590260021044	1590260021046	OK	 
REQUEST	290		Welcome	1590260021044	1590260021046	OK	 
USER	CrearLocalTestPositivo	291	START	1590260021089	1590260021089
USER	CrearLocalTestNegativo	311	START	1590260021089	1590260021089
REQUEST	311		Welcome	1590260021089	1590260021091	OK	 
REQUEST	291		Welcome	1590260021089	1590260021091	OK	 
USER	CrearLocalTestPositivo	292	START	1590260021139	1590260021139
USER	CrearLocalTestNegativo	312	START	1590260021139	1590260021139
REQUEST	312		Welcome	1590260021139	1590260021141	OK	 
REQUEST	292		Welcome	1590260021139	1590260021141	OK	 
USER	CrearLocalTestPositivo	293	START	1590260021199	1590260021199
USER	CrearLocalTestNegativo	313	START	1590260021199	1590260021199
REQUEST	313		Welcome	1590260021199	1590260021202	OK	 
REQUEST	293		Welcome	1590260021199	1590260021202	OK	 
USER	CrearLocalTestPositivo	294	START	1590260021246	1590260021246
USER	CrearLocalTestNegativo	314	START	1590260021246	1590260021246
REQUEST	294		Welcome	1590260021247	1590260021249	OK	 
REQUEST	314		Welcome	1590260021247	1590260021249	OK	 
USER	CrearLocalTestNegativo	315	START	1590260021294	1590260021294
USER	CrearLocalTestPositivo	295	START	1590260021294	1590260021294
REQUEST	315		Welcome	1590260021294	1590260021296	OK	 
REQUEST	295		Welcome	1590260021294	1590260021296	OK	 
USER	CrearLocalTestNegativo	316	START	1590260021355	1590260021355
USER	CrearLocalTestPositivo	296	START	1590260021355	1590260021355
REQUEST	316		Welcome	1590260021356	1590260021358	OK	 
REQUEST	296		Welcome	1590260021356	1590260021358	OK	 
USER	CrearLocalTestNegativo	317	START	1590260021389	1590260021389
USER	CrearLocalTestPositivo	297	START	1590260021389	1590260021389
REQUEST	317		Welcome	1590260021389	1590260021393	OK	 
REQUEST	297		Welcome	1590260021389	1590260021393	OK	 
USER	CrearLocalTestPositivo	298	START	1590260021449	1590260021449
USER	CrearLocalTestNegativo	318	START	1590260021449	1590260021449
REQUEST	318		Welcome	1590260021450	1590260021452	OK	 
REQUEST	298		Welcome	1590260021450	1590260021452	OK	 
USER	CrearLocalTestNegativo	319	START	1590260021496	1590260021496
USER	CrearLocalTestPositivo	299	START	1590260021496	1590260021496
REQUEST	319		Welcome	1590260021496	1590260021499	OK	 
REQUEST	299		Welcome	1590260021496	1590260021499	OK	 
USER	CrearLocalTestPositivo	300	START	1590260021543	1590260021543
USER	CrearLocalTestNegativo	320	START	1590260021543	1590260021543
REQUEST	300		Welcome	1590260021543	1590260021547	OK	 
REQUEST	320		Welcome	1590260021543	1590260021547	OK	 
USER	CrearLocalTestPositivo	301	START	1590260021590	1590260021590
USER	CrearLocalTestNegativo	321	START	1590260021590	1590260021590
REQUEST	321		Welcome	1590260021590	1590260021592	OK	 
REQUEST	301		Welcome	1590260021590	1590260021592	OK	 
USER	CrearLocalTestPositivo	302	START	1590260021639	1590260021639
USER	CrearLocalTestNegativo	322	START	1590260021639	1590260021639
REQUEST	302		Welcome	1590260021639	1590260021641	OK	 
REQUEST	322		Welcome	1590260021639	1590260021641	OK	 
USER	CrearLocalTestPositivo	323	START	1590260021699	1590260021699
USER	CrearLocalTestNegativo	343	START	1590260021699	1590260021699
REQUEST	343		Welcome	1590260021700	1590260021702	OK	 
REQUEST	323		Welcome	1590260021700	1590260021702	OK	 
USER	CrearLocalTestPositivo	324	START	1590260021762	1590260021762
USER	CrearLocalTestNegativo	344	START	1590260021762	1590260021762
REQUEST	324		Welcome	1590260021762	1590260021768	OK	 
REQUEST	344		Welcome	1590260021763	1590260021768	OK	 
USER	CrearLocalTestPositivo	325	START	1590260021793	1590260021793
USER	CrearLocalTestNegativo	345	START	1590260021793	1590260021793
REQUEST	345		Welcome	1590260021793	1590260021795	OK	 
REQUEST	325		Welcome	1590260021793	1590260021795	OK	 
USER	CrearLocalTestPositivo	326	START	1590260021855	1590260021855
USER	CrearLocalTestNegativo	346	START	1590260021855	1590260021855
REQUEST	326		Welcome	1590260021855	1590260021859	OK	 
REQUEST	346		Welcome	1590260021856	1590260021859	OK	 
USER	CrearLocalTestPositivo	327	START	1590260021890	1590260021890
USER	CrearLocalTestNegativo	347	START	1590260021890	1590260021890
REQUEST	327		Welcome	1590260021890	1590260021892	OK	 
REQUEST	347		Welcome	1590260021890	1590260021892	OK	 
USER	CrearLocalTestPositivo	328	START	1590260021953	1590260021953
USER	CrearLocalTestNegativo	348	START	1590260021953	1590260021953
REQUEST	348		Welcome	1590260021953	1590260021957	OK	 
REQUEST	328		Welcome	1590260021953	1590260021957	OK	 
USER	CrearLocalTestNegativo	349	START	1590260021989	1590260021989
USER	CrearLocalTestPositivo	329	START	1590260021989	1590260021989
REQUEST	349		Welcome	1590260021990	1590260021993	OK	 
REQUEST	329		Welcome	1590260021990	1590260021993	OK	 
USER	CrearLocalTestNegativo	350	START	1590260022039	1590260022039
USER	CrearLocalTestPositivo	330	START	1590260022039	1590260022039
REQUEST	350		Welcome	1590260022039	1590260022041	OK	 
REQUEST	330		Welcome	1590260022039	1590260022041	OK	 
USER	CrearLocalTestNegativo	351	START	1590260022089	1590260022089
USER	CrearLocalTestPositivo	331	START	1590260022089	1590260022089
REQUEST	331		Welcome	1590260022089	1590260022091	OK	 
REQUEST	351		Welcome	1590260022089	1590260022091	OK	 
USER	CrearLocalTestPositivo	332	START	1590260022147	1590260022147
USER	CrearLocalTestNegativo	352	START	1590260022147	1590260022147
REQUEST	332		Welcome	1590260022147	1590260022149	OK	 
REQUEST	352		Welcome	1590260022147	1590260022149	OK	 
USER	CrearLocalTestPositivo	333	START	1590260022194	1590260022194
USER	CrearLocalTestNegativo	353	START	1590260022194	1590260022194
REQUEST	353		Welcome	1590260022194	1590260022196	OK	 
REQUEST	333		Welcome	1590260022194	1590260022196	OK	 
USER	CrearLocalTestNegativo	354	START	1590260022242	1590260022242
USER	CrearLocalTestPositivo	334	START	1590260022242	1590260022242
REQUEST	354		Welcome	1590260022242	1590260022245	OK	 
REQUEST	334		Welcome	1590260022242	1590260022245	OK	 
USER	CrearLocalTestNegativo	355	START	1590260022289	1590260022289
USER	CrearLocalTestPositivo	335	START	1590260022289	1590260022289
REQUEST	355		Welcome	1590260022290	1590260022295	OK	 
REQUEST	335		Welcome	1590260022290	1590260022295	OK	 
USER	CrearLocalTestNegativo	356	START	1590260022339	1590260022339
USER	CrearLocalTestPositivo	336	START	1590260022339	1590260022339
REQUEST	356		Welcome	1590260022339	1590260022344	OK	 
REQUEST	336		Welcome	1590260022339	1590260022344	OK	 
USER	CrearLocalTestNegativo	357	START	1590260022399	1590260022399
USER	CrearLocalTestPositivo	337	START	1590260022399	1590260022399
REQUEST	357		Welcome	1590260022399	1590260022405	OK	 
REQUEST	337		Welcome	1590260022399	1590260022405	OK	 
USER	CrearLocalTestPositivo	338	START	1590260022445	1590260022445
USER	CrearLocalTestNegativo	358	START	1590260022445	1590260022445
REQUEST	358		Welcome	1590260022446	1590260022448	OK	 
REQUEST	338		Welcome	1590260022446	1590260022448	OK	 
USER	CrearLocalTestPositivo	339	START	1590260022492	1590260022492
USER	CrearLocalTestNegativo	359	START	1590260022492	1590260022492
REQUEST	339		Welcome	1590260022492	1590260022495	OK	 
REQUEST	359		Welcome	1590260022492	1590260022495	OK	 
USER	CrearLocalTestPositivo	340	START	1590260022539	1590260022539
USER	CrearLocalTestNegativo	360	START	1590260022539	1590260022539
REQUEST	360		Welcome	1590260022539	1590260022542	OK	 
REQUEST	340		Welcome	1590260022539	1590260022542	OK	 
USER	CrearLocalTestNegativo	361	START	1590260022589	1590260022589
USER	CrearLocalTestPositivo	341	START	1590260022589	1590260022589
REQUEST	361		Welcome	1590260022589	1590260022594	OK	 
REQUEST	341		Welcome	1590260022589	1590260022594	OK	 
USER	CrearLocalTestPositivo	342	START	1590260022652	1590260022652
USER	CrearLocalTestNegativo	362	START	1590260022652	1590260022652
REQUEST	342		Welcome	1590260022652	1590260022654	OK	 
REQUEST	362		Welcome	1590260022652	1590260022654	OK	 
USER	CrearLocalTestNegativo	383	START	1590260022699	1590260022699
USER	CrearLocalTestPositivo	363	START	1590260022699	1590260022699
REQUEST	383		Welcome	1590260022699	1590260022701	OK	 
REQUEST	363		Welcome	1590260022699	1590260022701	OK	 
USER	CrearLocalTestNegativo	384	START	1590260022745	1590260022745
USER	CrearLocalTestPositivo	364	START	1590260022745	1590260022745
REQUEST	384		Welcome	1590260022746	1590260022750	OK	 
REQUEST	364		Welcome	1590260022746	1590260022750	OK	 
USER	CrearLocalTestNegativo	385	START	1590260022792	1590260022792
USER	CrearLocalTestPositivo	365	START	1590260022792	1590260022792
REQUEST	385		Welcome	1590260022792	1590260022794	OK	 
REQUEST	365		Welcome	1590260022792	1590260022794	OK	 
USER	CrearLocalTestNegativo	386	START	1590260022839	1590260022839
USER	CrearLocalTestPositivo	366	START	1590260022839	1590260022839
REQUEST	386		Welcome	1590260022839	1590260022842	OK	 
REQUEST	366		Welcome	1590260022839	1590260022842	OK	 
USER	CrearLocalTestNegativo	387	START	1590260022889	1590260022889
USER	CrearLocalTestPositivo	367	START	1590260022889	1590260022889
REQUEST	387		Welcome	1590260022889	1590260022892	OK	 
REQUEST	367		Welcome	1590260022889	1590260022892	OK	 
USER	CrearLocalTestNegativo	388	START	1590260022939	1590260022939
USER	CrearLocalTestPositivo	368	START	1590260022939	1590260022939
REQUEST	368		Welcome	1590260022939	1590260022942	OK	 
REQUEST	388		Welcome	1590260022939	1590260022942	OK	 
USER	CrearLocalTestPositivo	369	START	1590260023002	1590260023002
USER	CrearLocalTestNegativo	389	START	1590260023002	1590260023002
REQUEST	369		Welcome	1590260023002	1590260023011	OK	 
REQUEST	389		Welcome	1590260023002	1590260023011	OK	 
USER	CrearLocalTestPositivo	370	START	1590260023064	1590260023064
