ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	DashboardTest	dashboardtest	1590851489531	 	3.3.1
REQUEST	1772		Home	1590851507795	1590851507798	OK	 
REQUEST	1722		Home	1590851507795	1590851507798	OK	 
USER	VerDashboardPositivo	1723	START	1590851507815	1590851507815
USER	VerDashboardNegativo	1773	START	1590851507815	1590851507815
REQUEST	871		dashboard2	1590851507815	1590851507816	OK	 
REQUEST	822		Login	1590851507815	1590851507817	OK	 
REQUEST	871		dashboard2 Redirect 1	1590851507817	1590851507817	OK	 
USER	VerDashboardNegativo	871	END	1590851498794	1590851507817
REQUEST	1723		Home	1590851507815	1590851507819	OK	 
REQUEST	1773		Home	1590851507815	1590851507819	OK	 
USER	VerDashboardPositivo	1724	START	1590851507837	1590851507837
USER	VerDashboardNegativo	1774	START	1590851507837	1590851507837
REQUEST	823		Login	1590851507837	1590851507838	OK	 
REQUEST	872		dashboard2	1590851507837	1590851507838	OK	 
REQUEST	872		dashboard2 Redirect 1	1590851507839	1590851507839	OK	 
USER	VerDashboardNegativo	872	END	1590851498816	1590851507840
REQUEST	1724		Home	1590851507837	1590851507841	OK	 
REQUEST	1774		Home	1590851507837	1590851507841	OK	 
USER	VerDashboardPositivo	1725	START	1590851507858	1590851507858
USER	VerDashboardNegativo	1775	START	1590851507858	1590851507858
REQUEST	824		Login	1590851507858	1590851507860	OK	 
REQUEST	873		dashboard2	1590851507858	1590851507859	OK	 
REQUEST	873		dashboard2 Redirect 1	1590851507860	1590851507861	OK	 
USER	VerDashboardNegativo	873	END	1590851498836	1590851507861
REQUEST	1725		Home	1590851507858	1590851507862	OK	 
REQUEST	1775		Home	1590851507858	1590851507863	OK	 
USER	VerDashboardNegativo	1776	START	1590851507873	1590851507873
USER	VerDashboardPositivo	1726	START	1590851507873	1590851507873
REQUEST	874		dashboard2	1590851507873	1590851507874	OK	 
REQUEST	825		Login	1590851507873	1590851507875	OK	 
REQUEST	874		dashboard2 Redirect 1	1590851507874	1590851507875	OK	 
USER	VerDashboardNegativo	874	END	1590851498856	1590851507876
REQUEST	1776		Home	1590851507873	1590851507877	OK	 
REQUEST	1726		Home	1590851507873	1590851507877	OK	 
USER	VerDashboardNegativo	1777	START	1590851507894	1590851507894
USER	VerDashboardPositivo	1727	START	1590851507894	1590851507894
REQUEST	826		Login	1590851507894	1590851507895	OK	 
REQUEST	875		dashboard2	1590851507894	1590851507896	OK	 
REQUEST	875		dashboard2 Redirect 1	1590851507896	1590851507897	OK	 
USER	VerDashboardNegativo	875	END	1590851498878	1590851507897
REQUEST	1727		Home	1590851507895	1590851507898	OK	 
REQUEST	1777		Home	1590851507895	1590851507898	OK	 
REQUEST	827		Login	1590851507905	1590851507906	OK	 
REQUEST	876		dashboard2	1590851507905	1590851507906	OK	 
REQUEST	876		dashboard2 Redirect 1	1590851507906	1590851507907	OK	 
USER	VerDashboardNegativo	876	END	1590851498899	1590851507907
USER	VerDashboardNegativo	1778	START	1590851507916	1590851507916
USER	VerDashboardPositivo	1728	START	1590851507916	1590851507916
REQUEST	1778		Home	1590851507916	1590851507919	OK	 
REQUEST	1728		Home	1590851507916	1590851507919	OK	 
USER	VerDashboardPositivo	1729	START	1590851507936	1590851507936
USER	VerDashboardNegativo	1779	START	1590851507936	1590851507936
REQUEST	828		Login	1590851507936	1590851507937	OK	 
REQUEST	877		dashboard2	1590851507936	1590851507938	OK	 
REQUEST	877		dashboard2 Redirect 1	1590851507938	1590851507939	OK	 
USER	VerDashboardNegativo	877	END	1590851498913	1590851507939
REQUEST	1729		Home	1590851507936	1590851507940	OK	 
REQUEST	1779		Home	1590851507936	1590851507940	OK	 
USER	VerDashboardPositivo	1730	START	1590851507957	1590851507957
USER	VerDashboardNegativo	1780	START	1590851507957	1590851507957
REQUEST	829		Login	1590851507957	1590851507958	OK	 
REQUEST	878		dashboard2	1590851507957	1590851507959	OK	 
REQUEST	878		dashboard2 Redirect 1	1590851507959	1590851507960	OK	 
USER	VerDashboardNegativo	878	END	1590851498935	1590851507960
REQUEST	1780		Home	1590851507958	1590851507961	OK	 
REQUEST	1730		Home	1590851507958	1590851507961	OK	 
USER	VerDashboardNegativo	1781	START	1590851507973	1590851507973
USER	VerDashboardPositivo	1731	START	1590851507973	1590851507973
REQUEST	879		dashboard2	1590851507973	1590851507974	OK	 
REQUEST	830		Login	1590851507973	1590851507975	OK	 
REQUEST	879		dashboard2 Redirect 1	1590851507974	1590851507975	OK	 
USER	VerDashboardNegativo	879	END	1590851498956	1590851507976
REQUEST	1731		Home	1590851507973	1590851507977	OK	 
REQUEST	1781		Home	1590851507973	1590851507977	OK	 
USER	VerDashboardNegativo	1782	START	1590851507993	1590851507993
USER	VerDashboardPositivo	1732	START	1590851507993	1590851507993
REQUEST	831		Login	1590851507993	1590851507994	OK	 
REQUEST	880		dashboard2	1590851507993	1590851507994	OK	 
REQUEST	880		dashboard2 Redirect 1	1590851507995	1590851507995	OK	 
USER	VerDashboardNegativo	880	END	1590851498977	1590851507996
REQUEST	1782		Home	1590851507993	1590851507997	OK	 
REQUEST	1732		Home	1590851507993	1590851507997	OK	 
USER	VerDashboardNegativo	1783	START	1590851508014	1590851508014
USER	VerDashboardPositivo	1733	START	1590851508014	1590851508014
REQUEST	832		Login	1590851508014	1590851508015	OK	 
REQUEST	881		dashboard2	1590851508014	1590851508016	OK	 
REQUEST	881		dashboard2 Redirect 1	1590851508016	1590851508017	OK	 
USER	VerDashboardNegativo	881	END	1590851498993	1590851508017
REQUEST	1733		Home	1590851508014	1590851508018	OK	 
REQUEST	1783		Home	1590851508014	1590851508018	OK	 
USER	VerDashboardPositivo	1734	START	1590851508035	1590851508035
USER	VerDashboardNegativo	1784	START	1590851508035	1590851508035
REQUEST	833		Login	1590851508035	1590851508037	OK	 
REQUEST	882		dashboard2	1590851508035	1590851508038	OK	 
REQUEST	882		dashboard2 Redirect 1	1590851508038	1590851508039	OK	 
USER	VerDashboardNegativo	882	END	1590851499014	1590851508040
REQUEST	1734		Home	1590851508035	1590851508040	OK	 
REQUEST	1784		Home	1590851508035	1590851508040	OK	 
USER	VerDashboardPositivo	1735	START	1590851508056	1590851508056
USER	VerDashboardNegativo	1785	START	1590851508056	1590851508056
REQUEST	883		dashboard2	1590851508056	1590851508057	OK	 
REQUEST	883		dashboard2 Redirect 1	1590851508057	1590851508058	OK	 
REQUEST	834		Login	1590851508056	1590851508058	OK	 
USER	VerDashboardNegativo	883	END	1590851499034	1590851508058
REQUEST	1735		Home	1590851508056	1590851508060	OK	 
REQUEST	1785		Home	1590851508056	1590851508060	OK	 
USER	VerDashboardNegativo	1786	START	1590851508077	1590851508077
USER	VerDashboardPositivo	1736	START	1590851508077	1590851508077
REQUEST	835		Login	1590851508077	1590851508078	OK	 
REQUEST	884		dashboard2	1590851508077	1590851508078	OK	 
REQUEST	884		dashboard2 Redirect 1	1590851508078	1590851508079	OK	 
USER	VerDashboardNegativo	884	END	1590851499056	1590851508079
REQUEST	1786		Home	1590851508077	1590851508081	OK	 
REQUEST	1736		Home	1590851508077	1590851508081	OK	 
USER	VerDashboardPositivo	1737	START	1590851508098	1590851508098
USER	VerDashboardNegativo	1787	START	1590851508098	1590851508098
REQUEST	885		dashboard2	1590851508098	1590851508100	OK	 
REQUEST	836		Login	1590851508098	1590851508100	OK	 
REQUEST	885		dashboard2 Redirect 1	1590851508100	1590851508100	OK	 
USER	VerDashboardNegativo	885	END	1590851499078	1590851508101
REQUEST	1787		Home	1590851508098	1590851508102	OK	 
REQUEST	1737		Home	1590851508098	1590851508103	OK	 
REQUEST	837		Login	1590851508103	1590851508104	OK	 
REQUEST	886		dashboard2	1590851508103	1590851508104	OK	 
REQUEST	886		dashboard2 Redirect 1	1590851508104	1590851508105	OK	 
USER	VerDashboardNegativo	886	END	1590851499093	1590851508105
USER	VerDashboardNegativo	1788	START	1590851508113	1590851508113
USER	VerDashboardPositivo	1738	START	1590851508113	1590851508113
REQUEST	1788		Home	1590851508113	1590851508116	OK	 
REQUEST	1738		Home	1590851508113	1590851508116	OK	 
USER	VerDashboardNegativo	1789	START	1590851508133	1590851508133
USER	VerDashboardPositivo	1739	START	1590851508133	1590851508133
REQUEST	838		Login	1590851508133	1590851508134	OK	 
REQUEST	887		dashboard2	1590851508133	1590851508135	OK	 
REQUEST	887		dashboard2 Redirect 1	1590851508135	1590851508136	OK	 
USER	VerDashboardNegativo	887	END	1590851499113	1590851508136
REQUEST	1739		Home	1590851508133	1590851508137	OK	 
REQUEST	1789		Home	1590851508133	1590851508137	OK	 
USER	VerDashboardNegativo	1790	START	1590851508155	1590851508155
USER	VerDashboardPositivo	1740	START	1590851508155	1590851508155
REQUEST	839		Login	1590851508155	1590851508156	OK	 
REQUEST	888		dashboard2	1590851508155	1590851508157	OK	 
REQUEST	888		dashboard2 Redirect 1	1590851508157	1590851508158	OK	 
USER	VerDashboardNegativo	888	END	1590851499134	1590851508158
REQUEST	1790		Home	1590851508155	1590851508159	OK	 
REQUEST	1740		Home	1590851508155	1590851508159	OK	 
USER	VerDashboardNegativo	1791	START	1590851508175	1590851508175
USER	VerDashboardPositivo	1741	START	1590851508175	1590851508175
REQUEST	889		dashboard2	1590851508175	1590851508177	OK	 
REQUEST	840		Login	1590851508175	1590851508177	OK	 
REQUEST	889		dashboard2 Redirect 1	1590851508177	1590851508177	OK	 
USER	VerDashboardNegativo	889	END	1590851499155	1590851508178
REQUEST	1791		Home	1590851508175	1590851508179	OK	 
REQUEST	1741		Home	1590851508175	1590851508179	OK	 
USER	VerDashboardNegativo	1792	START	1590851508196	1590851508196
USER	VerDashboardPositivo	1742	START	1590851508195	1590851508195
REQUEST	841		Login	1590851508196	1590851508197	OK	 
REQUEST	890		dashboard2	1590851508196	1590851508197	OK	 
REQUEST	890		dashboard2 Redirect 1	1590851508197	1590851508198	OK	 
USER	VerDashboardNegativo	890	END	1590851499177	1590851508198
REQUEST	1792		Home	1590851508196	1590851508199	OK	 
REQUEST	1742		Home	1590851508196	1590851508199	OK	 
USER	VerDashboardPositivo	1743	START	1590851508216	1590851508216
USER	VerDashboardNegativo	1793	START	1590851508216	1590851508216
REQUEST	842		Login	1590851508216	1590851508218	OK	 
REQUEST	891		dashboard2	1590851508216	1590851508218	OK	 
REQUEST	891		dashboard2 Redirect 1	1590851508218	1590851508219	OK	 
USER	VerDashboardNegativo	891	END	1590851499198	1590851508219
REQUEST	1743		Home	1590851508217	1590851508220	OK	 
REQUEST	1793		Home	1590851508217	1590851508220	OK	 
REQUEST	892		dashboard2	1590851508227	1590851508228	OK	 
REQUEST	843		Login	1590851508227	1590851508229	OK	 
REQUEST	892		dashboard2 Redirect 1	1590851508229	1590851508229	OK	 
USER	VerDashboardNegativo	892	END	1590851499219	1590851508229
USER	VerDashboardPositivo	1744	START	1590851508238	1590851508238
USER	VerDashboardNegativo	1794	START	1590851508238	1590851508238
REQUEST	1794		Home	1590851508238	1590851508241	OK	 
REQUEST	1744		Home	1590851508238	1590851508242	OK	 
USER	VerDashboardPositivo	1745	START	1590851508253	1590851508253
USER	VerDashboardNegativo	1795	START	1590851508253	1590851508253
REQUEST	844		Login	1590851508253	1590851508254	OK	 
REQUEST	893		dashboard2	1590851508253	1590851508255	OK	 
REQUEST	893		dashboard2 Redirect 1	1590851508255	1590851508256	OK	 
USER	VerDashboardNegativo	893	END	1590851499233	1590851508257
REQUEST	1745		Home	1590851508253	1590851508257	OK	 
REQUEST	1795		Home	1590851508253	1590851508257	OK	 
USER	VerDashboardPositivo	1746	START	1590851508274	1590851508274
USER	VerDashboardNegativo	1796	START	1590851508274	1590851508274
REQUEST	894		dashboard2	1590851508274	1590851508275	OK	 
REQUEST	845		Login	1590851508274	1590851508275	OK	 
REQUEST	894		dashboard2 Redirect 1	1590851508275	1590851508276	OK	 
USER	VerDashboardNegativo	894	END	1590851499255	1590851508276
REQUEST	1796		Home	1590851508274	1590851508277	OK	 
REQUEST	1746		Home	1590851508274	1590851508277	OK	 
USER	VerDashboardPositivo	1747	START	1590851508295	1590851508295
USER	VerDashboardNegativo	1797	START	1590851508295	1590851508295
REQUEST	846		Login	1590851508295	1590851508296	OK	 
REQUEST	895		dashboard2	1590851508295	1590851508296	OK	 
REQUEST	895		dashboard2 Redirect 1	1590851508297	1590851508297	OK	 
USER	VerDashboardNegativo	895	END	1590851499277	1590851508298
REQUEST	1797		Home	1590851508295	1590851508299	OK	 
REQUEST	1747		Home	1590851508295	1590851508299	OK	 
USER	VerDashboardNegativo	1798	START	1590851508316	1590851508316
USER	VerDashboardPositivo	1748	START	1590851508316	1590851508316
REQUEST	896		dashboard2	1590851508316	1590851508317	OK	 
REQUEST	847		Login	1590851508316	1590851508318	OK	 
REQUEST	896		dashboard2 Redirect 1	1590851508318	1590851508318	OK	 
USER	VerDashboardNegativo	896	END	1590851499298	1590851508319
REQUEST	1748		Home	1590851508316	1590851508320	OK	 
REQUEST	1798		Home	1590851508316	1590851508320	OK	 
REQUEST	897		dashboard2	1590851508326	1590851508327	OK	 
REQUEST	848		Login	1590851508326	1590851508328	OK	 
REQUEST	897		dashboard2 Redirect 1	1590851508328	1590851508328	OK	 
USER	VerDashboardNegativo	897	END	1590851499319	1590851508329
USER	VerDashboardNegativo	1799	START	1590851508336	1590851508336
USER	VerDashboardPositivo	1749	START	1590851508336	1590851508336
REQUEST	1749		Home	1590851508337	1590851508340	OK	 
REQUEST	1799		Home	1590851508337	1590851508340	OK	 
USER	VerDashboardPositivo	1750	START	1590851508358	1590851508358
USER	VerDashboardNegativo	1800	START	1590851508358	1590851508358
REQUEST	849		Login	1590851508358	1590851508359	OK	 
REQUEST	898		dashboard2	1590851508358	1590851508359	OK	 
REQUEST	898		dashboard2 Redirect 1	1590851508360	1590851508360	OK	 
USER	VerDashboardNegativo	898	END	1590851499333	1590851508361
REQUEST	1750		Home	1590851508358	1590851508362	OK	 
REQUEST	1800		Home	1590851508358	1590851508362	OK	 
USER	VerDashboardPositivo	1751	START	1590851508373	1590851508373
USER	VerDashboardNegativo	1801	START	1590851508373	1590851508373
REQUEST	850		Login	1590851508373	1590851508374	OK	 
REQUEST	899		dashboard2	1590851508373	1590851508374	OK	 
REQUEST	899		dashboard2 Redirect 1	1590851508375	1590851508375	OK	 
USER	VerDashboardNegativo	899	END	1590851499354	1590851508376
REQUEST	1801		Home	1590851508373	1590851508377	OK	 
REQUEST	1751		Home	1590851508373	1590851508377	OK	 
USER	VerDashboardPositivo	1752	START	1590851508394	1590851508394
USER	VerDashboardNegativo	1802	START	1590851508394	1590851508394
REQUEST	851		Login	1590851508394	1590851508395	OK	 
REQUEST	900		dashboard2	1590851508394	1590851508396	OK	 
REQUEST	900		dashboard2 Redirect 1	1590851508396	1590851508397	OK	 
USER	VerDashboardNegativo	900	END	1590851499375	1590851508398
REQUEST	1752		Home	1590851508394	1590851508398	OK	 
REQUEST	1802		Home	1590851508394	1590851508398	OK	 
USER	VerDashboardPositivo	1753	START	1590851508416	1590851508416
USER	VerDashboardNegativo	1803	START	1590851508416	1590851508416
REQUEST	852		Login	1590851508416	1590851508417	OK	 
REQUEST	901		dashboard2	1590851508416	1590851508418	OK	 
REQUEST	901		dashboard2 Redirect 1	1590851508418	1590851508419	OK	 
USER	VerDashboardNegativo	901	END	1590851499395	1590851508419
REQUEST	1753		Home	1590851508416	1590851508420	OK	 
REQUEST	1803		Home	1590851508416	1590851508420	OK	 
USER	VerDashboardPositivo	1754	START	1590851508437	1590851508437
USER	VerDashboardNegativo	1804	START	1590851508437	1590851508437
REQUEST	903		Login	1590851508437	1590851508438	OK	 
REQUEST	853		Login	1590851508437	1590851508439	OK	 
REQUEST	902		dashboard2	1590851508437	1590851508439	OK	 
REQUEST	954		dashboard2	1590851508437	1590851508439	OK	 
REQUEST	954		dashboard2 Redirect 1	1590851508439	1590851508440	OK	 
REQUEST	902		dashboard2 Redirect 1	1590851508439	1590851508440	OK	 
USER	VerDashboardNegativo	902	END	1590851499416	1590851508441
USER	VerDashboardNegativo	954	END	1590851499416	1590851508441
REQUEST	1804		Home	1590851508438	1590851508442	OK	 
REQUEST	1754		Home	1590851508438	1590851508442	OK	 
USER	VerDashboardNegativo	1855	START	1590851508453	1590851508453
USER	VerDashboardPositivo	1805	START	1590851508453	1590851508453
REQUEST	1805		Home	1590851508453	1590851508456	OK	 
REQUEST	1855		Home	1590851508453	1590851508456	OK	 
REQUEST	955		dashboard2	1590851508463	1590851508464	OK	 
REQUEST	955		dashboard2 Redirect 1	1590851508464	1590851508465	OK	 
USER	VerDashboardNegativo	955	END	1590851499459	1590851508465
USER	VerDashboardPositivo	1806	START	1590851508473	1590851508473
USER	VerDashboardNegativo	1856	START	1590851508473	1590851508473
REQUEST	904		Login	1590851508473	1590851508474	OK	 
REQUEST	1806		Home	1590851508473	1590851508476	OK	 
REQUEST	1856		Home	1590851508473	1590851508476	OK	 
USER	VerDashboardNegativo	1857	START	1590851508494	1590851508494
USER	VerDashboardPositivo	1807	START	1590851508494	1590851508494
REQUEST	956		dashboard2	1590851508494	1590851508495	OK	 
REQUEST	905		Login	1590851508494	1590851508496	OK	 
REQUEST	956		dashboard2 Redirect 1	1590851508496	1590851508496	OK	 
USER	VerDashboardNegativo	956	END	1590851499473	1590851508497
REQUEST	1857		Home	1590851508494	1590851508498	OK	 
REQUEST	1807		Home	1590851508494	1590851508498	OK	 
USER	VerDashboardNegativo	1858	START	1590851508515	1590851508515
USER	VerDashboardPositivo	1808	START	1590851508515	1590851508515
REQUEST	906		Login	1590851508515	1590851508517	OK	 
REQUEST	957		dashboard2	1590851508515	1590851508517	OK	 
REQUEST	957		dashboard2 Redirect 1	1590851508517	1590851508518	OK	 
USER	VerDashboardNegativo	957	END	1590851499495	1590851508519
REQUEST	1858		Home	1590851508516	1590851508519	OK	 
REQUEST	1808		Home	1590851508516	1590851508519	OK	 
USER	VerDashboardPositivo	1809	START	1590851508537	1590851508537
USER	VerDashboardNegativo	1859	START	1590851508537	1590851508537
REQUEST	907		Login	1590851508537	1590851508538	OK	 
REQUEST	958		dashboard2	1590851508537	1590851508538	OK	 
REQUEST	958		dashboard2 Redirect 1	1590851508538	1590851508539	OK	 
USER	VerDashboardNegativo	958	END	1590851499517	1590851508540
REQUEST	1859		Home	1590851508537	1590851508541	OK	 
REQUEST	1809		Home	1590851508537	1590851508541	OK	 
USER	VerDashboardPositivo	1810	START	1590851508557	1590851508557
USER	VerDashboardNegativo	1860	START	1590851508557	1590851508557
REQUEST	908		Login	1590851508557	1590851508558	OK	 
REQUEST	959		dashboard2	1590851508557	1590851508559	OK	 
REQUEST	959		dashboard2 Redirect 1	1590851508559	1590851508560	OK	 
USER	VerDashboardNegativo	959	END	1590851499538	1590851508560
REQUEST	1810		Home	1590851508557	1590851508561	OK	 
REQUEST	1860		Home	1590851508557	1590851508561	OK	 
REQUEST	960		dashboard2	1590851508567	1590851508569	OK	 
REQUEST	909		Login	1590851508567	1590851508569	OK	 
REQUEST	960		dashboard2 Redirect 1	1590851508569	1590851508569	OK	 
USER	VerDashboardNegativo	960	END	1590851499558	1590851508570
USER	VerDashboardNegativo	1861	START	1590851508578	1590851508578
USER	VerDashboardPositivo	1811	START	1590851508578	1590851508578
REQUEST	1861		Home	1590851508579	1590851508582	OK	 
REQUEST	1811		Home	1590851508579	1590851508583	OK	 
USER	VerDashboardPositivo	1812	START	1590851508593	1590851508593
USER	VerDashboardNegativo	1862	START	1590851508593	1590851508593
REQUEST	910		Login	1590851508593	1590851508594	OK	 
REQUEST	961		dashboard2	1590851508593	1590851508596	OK	 
REQUEST	961		dashboard2 Redirect 1	1590851508596	1590851508597	OK	 
USER	VerDashboardNegativo	961	END	1590851499573	1590851508597
REQUEST	1812		Home	1590851508593	1590851508597	OK	 
REQUEST	1862		Home	1590851508593	1590851508598	OK	 
USER	VerDashboardNegativo	1863	START	1590851508614	1590851508614
USER	VerDashboardPositivo	1813	START	1590851508614	1590851508614
REQUEST	962		dashboard2	1590851508614	1590851508616	OK	 
REQUEST	911		Login	1590851508614	1590851508616	OK	 
REQUEST	962		dashboard2 Redirect 1	1590851508616	1590851508617	OK	 
USER	VerDashboardNegativo	962	END	1590851499595	1590851508617
REQUEST	1863		Home	1590851508615	1590851508619	OK	 
REQUEST	1813		Home	1590851508615	1590851508619	OK	 
USER	VerDashboardPositivo	1814	START	1590851508636	1590851508636
USER	VerDashboardNegativo	1864	START	1590851508636	1590851508636
REQUEST	912		Login	1590851508636	1590851508638	OK	 
REQUEST	963		dashboard2	1590851508636	1590851508638	OK	 
REQUEST	963		dashboard2 Redirect 1	1590851508638	1590851508638	OK	 
USER	VerDashboardNegativo	963	END	1590851499615	1590851508639
REQUEST	1864		Home	1590851508636	1590851508641	OK	 
REQUEST	1814		Home	1590851508636	1590851508641	OK	 
USER	VerDashboardPositivo	1815	START	1590851508657	1590851508657
USER	VerDashboardNegativo	1865	START	1590851508657	1590851508657
REQUEST	913		Login	1590851508657	1590851508658	OK	 
REQUEST	964		dashboard2	1590851508657	1590851508659	OK	 
REQUEST	964		dashboard2 Redirect 1	1590851508659	1590851508660	OK	 
USER	VerDashboardNegativo	964	END	1590851499636	1590851508660
REQUEST	1865		Home	1590851508657	1590851508661	OK	 
REQUEST	1815		Home	1590851508657	1590851508661	OK	 
USER	VerDashboardNegativo	1866	START	1590851508677	1590851508677
USER	VerDashboardPositivo	1816	START	1590851508677	1590851508677
REQUEST	914		Login	1590851508677	1590851508678	OK	 
REQUEST	965		dashboard2	1590851508677	1590851508679	OK	 
REQUEST	965		dashboard2 Redirect 1	1590851508679	1590851508680	OK	 
USER	VerDashboardNegativo	965	END	1590851499656	1590851508680
REQUEST	1816		Home	1590851508678	1590851508682	OK	 
REQUEST	1866		Home	1590851508678	1590851508682	OK	 
REQUEST	915		Login	1590851508687	1590851508688	OK	 
REQUEST	966		dashboard2	1590851508687	1590851508689	OK	 
REQUEST	966		dashboard2 Redirect 1	1590851508689	1590851508690	OK	 
USER	VerDashboardNegativo	966	END	1590851499678	1590851508690
USER	VerDashboardPositivo	1817	START	1590851508698	1590851508698
USER	VerDashboardNegativo	1867	START	1590851508698	1590851508698
REQUEST	1867		Home	1590851508698	1590851508702	OK	 
REQUEST	1817		Home	1590851508698	1590851508702	OK	 
USER	VerDashboardNegativo	1868	START	1590851508713	1590851508713
USER	VerDashboardPositivo	1818	START	1590851508713	1590851508713
REQUEST	916		Login	1590851508713	1590851508714	OK	 
REQUEST	967		dashboard2	1590851508713	1590851508715	OK	 
REQUEST	967		dashboard2 Redirect 1	1590851508715	1590851508716	OK	 
USER	VerDashboardNegativo	967	END	1590851499693	1590851508717
REQUEST	1818		Home	1590851508713	1590851508717	OK	 
REQUEST	1868		Home	1590851508713	1590851508717	OK	 
USER	VerDashboardPositivo	1819	START	1590851508735	1590851508735
USER	VerDashboardNegativo	1869	START	1590851508735	1590851508735
REQUEST	968		dashboard2	1590851508735	1590851508736	OK	 
REQUEST	917		Login	1590851508735	1590851508736	OK	 
REQUEST	968		dashboard2 Redirect 1	1590851508736	1590851508737	OK	 
USER	VerDashboardNegativo	968	END	1590851499715	1590851508737
REQUEST	1819		Home	1590851508735	1590851508739	OK	 
REQUEST	1869		Home	1590851508735	1590851508739	OK	 
USER	VerDashboardPositivo	1820	START	1590851508757	1590851508757
USER	VerDashboardNegativo	1870	START	1590851508757	1590851508757
REQUEST	969		dashboard2	1590851508757	1590851508758	OK	 
REQUEST	918		Login	1590851508757	1590851508758	OK	 
REQUEST	969		dashboard2 Redirect 1	1590851508758	1590851508759	OK	 
USER	VerDashboardNegativo	969	END	1590851499737	1590851508759
REQUEST	1870		Home	1590851508757	1590851508760	OK	 
REQUEST	1820		Home	1590851508757	1590851508760	OK	 
REQUEST	970		dashboard2	1590851508768	1590851508769	OK	 
REQUEST	919		Login	1590851508768	1590851508769	OK	 
REQUEST	970		dashboard2 Redirect 1	1590851508769	1590851508770	OK	 
USER	VerDashboardNegativo	970	END	1590851499753	1590851508770
USER	VerDashboardNegativo	1871	START	1590851508779	1590851508779
USER	VerDashboardPositivo	1821	START	1590851508779	1590851508779
REQUEST	1821		Home	1590851508779	1590851508782	OK	 
REQUEST	1871		Home	1590851508779	1590851508782	OK	 
USER	VerDashboardNegativo	1872	START	1590851508793	1590851508793
USER	VerDashboardPositivo	1822	START	1590851508793	1590851508793
REQUEST	971		dashboard2	1590851508793	1590851508794	OK	 
REQUEST	920		Login	1590851508793	1590851508794	OK	 
REQUEST	971		dashboard2 Redirect 1	1590851508794	1590851508795	OK	 
USER	VerDashboardNegativo	971	END	1590851499773	1590851508796
REQUEST	1822		Home	1590851508793	1590851508798	OK	 
REQUEST	1872		Home	1590851508793	1590851508798	OK	 
USER	VerDashboardPositivo	1823	START	1590851508815	1590851508815
USER	VerDashboardNegativo	1873	START	1590851508815	1590851508815
REQUEST	921		Login	1590851508815	1590851508816	OK	 
REQUEST	972		dashboard2	1590851508815	1590851508816	OK	 
REQUEST	972		dashboard2 Redirect 1	1590851508816	1590851508817	OK	 
USER	VerDashboardNegativo	972	END	1590851499795	1590851508817
REQUEST	1873		Home	1590851508815	1590851508818	OK	 
REQUEST	1823		Home	1590851508815	1590851508818	OK	 
USER	VerDashboardNegativo	1874	START	1590851508836	1590851508836
USER	VerDashboardPositivo	1824	START	1590851508836	1590851508836
REQUEST	922		Login	1590851508836	1590851508837	OK	 
REQUEST	973		dashboard2	1590851508836	1590851508838	OK	 
REQUEST	973		dashboard2 Redirect 1	1590851508838	1590851508839	OK	 
USER	VerDashboardNegativo	973	END	1590851499817	1590851508840
REQUEST	1824		Home	1590851508837	1590851508841	OK	 
REQUEST	1874		Home	1590851508837	1590851508841	OK	 
REQUEST	974		dashboard2	1590851508847	1590851508848	OK	 
REQUEST	923		Login	1590851508847	1590851508848	OK	 
REQUEST	974		dashboard2 Redirect 1	1590851508848	1590851508849	OK	 
USER	VerDashboardNegativo	974	END	1590851499833	1590851508849
USER	VerDashboardPositivo	1825	START	1590851508858	1590851508858
USER	VerDashboardNegativo	1875	START	1590851508858	1590851508858
REQUEST	1825		Home	1590851508858	1590851508861	OK	 
REQUEST	1875		Home	1590851508858	1590851508861	OK	 
USER	VerDashboardNegativo	1876	START	1590851508873	1590851508873
USER	VerDashboardPositivo	1826	START	1590851508873	1590851508873
REQUEST	924		Login	1590851508873	1590851508874	OK	 
REQUEST	975		dashboard2	1590851508873	1590851508875	OK	 
REQUEST	975		dashboard2 Redirect 1	1590851508875	1590851508875	OK	 
USER	VerDashboardNegativo	975	END	1590851499853	1590851508876
REQUEST	1876		Home	1590851508873	1590851508877	OK	 
REQUEST	1826		Home	1590851508873	1590851508877	OK	 
USER	VerDashboardPositivo	1827	START	1590851508893	1590851508893
USER	VerDashboardNegativo	1877	START	1590851508893	1590851508893
REQUEST	976		dashboard2	1590851508893	1590851508895	OK	 
REQUEST	925		Login	1590851508893	1590851508895	OK	 
REQUEST	976		dashboard2 Redirect 1	1590851508895	1590851508895	OK	 
USER	VerDashboardNegativo	976	END	1590851499874	1590851508896
REQUEST	1827		Home	1590851508893	1590851508897	OK	 
REQUEST	1877		Home	1590851508893	1590851508897	OK	 
USER	VerDashboardPositivo	1828	START	1590851508914	1590851508914
USER	VerDashboardNegativo	1878	START	1590851508914	1590851508914
REQUEST	977		dashboard2	1590851508914	1590851508916	OK	 
REQUEST	926		Login	1590851508914	1590851508916	OK	 
REQUEST	977		dashboard2 Redirect 1	1590851508916	1590851508917	OK	 
USER	VerDashboardNegativo	977	END	1590851499896	1590851508917
REQUEST	1828		Home	1590851508915	1590851508918	OK	 
