ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearLocalTest	crearlocaltest	1590235716678	 	3.3.1
REQUEST	211		Welcome	1590235722347	1590235722350	OK	 
USER	CrearLocalTestNegativo	237	START	1590235722378	1590235722378
USER	CrearLocalTestPositivo	212	START	1590235722378	1590235722378
REQUEST	212		Welcome	1590235722379	1590235722382	OK	 
REQUEST	237		Welcome	1590235722379	1590235722382	OK	 
USER	CrearLocalTestNegativo	238	START	1590235722425	1590235722425
USER	CrearLocalTestPositivo	213	START	1590235722425	1590235722425
REQUEST	213		Welcome	1590235722426	1590235722429	OK	 
REQUEST	238		Welcome	1590235722426	1590235722429	OK	 
USER	CrearLocalTestNegativo	239	START	1590235722458	1590235722458
USER	CrearLocalTestPositivo	214	START	1590235722458	1590235722458
REQUEST	239		Welcome	1590235722459	1590235722461	OK	 
REQUEST	214		Welcome	1590235722459	1590235722461	OK	 
USER	CrearLocalTestNegativo	240	START	1590235722500	1590235722500
USER	CrearLocalTestPositivo	215	START	1590235722500	1590235722500
REQUEST	240		Welcome	1590235722500	1590235722503	OK	 
REQUEST	215		Welcome	1590235722500	1590235722503	OK	 
USER	CrearLocalTestNegativo	241	START	1590235722537	1590235722537
USER	CrearLocalTestPositivo	216	START	1590235722537	1590235722537
REQUEST	241		Welcome	1590235722537	1590235722540	OK	 
REQUEST	216		Welcome	1590235722537	1590235722540	OK	 
USER	CrearLocalTestNegativo	242	START	1590235722586	1590235722586
USER	CrearLocalTestPositivo	217	START	1590235722586	1590235722586
REQUEST	242		Welcome	1590235722587	1590235722589	OK	 
REQUEST	217		Welcome	1590235722587	1590235722589	OK	 
USER	CrearLocalTestNegativo	243	START	1590235722618	1590235722618
USER	CrearLocalTestPositivo	218	START	1590235722618	1590235722618
REQUEST	243		Welcome	1590235722618	1590235722621	OK	 
REQUEST	218		Welcome	1590235722618	1590235722621	OK	 
USER	CrearLocalTestNegativo	244	START	1590235722665	1590235722665
USER	CrearLocalTestPositivo	219	START	1590235722665	1590235722665
REQUEST	219		Welcome	1590235722665	1590235722668	OK	 
REQUEST	244		Welcome	1590235722665	1590235722668	OK	 
USER	CrearLocalTestNegativo	245	START	1590235722711	1590235722711
USER	CrearLocalTestPositivo	220	START	1590235722711	1590235722711
REQUEST	245		Welcome	1590235722712	1590235722715	OK	 
REQUEST	220		Welcome	1590235722712	1590235722715	OK	 
USER	CrearLocalTestNegativo	246	START	1590235722743	1590235722743
USER	CrearLocalTestPositivo	221	START	1590235722743	1590235722743
REQUEST	221		Welcome	1590235722743	1590235722746	OK	 
REQUEST	246		Welcome	1590235722743	1590235722746	OK	 
USER	CrearLocalTestNegativo	247	START	1590235722777	1590235722777
USER	CrearLocalTestPositivo	222	START	1590235722777	1590235722777
REQUEST	222		Welcome	1590235722778	1590235722784	OK	 
REQUEST	247		Welcome	1590235722778	1590235722784	OK	 
USER	CrearLocalTestPositivo	223	START	1590235722821	1590235722821
USER	CrearLocalTestNegativo	248	START	1590235722821	1590235722821
REQUEST	248		Welcome	1590235722821	1590235722824	OK	 
REQUEST	223		Welcome	1590235722821	1590235722824	OK	 
USER	CrearLocalTestNegativo	249	START	1590235722857	1590235722857
USER	CrearLocalTestPositivo	224	START	1590235722857	1590235722857
REQUEST	224		Welcome	1590235722857	1590235722860	OK	 
REQUEST	249		Welcome	1590235722857	1590235722860	OK	 
USER	CrearLocalTestPositivo	225	START	1590235722899	1590235722899
REQUEST	225		Welcome	1590235722899	1590235722903	OK	 
USER	CrearLocalTestNegativo	250	START	1590235722899	1590235722899
REQUEST	250		Welcome	1590235722924	1590235722927	OK	 
USER	CrearLocalTestNegativo	251	START	1590235722945	1590235722945
USER	CrearLocalTestPositivo	226	START	1590235722945	1590235722945
REQUEST	251		Welcome	1590235722946	1590235722948	OK	 
REQUEST	226		Welcome	1590235722946	1590235722948	OK	 
USER	CrearLocalTestPositivo	227	START	1590235722977	1590235722977
USER	CrearLocalTestNegativo	252	START	1590235722977	1590235722977
REQUEST	252		Welcome	1590235722978	1590235722980	OK	 
REQUEST	227		Welcome	1590235722978	1590235722980	OK	 
USER	CrearLocalTestNegativo	278	START	1590235723026	1590235723026
REQUEST	278		Welcome	1590235723027	1590235723030	OK	 
USER	CrearLocalTestNegativo	279	START	1590235723058	1590235723058
REQUEST	279		Welcome	1590235723058	1590235723060	OK	 
USER	CrearLocalTestPositivo	254	START	1590235723077	1590235723077
REQUEST	254		Welcome	1590235723078	1590235723080	OK	 
USER	CrearLocalTestNegativo	280	START	1590235723097	1590235723097
REQUEST	280		Welcome	1590235723097	1590235723100	OK	 
USER	CrearLocalTestPositivo	253	START	1590235723027	1590235723027
REQUEST	253		Welcome	1590235723103	1590235723106	OK	 
USER	CrearLocalTestPositivo	255	START	1590235723109	1590235723109
REQUEST	255		Welcome	1590235723109	1590235723111	OK	 
USER	CrearLocalTestNegativo	281	START	1590235723140	1590235723140
REQUEST	281		Welcome	1590235723141	1590235723143	OK	 
USER	CrearLocalTestPositivo	256	START	1590235723156	1590235723156
REQUEST	256		Welcome	1590235723157	1590235723159	OK	 
USER	CrearLocalTestPositivo	257	START	1590235723187	1590235723187
USER	CrearLocalTestNegativo	282	START	1590235723187	1590235723187
REQUEST	282		Welcome	1590235723188	1590235723190	OK	 
REQUEST	257		Welcome	1590235723188	1590235723190	OK	 
USER	CrearLocalTestNegativo	283	START	1590235723220	1590235723220
REQUEST	283		Welcome	1590235723220	1590235723223	OK	 
USER	CrearLocalTestPositivo	258	START	1590235723236	1590235723236
REQUEST	258		Welcome	1590235723236	1590235723238	OK	 
USER	CrearLocalTestNegativo	284	START	1590235723266	1590235723266
USER	CrearLocalTestPositivo	259	START	1590235723267	1590235723267
REQUEST	259		Welcome	1590235723267	1590235723269	OK	 
REQUEST	284		Welcome	1590235723267	1590235723269	OK	 
USER	CrearLocalTestNegativo	285	START	1590235723298	1590235723298
REQUEST	285		Welcome	1590235723298	1590235723301	OK	 
USER	CrearLocalTestPositivo	260	START	1590235723313	1590235723313
REQUEST	260		Welcome	1590235723314	1590235723316	OK	 
USER	CrearLocalTestNegativo	286	START	1590235723345	1590235723345
USER	CrearLocalTestPositivo	261	START	1590235723347	1590235723347
REQUEST	286		Welcome	1590235723346	1590235723348	OK	 
REQUEST	261		Welcome	1590235723347	1590235723350	OK	 
USER	CrearLocalTestNegativo	287	START	1590235723392	1590235723392
USER	CrearLocalTestPositivo	262	START	1590235723392	1590235723392
REQUEST	262		Welcome	1590235723393	1590235723399	OK	 
REQUEST	287		Welcome	1590235723393	1590235723399	OK	 
USER	CrearLocalTestNegativo	288	START	1590235723423	1590235723423
REQUEST	288		Welcome	1590235723424	1590235723426	OK	 
USER	CrearLocalTestPositivo	263	START	1590235723427	1590235723427
REQUEST	263		Welcome	1590235723427	1590235723429	OK	 
USER	CrearLocalTestNegativo	289	START	1590235723457	1590235723457
REQUEST	289		Welcome	1590235723457	1590235723460	OK	 
USER	CrearLocalTestPositivo	264	START	1590235723470	1590235723470
REQUEST	264		Welcome	1590235723471	1590235723473	OK	 
USER	CrearLocalTestNegativo	290	START	1590235723501	1590235723501
REQUEST	290		Welcome	1590235723502	1590235723505	OK	 
USER	CrearLocalTestPositivo	265	START	1590235723511	1590235723511
REQUEST	265		Welcome	1590235723512	1590235723515	OK	 
USER	CrearLocalTestNegativo	291	START	1590235723537	1590235723537
REQUEST	291		Welcome	1590235723537	1590235723539	OK	 
USER	CrearLocalTestPositivo	266	START	1590235723547	1590235723547
REQUEST	266		Welcome	1590235723547	1590235723549	OK	 
USER	CrearLocalTestNegativo	292	START	1590235723578	1590235723578
REQUEST	292		Welcome	1590235723578	1590235723580	OK	 
USER	CrearLocalTestPositivo	267	START	1590235723588	1590235723588
REQUEST	267		Welcome	1590235723589	1590235723591	OK	 
USER	CrearLocalTestNegativo	293	START	1590235723620	1590235723620
REQUEST	293		Welcome	1590235723620	1590235723624	OK	 
USER	CrearLocalTestPositivo	268	START	1590235723635	1590235723635
REQUEST	268		Welcome	1590235723636	1590235723639	OK	 
USER	CrearLocalTestNegativo	294	START	1590235723667	1590235723667
USER	CrearLocalTestPositivo	269	START	1590235723667	1590235723667
REQUEST	294		Welcome	1590235723667	1590235723669	OK	 
REQUEST	269		Welcome	1590235723667	1590235723669	OK	 
USER	CrearLocalTestNegativo	295	START	1590235723698	1590235723698
REQUEST	295		Welcome	1590235723698	1590235723701	OK	 
USER	CrearLocalTestPositivo	270	START	1590235723714	1590235723714
REQUEST	270		Welcome	1590235723714	1590235723717	OK	 
USER	CrearLocalTestNegativo	296	START	1590235723745	1590235723745
USER	CrearLocalTestPositivo	271	START	1590235723747	1590235723747
REQUEST	296		Welcome	1590235723745	1590235723748	OK	 
REQUEST	271		Welcome	1590235723747	1590235723750	OK	 
USER	CrearLocalTestNegativo	297	START	1590235723777	1590235723777
REQUEST	297		Welcome	1590235723777	1590235723780	OK	 
USER	CrearLocalTestPositivo	272	START	1590235723791	1590235723791
REQUEST	272		Welcome	1590235723792	1590235723810	OK	 
USER	CrearLocalTestNegativo	298	START	1590235723825	1590235723825
USER	CrearLocalTestPositivo	273	START	1590235723827	1590235723827
REQUEST	298		Welcome	1590235723825	1590235723827	OK	 
REQUEST	273		Welcome	1590235723827	1590235723829	OK	 
USER	CrearLocalTestNegativo	299	START	1590235723857	1590235723857
REQUEST	299		Welcome	1590235723857	1590235723860	OK	 
USER	CrearLocalTestPositivo	274	START	1590235723871	1590235723871
REQUEST	274		Welcome	1590235723872	1590235723874	OK	 
USER	CrearLocalTestNegativo	300	START	1590235723903	1590235723903
REQUEST	300		Welcome	1590235723903	1590235723906	OK	 
USER	CrearLocalTestPositivo	275	START	1590235723907	1590235723907
REQUEST	275		Welcome	1590235723907	1590235723910	OK	 
USER	CrearLocalTestNegativo	301	START	1590235723937	1590235723937
REQUEST	301		Welcome	1590235723938	1590235723942	OK	 
USER	CrearLocalTestPositivo	276	START	1590235723950	1590235723950
REQUEST	276		Welcome	1590235723950	1590235723955	OK	 
USER	CrearLocalTestNegativo	302	START	1590235723981	1590235723981
REQUEST	302		Welcome	1590235723982	1590235723987	OK	 
USER	CrearLocalTestPositivo	277	START	1590235723997	1590235723997
REQUEST	277		Welcome	1590235723998	1590235724003	OK	 
USER	CrearLocalTestNegativo	328	START	1590235724028	1590235724028
USER	CrearLocalTestPositivo	303	START	1590235724028	1590235724028
REQUEST	303		Welcome	1590235724029	1590235724034	OK	 
REQUEST	328		Welcome	1590235724029	1590235724034	OK	 
USER	CrearLocalTestPositivo	304	START	1590235724075	1590235724075
USER	CrearLocalTestNegativo	329	START	1590235724075	1590235724075
REQUEST	329		Welcome	1590235724075	1590235724079	OK	 
REQUEST	304		Welcome	1590235724075	1590235724079	OK	 
USER	CrearLocalTestNegativo	330	START	1590235724110	1590235724110
USER	CrearLocalTestPositivo	305	START	1590235724110	1590235724110
REQUEST	305		Welcome	1590235724111	1590235724113	OK	 
REQUEST	330		Welcome	1590235724111	1590235724113	OK	 
USER	CrearLocalTestPositivo	306	START	1590235724157	1590235724157
USER	CrearLocalTestNegativo	331	START	1590235724157	1590235724157
REQUEST	306		Welcome	1590235724158	1590235724163	OK	 
REQUEST	331		Welcome	1590235724158	1590235724163	OK	 
USER	CrearLocalTestNegativo	332	START	1590235724188	1590235724188
USER	CrearLocalTestPositivo	307	START	1590235724188	1590235724188
REQUEST	332		Welcome	1590235724189	1590235724191	OK	 
REQUEST	307		Welcome	1590235724189	1590235724191	OK	 
USER	CrearLocalTestPositivo	308	START	1590235724235	1590235724235
USER	CrearLocalTestNegativo	333	START	1590235724235	1590235724235
REQUEST	308		Welcome	1590235724236	1590235724240	OK	 
REQUEST	333		Welcome	1590235724236	1590235724240	OK	 
USER	CrearLocalTestPositivo	309	START	1590235724267	1590235724267
USER	CrearLocalTestNegativo	334	START	1590235724267	1590235724267
REQUEST	309		Welcome	1590235724268	1590235724273	OK	 
REQUEST	334		Welcome	1590235724268	1590235724273	OK	 
USER	CrearLocalTestPositivo	310	START	1590235724313	1590235724313
USER	CrearLocalTestNegativo	335	START	1590235724313	1590235724313
REQUEST	335		Welcome	1590235724314	1590235724319	OK	 
REQUEST	310		Welcome	1590235724314	1590235724319	OK	 
USER	CrearLocalTestNegativo	336	START	1590235724347	1590235724347
USER	CrearLocalTestPositivo	311	START	1590235724347	1590235724347
REQUEST	336		Welcome	1590235724347	1590235724350	OK	 
REQUEST	311		Welcome	1590235724347	1590235724350	OK	 
USER	CrearLocalTestPositivo	312	START	1590235724391	1590235724391
USER	CrearLocalTestNegativo	337	START	1590235724391	1590235724391
REQUEST	312		Welcome	1590235724392	1590235724395	OK	 
REQUEST	337		Welcome	1590235724392	1590235724395	OK	 
USER	CrearLocalTestPositivo	313	START	1590235724427	1590235724427
USER	CrearLocalTestNegativo	338	START	1590235724427	1590235724427
REQUEST	338		Welcome	1590235724427	1590235724430	OK	 
REQUEST	313		Welcome	1590235724427	1590235724430	OK	 
USER	CrearLocalTestNegativo	339	START	1590235724469	1590235724469
USER	CrearLocalTestPositivo	314	START	1590235724469	1590235724469
REQUEST	314		Welcome	1590235724470	1590235724473	OK	 
REQUEST	339		Welcome	1590235724470	1590235724473	OK	 
USER	CrearLocalTestPositivo	315	START	1590235724511	1590235724511
USER	CrearLocalTestNegativo	340	START	1590235724511	1590235724511
REQUEST	315		Welcome	1590235724512	1590235724518	OK	 
REQUEST	340		Welcome	1590235724512	1590235724520	OK	 
USER	CrearLocalTestNegativo	341	START	1590235724547	1590235724547
USER	CrearLocalTestPositivo	316	START	1590235724547	1590235724547
REQUEST	316		Welcome	1590235724547	1590235724550	OK	 
REQUEST	341		Welcome	1590235724547	1590235724550	OK	 
USER	CrearLocalTestPositivo	317	START	1590235724588	1590235724588
USER	CrearLocalTestNegativo	342	START	1590235724588	1590235724588
REQUEST	317		Welcome	1590235724588	1590235724591	OK	 
REQUEST	342		Welcome	1590235724588	1590235724591	OK	 
USER	CrearLocalTestPositivo	318	START	1590235724630	1590235724630
USER	CrearLocalTestNegativo	343	START	1590235724630	1590235724630
REQUEST	343		Welcome	1590235724630	1590235724634	OK	 
REQUEST	318		Welcome	1590235724630	1590235724634	OK	 
USER	CrearLocalTestNegativo	344	START	1590235724672	1590235724672
USER	CrearLocalTestPositivo	319	START	1590235724672	1590235724672
REQUEST	344		Welcome	1590235724673	1590235724678	OK	 
REQUEST	319		Welcome	1590235724673	1590235724678	OK	 
USER	CrearLocalTestNegativo	345	START	1590235724718	1590235724718
USER	CrearLocalTestPositivo	320	START	1590235724718	1590235724718
REQUEST	320		Welcome	1590235724718	1590235724721	OK	 
REQUEST	345		Welcome	1590235724718	1590235724721	OK	 
USER	CrearLocalTestNegativo	346	START	1590235724749	1590235724749
USER	CrearLocalTestPositivo	321	START	1590235724749	1590235724749
REQUEST	321		Welcome	1590235724750	1590235724752	OK	 
REQUEST	346		Welcome	1590235724750	1590235724752	OK	 
USER	CrearLocalTestPositivo	322	START	1590235724796	1590235724796
USER	CrearLocalTestNegativo	347	START	1590235724796	1590235724796
REQUEST	347		Welcome	1590235724797	1590235724800	OK	 
REQUEST	322		Welcome	1590235724797	1590235724800	OK	 
USER	CrearLocalTestNegativo	348	START	1590235724827	1590235724827
USER	CrearLocalTestPositivo	323	START	1590235724827	1590235724827
REQUEST	348		Welcome	1590235724828	1590235724833	OK	 
REQUEST	323		Welcome	1590235724828	1590235724833	OK	 
USER	CrearLocalTestPositivo	324	START	1590235724890	1590235724890
USER	CrearLocalTestNegativo	349	START	1590235724890	1590235724890
REQUEST	324		Welcome	1590235724890	1590235724893	OK	 
REQUEST	349		Welcome	1590235724890	1590235724893	OK	 
USER	CrearLocalTestNegativo	350	START	1590235724907	1590235724907
USER	CrearLocalTestPositivo	325	START	1590235724907	1590235724907
REQUEST	350		Welcome	1590235724907	1590235724910	OK	 
REQUEST	325		Welcome	1590235724907	1590235724910	OK	 
USER	CrearLocalTestPositivo	326	START	1590235724952	1590235724952
USER	CrearLocalTestNegativo	351	START	1590235724952	1590235724952
REQUEST	351		Welcome	1590235724953	1590235724956	OK	 
REQUEST	326		Welcome	1590235724953	1590235724957	OK	 
USER	CrearLocalTestNegativo	352	START	1590235724987	1590235724987
USER	CrearLocalTestPositivo	327	START	1590235724987	1590235724987
REQUEST	352		Welcome	1590235724987	1590235724990	OK	 
REQUEST	327		Welcome	1590235724987	1590235724990	OK	 
USER	CrearLocalTestPositivo	353	START	1590235725018	1590235725018
USER	CrearLocalTestNegativo	378	START	1590235725018	1590235725018
REQUEST	353		Welcome	1590235725018	1590235725022	OK	 
REQUEST	378		Welcome	1590235725018	1590235725022	OK	 
USER	CrearLocalTestNegativo	379	START	1590235725065	1590235725065
USER	CrearLocalTestPositivo	354	START	1590235725065	1590235725065
REQUEST	354		Welcome	1590235725066	1590235725071	OK	 
REQUEST	379		Welcome	1590235725066	1590235725071	OK	 
USER	CrearLocalTestNegativo	380	START	1590235725097	1590235725097
USER	CrearLocalTestPositivo	355	START	1590235725097	1590235725097
REQUEST	355		Welcome	1590235725098	1590235725104	OK	 
REQUEST	380		Welcome	1590235725098	1590235725104	OK	 
USER	CrearLocalTestPositivo	356	START	1590235725137	1590235725137
USER	CrearLocalTestNegativo	381	START	1590235725137	1590235725137
REQUEST	356		Welcome	1590235725137	1590235725140	OK	 
REQUEST	381		Welcome	1590235725137	1590235725140	OK	 
USER	CrearLocalTestPositivo	357	START	1590235725183	1590235725183
USER	CrearLocalTestNegativo	382	START	1590235725183	1590235725183
REQUEST	382		Welcome	1590235725183	1590235725187	OK	 
REQUEST	357		Welcome	1590235725183	1590235725187	OK	 
USER	CrearLocalTestPositivo	358	START	1590235725217	1590235725217
USER	CrearLocalTestNegativo	383	START	1590235725217	1590235725217
REQUEST	383		Welcome	1590235725217	1590235725220	OK	 
REQUEST	358		Welcome	1590235725217	1590235725220	OK	 
USER	CrearLocalTestPositivo	359	START	1590235725261	1590235725261
USER	CrearLocalTestNegativo	384	START	1590235725261	1590235725261
REQUEST	359		Welcome	1590235725262	1590235725265	OK	 
REQUEST	384		Welcome	1590235725262	1590235725265	OK	 
USER	CrearLocalTestNegativo	385	START	1590235725308	1590235725308
USER	CrearLocalTestPositivo	360	START	1590235725308	1590235725308
REQUEST	360		Welcome	1590235725308	1590235725311	OK	 
REQUEST	385		Welcome	1590235725308	1590235725311	OK	 
USER	CrearLocalTestPositivo	361	START	1590235725339	1590235725339
USER	CrearLocalTestNegativo	386	START	1590235725339	1590235725339
REQUEST	386		Welcome	1590235725339	1590235725342	OK	 
REQUEST	361		Welcome	1590235725339	1590235725342	OK	 
USER	CrearLocalTestNegativo	387	START	1590235725386	1590235725386
USER	CrearLocalTestPositivo	362	START	1590235725386	1590235725386
REQUEST	387		Welcome	1590235725386	1590235725389	OK	 
REQUEST	362		Welcome	1590235725386	1590235725389	OK	 
USER	CrearLocalTestPositivo	363	START	1590235725433	1590235725433
USER	CrearLocalTestNegativo	388	START	1590235725433	1590235725433
REQUEST	363		Welcome	1590235725433	1590235725437	OK	 
REQUEST	388		Welcome	1590235725433	1590235725437	OK	 
USER	CrearLocalTestNegativo	389	START	1590235725464	1590235725464
USER	CrearLocalTestPositivo	364	START	1590235725464	1590235725464
REQUEST	389		Welcome	1590235725465	1590235725467	OK	 
REQUEST	364		Welcome	1590235725465	1590235725467	OK	 
USER	CrearLocalTestPositivo	365	START	1590235725497	1590235725497
