ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.BuscarLocalTestDiagnosis	buscarlocaltestdiagnosis	1590161608069	 	3.3.1
USER	BuscarLocalNegativoTest	5723	START	1590161691249	1590161691249
REQUEST	5723		Welcome	1590161691249	1590161691253	OK	 
USER	BuscarLocalPositivoTest	4007	END	1590161667227	1590161691259
USER	BuscarLocalPositivoTest	5688	START	1590161691259	1590161691259
REQUEST	4498		ThereAreResults	1590161691259	1590161691262	OK	 
REQUEST	4532		ThereAreNoResults	1590161691259	1590161691263	OK	 
REQUEST	5688		Welcome	1590161691260	1590161691265	OK	 
USER	BuscarLocalNegativoTest	3412	END	1590161658231	1590161691269
USER	BuscarLocalPositivoTest	5689	START	1590161691280	1590161691280
USER	BuscarLocalNegativoTest	5724	START	1590161691281	1590161691281
USER	BuscarLocalPositivoTest	4008	END	1590161667249	1590161691284
REQUEST	5233		BuscarLocalForm	1590161691280	1590161691285	OK	 
REQUEST	4499		ThereAreResults	1590161691280	1590161691285	OK	 
REQUEST	5198		BuscarLocalForm	1590161691280	1590161691286	OK	 
REQUEST	4533		ThereAreNoResults	1590161691280	1590161691287	OK	 
REQUEST	5689		Welcome	1590161691281	1590161691287	OK	 
REQUEST	5724		Welcome	1590161691282	1590161691290	OK	 
USER	BuscarLocalNegativoTest	3413	END	1590161658257	1590161691291
REQUEST	5199		BuscarLocalForm	1590161691292	1590161691293	OK	 
REQUEST	4534		ThereAreNoResults	1590161691291	1590161691295	OK	 
USER	BuscarLocalPositivoTest	4009	END	1590161667276	1590161691296
REQUEST	4500		ThereAreResults	1590161691296	1590161691298	OK	 
USER	BuscarLocalPositivoTest	5690	START	1590161691306	1590161691306
USER	BuscarLocalNegativoTest	5725	START	1590161691306	1590161691306
USER	BuscarLocalNegativoTest	3414	END	1590161658278	1590161691307
REQUEST	5234		BuscarLocalForm	1590161691306	1590161691309	OK	 
REQUEST	5725		Welcome	1590161691307	1590161691312	OK	 
REQUEST	5690		Welcome	1590161691306	1590161691312	OK	 
USER	BuscarLocalPositivoTest	4010	END	1590161667306	1590161691327
USER	BuscarLocalNegativoTest	5726	START	1590161691337	1590161691337
USER	BuscarLocalPositivoTest	5691	START	1590161691337	1590161691337
REQUEST	5200		BuscarLocalForm	1590161691337	1590161691340	OK	 
REQUEST	4501		ThereAreResults	1590161691337	1590161691341	OK	 
REQUEST	5235		BuscarLocalForm	1590161691337	1590161691341	OK	 
REQUEST	4535		ThereAreNoResults	1590161691337	1590161691342	OK	 
REQUEST	5691		Welcome	1590161691338	1590161691344	OK	 
REQUEST	5726		Welcome	1590161691338	1590161691344	OK	 
USER	BuscarLocalNegativoTest	3415	END	1590161658310	1590161691348
USER	BuscarLocalNegativoTest	3416	END	1590161658337	1590161691359
REQUEST	5201		BuscarLocalForm	1590161691359	1590161691361	OK	 
REQUEST	5236		BuscarLocalForm	1590161691359	1590161691362	OK	 
USER	BuscarLocalPositivoTest	4011	END	1590161667338	1590161691370
USER	BuscarLocalNegativoTest	5727	START	1590161691370	1590161691370
USER	BuscarLocalPositivoTest	5692	START	1590161691370	1590161691370
REQUEST	4536		ThereAreNoResults	1590161691370	1590161691373	OK	 
REQUEST	4502		ThereAreResults	1590161691370	1590161691373	OK	 
REQUEST	5692		Welcome	1590161691371	1590161691376	OK	 
REQUEST	5727		Welcome	1590161691370	1590161691376	OK	 
REQUEST	5237		BuscarLocalForm	1590161691386	1590161691388	OK	 
REQUEST	5202		BuscarLocalForm	1590161691386	1590161691388	OK	 
USER	BuscarLocalPositivoTest	5693	START	1590161691396	1590161691396
USER	BuscarLocalNegativoTest	5728	START	1590161691396	1590161691396
USER	BuscarLocalPositivoTest	4012	END	1590161667370	1590161691396
REQUEST	4537		ThereAreNoResults	1590161691396	1590161691400	OK	 
REQUEST	4503		ThereAreResults	1590161691396	1590161691402	OK	 
REQUEST	5728		Welcome	1590161691396	1590161691402	OK	 
REQUEST	5693		Welcome	1590161691396	1590161691404	OK	 
USER	BuscarLocalNegativoTest	3417	END	1590161658369	1590161691411
REQUEST	5238		BuscarLocalForm	1590161691416	1590161691417	OK	 
REQUEST	5203		BuscarLocalForm	1590161691416	1590161691419	OK	 
USER	BuscarLocalPositivoTest	5694	START	1590161691427	1590161691427
USER	BuscarLocalPositivoTest	4013	END	1590161667396	1590161691427
USER	BuscarLocalNegativoTest	3418	END	1590161658397	1590161691429
REQUEST	4538		ThereAreNoResults	1590161691427	1590161691430	OK	 
REQUEST	4504		ThereAreResults	1590161691427	1590161691430	OK	 
USER	BuscarLocalNegativoTest	5729	START	1590161691431	1590161691431
REQUEST	5694		Welcome	1590161691427	1590161691433	OK	 
REQUEST	5729		Welcome	1590161691432	1590161691436	OK	 
USER	BuscarLocalNegativoTest	5730	START	1590161691446	1590161691446
REQUEST	5239		BuscarLocalForm	1590161691446	1590161691448	OK	 
REQUEST	5204		BuscarLocalForm	1590161691446	1590161691449	OK	 
REQUEST	5730		Welcome	1590161691446	1590161691450	OK	 
USER	BuscarLocalNegativoTest	3419	END	1590161658426	1590161691457
USER	BuscarLocalPositivoTest	4014	END	1590161667429	1590161691457
USER	BuscarLocalPositivoTest	5695	START	1590161691457	1590161691457
REQUEST	4539		ThereAreNoResults	1590161691457	1590161691460	OK	 
REQUEST	4505		ThereAreResults	1590161691457	1590161691462	OK	 
REQUEST	5695		Welcome	1590161691457	1590161691464	OK	 
REQUEST	4540		ThereAreNoResults	1590161691468	1590161691470	OK	 
USER	BuscarLocalPositivoTest	4015	END	1590161667449	1590161691480
USER	BuscarLocalPositivoTest	5696	START	1590161691479	1590161691479
USER	BuscarLocalNegativoTest	5731	START	1590161691479	1590161691479
REQUEST	5205		BuscarLocalForm	1590161691479	1590161691483	OK	 
REQUEST	5240		BuscarLocalForm	1590161691479	1590161691483	OK	 
REQUEST	4506		ThereAreResults	1590161691479	1590161691485	OK	 
REQUEST	5731		Welcome	1590161691480	1590161691488	OK	 
REQUEST	5696		Welcome	1590161691481	1590161691491	OK	 
USER	BuscarLocalNegativoTest	3420	END	1590161658456	1590161691491
REQUEST	4541		ThereAreNoResults	1590161691496	1590161691500	OK	 
REQUEST	4507		ThereAreResults	1590161691496	1590161691500	OK	 
REQUEST	5241		BuscarLocalForm	1590161691496	1590161691503	OK	 
REQUEST	5206		BuscarLocalForm	1590161691502	1590161691505	OK	 
USER	BuscarLocalPositivoTest	5697	START	1590161691506	1590161691506
USER	BuscarLocalNegativoTest	3421	END	1590161658478	1590161691509
USER	BuscarLocalNegativoTest	5732	START	1590161691510	1590161691510
REQUEST	5697		Welcome	1590161691507	1590161691515	OK	 
REQUEST	5732		Welcome	1590161691510	1590161691517	OK	 
USER	BuscarLocalPositivoTest	4016	END	1590161667481	1590161691518
USER	BuscarLocalNegativoTest	3422	END	1590161658509	1590161691541
REQUEST	5207		BuscarLocalForm	1590161691532	1590161691542	OK	 
REQUEST	5242		BuscarLocalForm	1590161691545	1590161691547	OK	 
REQUEST	4542		ThereAreNoResults	1590161691549	1590161691553	OK	 
USER	BuscarLocalPositivoTest	5698	START	1590161691556	1590161691556
REQUEST	4508		ThereAreResults	1590161691555	1590161691560	OK	 
USER	BuscarLocalNegativoTest	5733	START	1590161691561	1590161691561
REQUEST	5208		BuscarLocalForm	1590161691561	1590161691565	OK	 
USER	BuscarLocalPositivoTest	4017	END	1590161667510	1590161691566
REQUEST	5243		BuscarLocalForm	1590161691566	1590161691568	OK	 
USER	BuscarLocalPositivoTest	5699	START	1590161691569	1590161691569
USER	BuscarLocalNegativoTest	5734	START	1590161691570	1590161691570
REQUEST	5698		Welcome	1590161691556	1590161691574	OK	 
REQUEST	5699		Welcome	1590161691569	1590161691575	OK	 
REQUEST	4509		ThereAreResults	1590161691566	1590161691576	OK	 
REQUEST	5733		Welcome	1590161691561	1590161691577	OK	 
USER	BuscarLocalPositivoTest	4018	END	1590161667539	1590161691579
USER	BuscarLocalNegativoTest	3423	END	1590161658544	1590161691579
REQUEST	5734		Welcome	1590161691571	1590161691586	OK	 
REQUEST	4543		ThereAreNoResults	1590161691578	1590161691588	OK	 
REQUEST	5244		BuscarLocalForm	1590161691590	1590161691592	OK	 
REQUEST	5209		BuscarLocalForm	1590161691593	1590161691595	OK	 
USER	BuscarLocalNegativoTest	3424	END	1590161658568	1590161691596
REQUEST	4510		ThereAreResults	1590161691598	1590161691600	OK	 
REQUEST	4544		ThereAreNoResults	1590161691602	1590161691604	OK	 
USER	BuscarLocalPositivoTest	4019	END	1590161667571	1590161691607
USER	BuscarLocalPositivoTest	5700	START	1590161691607	1590161691607
USER	BuscarLocalNegativoTest	5735	START	1590161691611	1590161691611
REQUEST	5700		Welcome	1590161691607	1590161691615	OK	 
REQUEST	5735		Welcome	1590161691612	1590161691616	OK	 
REQUEST	5210		BuscarLocalForm	1590161691618	1590161691620	OK	 
REQUEST	5245		BuscarLocalForm	1590161691620	1590161691623	OK	 
USER	BuscarLocalNegativoTest	3425	END	1590161658601	1590161691628
REQUEST	4511		ThereAreResults	1590161691628	1590161691631	OK	 
USER	BuscarLocalPositivoTest	4020	END	1590161667598	1590161691636
REQUEST	4545		ThereAreNoResults	1590161691634	1590161691637	OK	 
USER	BuscarLocalPositivoTest	5701	START	1590161691637	1590161691637
USER	BuscarLocalNegativoTest	5736	START	1590161691640	1590161691640
REQUEST	5701		Welcome	1590161691637	1590161691644	OK	 
REQUEST	5736		Welcome	1590161691640	1590161691645	OK	 
USER	BuscarLocalNegativoTest	3426	END	1590161658628	1590161691648
USER	BuscarLocalNegativoTest	5737	START	1590161691649	1590161691649
REQUEST	5211		BuscarLocalForm	1590161691649	1590161691653	OK	 
REQUEST	5246		BuscarLocalForm	1590161691649	1590161691653	OK	 
USER	BuscarLocalPositivoTest	5702	START	1590161691660	1590161691660
REQUEST	5737		Welcome	1590161691650	1590161691664	OK	 
REQUEST	5702		Welcome	1590161691660	1590161691666	OK	 
REQUEST	4546		ThereAreNoResults	1590161691658	1590161691667	OK	 
REQUEST	4512		ThereAreResults	1590161691656	1590161691669	OK	 
USER	BuscarLocalPositivoTest	4021	END	1590161667630	1590161691673
REQUEST	4547		ThereAreNoResults	1590161691676	1590161691678	OK	 
USER	BuscarLocalPositivoTest	4022	END	1590161667649	1590161691681
USER	BuscarLocalPositivoTest	5703	START	1590161691681	1590161691681
USER	BuscarLocalNegativoTest	5738	START	1590161691682	1590161691682
REQUEST	5212		BuscarLocalForm	1590161691680	1590161691685	OK	 
REQUEST	5247		BuscarLocalForm	1590161691680	1590161691686	OK	 
REQUEST	5738		Welcome	1590161691682	1590161691693	OK	 
REQUEST	4513		ThereAreResults	1590161691688	1590161691693	OK	 
REQUEST	5703		Welcome	1590161691681	1590161691696	OK	 
USER	BuscarLocalNegativoTest	3427	END	1590161658660	1590161691702
REQUEST	5248		BuscarLocalForm	1590161691702	1590161691705	OK	 
USER	BuscarLocalNegativoTest	3428	END	1590161658677	1590161691708
REQUEST	5213		BuscarLocalForm	1590161691705	1590161691708	OK	 
USER	BuscarLocalPositivoTest	4023	END	1590161667679	1590161691709
USER	BuscarLocalPositivoTest	5704	START	1590161691709	1590161691709
USER	BuscarLocalNegativoTest	5739	START	1590161691710	1590161691710
REQUEST	4548		ThereAreNoResults	1590161691709	1590161691713	OK	 
REQUEST	4514		ThereAreResults	1590161691709	1590161691716	OK	 
REQUEST	5704		Welcome	1590161691709	1590161691717	OK	 
REQUEST	5739		Welcome	1590161691710	1590161691718	OK	 
USER	BuscarLocalPositivoTest	4024	END	1590161667706	1590161691730
REQUEST	4549		ThereAreNoResults	1590161691730	1590161691732	OK	 
USER	BuscarLocalNegativoTest	3429	END	1590161658708	1590161691742
REQUEST	4515		ThereAreResults	1590161691741	1590161691744	OK	 
REQUEST	5249		BuscarLocalForm	1590161691741	1590161691745	OK	 
USER	BuscarLocalPositivoTest	5705	START	1590161691747	1590161691747
REQUEST	5214		BuscarLocalForm	1590161691745	1590161691748	OK	 
USER	BuscarLocalNegativoTest	5740	START	1590161691749	1590161691749
REQUEST	5705		Welcome	1590161691747	1590161691753	OK	 
REQUEST	5740		Welcome	1590161691749	1590161691754	OK	 
REQUEST	5250		BuscarLocalForm	1590161691760	1590161691761	OK	 
REQUEST	5215		BuscarLocalForm	1590161691760	1590161691762	OK	 
USER	BuscarLocalNegativoTest	3430	END	1590161658740	1590161691771
USER	BuscarLocalPositivoTest	5706	START	1590161691771	1590161691771
USER	BuscarLocalNegativoTest	5741	START	1590161691771	1590161691771
USER	BuscarLocalPositivoTest	4025	END	1590161667738	1590161691771
REQUEST	4516		ThereAreResults	1590161691771	1590161691775	OK	 
REQUEST	4550		ThereAreNoResults	1590161691771	1590161691776	OK	 
REQUEST	5706		Welcome	1590161691771	1590161691779	OK	 
REQUEST	5741		Welcome	1590161691773	1590161691779	OK	 
REQUEST	4551		ThereAreNoResults	1590161691787	1590161691788	OK	 
USER	BuscarLocalPositivoTest	4026	END	1590161667770	1590161691799
REQUEST	4517		ThereAreResults	1590161691798	1590161691801	OK	 
REQUEST	5216		BuscarLocalForm	1590161691798	1590161691802	OK	 
REQUEST	5251		BuscarLocalForm	1590161691798	1590161691802	OK	 
USER	BuscarLocalPositivoTest	5743	START	1590161691804	1590161691804
USER	BuscarLocalNegativoTest	5779	START	1590161691804	1590161691804
USER	BuscarLocalPositivoTest	5707	START	1590161691806	1590161691806
USER	BuscarLocalNegativoTest	5742	START	1590161691810	1590161691810
USER	BuscarLocalNegativoTest	3431	END	1590161658768	1590161691810
REQUEST	5779		Welcome	1590161691804	1590161691813	OK	 
REQUEST	5742		Welcome	1590161691810	1590161691815	OK	 
REQUEST	5743		Welcome	1590161691804	1590161691815	OK	 
REQUEST	5707		Welcome	1590161691806	1590161691815	OK	 
USER	BuscarLocalNegativoTest	3432	END	1590161658800	1590161691821
REQUEST	5217		BuscarLocalForm	1590161691821	1590161691823	OK	 
USER	BuscarLocalPositivoTest	4027	END	1590161667796	1590161691832
REQUEST	5252		BuscarLocalForm	1590161691832	1590161691834	OK	 
REQUEST	4553		ThereAreResults	1590161691836	1590161691838	OK	 
REQUEST	4589		ThereAreNoResults	1590161691836	1590161691840	OK	 
REQUEST	4518		ThereAreResults	1590161691841	1590161691844	OK	 
REQUEST	4552		ThereAreNoResults	1590161691842	1590161691845	OK	 
REQUEST	5253		BuscarLocalForm	1590161691846	1590161691848	OK	 
USER	BuscarLocalPositivoTest	4063	END	1590161667826	1590161691850
REQUEST	5288		BuscarLocalForm	1590161691846	1590161691850	OK	 
USER	BuscarLocalPositivoTest	5744	START	1590161691850	1590161691850
USER	BuscarLocalNegativoTest	5780	START	1590161691851	1590161691851
REQUEST	5744		Welcome	1590161691851	1590161691856	OK	 
USER	BuscarLocalNegativoTest	3468	END	1590161658821	1590161691858
REQUEST	5780		Welcome	1590161691851	1590161691860	OK	 
REQUEST	5289		BuscarLocalForm	1590161691869	1590161691872	OK	 
REQUEST	5254		BuscarLocalForm	1590161691871	1590161691874	OK	 
USER	BuscarLocalPositivoTest	5745	START	1590161691876	1590161691876
REQUEST	4590		ThereAreNoResults	1590161691876	1590161691881	OK	 
REQUEST	4554		ThereAreResults	1590161691876	1590161691883	OK	 
USER	BuscarLocalNegativoTest	5781	START	1590161691884	1590161691884
REQUEST	5745		Welcome	1590161691876	1590161691886	OK	 
REQUEST	5781		Welcome	1590161691884	1590161691890	OK	 
USER	BuscarLocalNegativoTest	3469	END	1590161658858	1590161691891
USER	BuscarLocalPositivoTest	4064	END	1590161667859	1590161691894
REQUEST	5290		BuscarLocalForm	1590161691892	1590161691898	OK	 
REQUEST	5255		BuscarLocalForm	1590161691891	1590161691898	OK	 
REQUEST	4591		ThereAreNoResults	1590161691896	1590161691901	OK	 
REQUEST	4555		ThereAreResults	1590161691896	1590161691902	OK	 
USER	BuscarLocalPositivoTest	4065	END	1590161667880	1590161691906
USER	BuscarLocalNegativoTest	3470	END	1590161658880	1590161691907
USER	BuscarLocalPositivoTest	5746	START	1590161691906	1590161691906
USER	BuscarLocalNegativoTest	5782	START	1590161691906	1590161691906
REQUEST	5746		Welcome	1590161691907	1590161691911	OK	 
REQUEST	5782		Welcome	1590161691908	1590161691911	OK	 
REQUEST	5291		BuscarLocalForm	1590161691917	1590161691919	OK	 
REQUEST	5256		BuscarLocalForm	1590161691917	1590161691919	OK	 
USER	BuscarLocalPositivoTest	4066	END	1590161667910	1590161691928
USER	BuscarLocalNegativoTest	5783	START	1590161691928	1590161691928
USER	BuscarLocalPositivoTest	5747	START	1590161691928	1590161691928
REQUEST	5783		Welcome	1590161691929	1590161691933	OK	 
REQUEST	5747		Welcome	1590161691929	1590161691933	OK	 
USER	BuscarLocalNegativoTest	3471	END	1590161658908	1590161691939
REQUEST	4592		ThereAreNoResults	1590161691939	1590161691941	OK	 
REQUEST	4556		ThereAreResults	1590161691939	1590161691942	OK	 
REQUEST	5292		BuscarLocalForm	1590161691950	1590161691952	OK	 
USER	BuscarLocalNegativoTest	5784	START	1590161691961	1590161691961
USER	BuscarLocalPositivoTest	5748	START	1590161691961	1590161691961
USER	BuscarLocalPositivoTest	4067	END	1590161667937	1590161691966
REQUEST	5257		BuscarLocalForm	1590161691961	1590161691968	OK	 
USER	BuscarLocalNegativoTest	3472	END	1590161658936	1590161691969
REQUEST	4593		ThereAreNoResults	1590161691969	1590161691972	OK	 
REQUEST	5784		Welcome	1590161691961	1590161691972	OK	 
REQUEST	5748		Welcome	1590161691962	1590161691975	OK	 
REQUEST	4557		ThereAreResults	1590161691969	1590161691975	OK	 
REQUEST	5293		BuscarLocalForm	1590161691980	1590161691982	OK	 
REQUEST	5258		BuscarLocalForm	1590161691980	1590161691983	OK	 
REQUEST	4594		ThereAreNoResults	1590161691980	1590161691983	OK	 
USER	BuscarLocalPositivoTest	5749	START	1590161691991	1590161691991
USER	BuscarLocalNegativoTest	5785	START	1590161691991	1590161691991
USER	BuscarLocalNegativoTest	3473	END	1590161658968	1590161691996
REQUEST	5749		Welcome	1590161691991	1590161691996	OK	 
REQUEST	5785		Welcome	1590161691991	1590161691996	OK	 
REQUEST	4558		ThereAreResults	1590161691996	1590161691999	OK	 
USER	BuscarLocalPositivoTest	4068	END	1590161667966	1590161692007
REQUEST	5259		BuscarLocalForm	1590161692007	1590161692009	OK	 
REQUEST	5294		BuscarLocalForm	1590161692007	1590161692010	OK	 
USER	BuscarLocalNegativoTest	3474	END	1590161658990	1590161692017
USER	BuscarLocalNegativoTest	5786	START	1590161692017	1590161692017
USER	BuscarLocalPositivoTest	5750	START	1590161692017	1590161692017
REQUEST	4595		ThereAreNoResults	1590161692017	1590161692020	OK	 
REQUEST	4559		ThereAreResults	1590161692017	1590161692021	OK	 
REQUEST	5786		Welcome	1590161692018	1590161692023	OK	 
REQUEST	5750		Welcome	1590161692018	1590161692024	OK	 
USER	BuscarLocalPositivoTest	4069	END	1590161668001	1590161692050
REQUEST	5260		BuscarLocalForm	1590161692039	1590161692055	OK	 
REQUEST	5295		BuscarLocalForm	1590161692050	1590161692055	OK	 
USER	BuscarLocalNegativoTest	3475	END	1590161659016	1590161692057
USER	BuscarLocalNegativoTest	5787	START	1590161692057	1590161692057
USER	BuscarLocalPositivoTest	5751	START	1590161692057	1590161692057
USER	BuscarLocalPositivoTest	4070	END	1590161668028	1590161692061
REQUEST	4596		ThereAreNoResults	1590161692059	1590161692063	OK	 
REQUEST	5787		Welcome	1590161692057	1590161692063	OK	 
REQUEST	4560		ThereAreResults	1590161692059	1590161692064	OK	 
REQUEST	5751		Welcome	1590161692058	1590161692065	OK	 
USER	BuscarLocalNegativoTest	3476	END	1590161659048	1590161692073
REQUEST	5261		BuscarLocalForm	1590161692073	1590161692075	OK	 
REQUEST	5296		BuscarLocalForm	1590161692073	1590161692075	OK	 
USER	BuscarLocalPositivoTest	5752	START	1590161692076	1590161692076
REQUEST	4561		ThereAreResults	1590161692076	1590161692080	OK	 
REQUEST	4597		ThereAreNoResults	1590161692076	1590161692081	OK	 
USER	BuscarLocalNegativoTest	5788	START	1590161692082	1590161692082
REQUEST	5752		Welcome	1590161692077	1590161692084	OK	 
REQUEST	5262		BuscarLocalForm	1590161692086	1590161692088	OK	 
REQUEST	5297		BuscarLocalForm	1590161692088	1590161692090	OK	 
REQUEST	5788		Welcome	1590161692082	1590161692092	OK	 
USER	BuscarLocalPositivoTest	4071	END	1590161668060	1590161692097
USER	BuscarLocalNegativoTest	3477	END	1590161659076	1590161692108
USER	BuscarLocalPositivoTest	4072	END	1590161668081	1590161692108
REQUEST	4598		ThereAreNoResults	1590161692108	1590161692110	OK	 
REQUEST	4562		ThereAreResults	1590161692108	1590161692110	OK	 
USER	BuscarLocalNegativoTest	5789	START	1590161692111	1590161692111
USER	BuscarLocalPositivoTest	5753	START	1590161692109	1590161692109
REQUEST	5789		Welcome	1590161692111	1590161692116	OK	 
REQUEST	5753		Welcome	1590161692111	1590161692116	OK	 
REQUEST	5263		BuscarLocalForm	1590161692116	1590161692118	OK	 
REQUEST	5298		BuscarLocalForm	1590161692117	1590161692120	OK	 
USER	BuscarLocalPositivoTest	5754	START	1590161692127	1590161692127
USER	BuscarLocalNegativoTest	5790	START	1590161692127	1590161692127
REQUEST	5790		Welcome	1590161692127	1590161692131	OK	 
REQUEST	5754		Welcome	1590161692127	1590161692132	OK	 
USER	BuscarLocalNegativoTest	3478	END	1590161659109	1590161692138
REQUEST	4563		ThereAreResults	1590161692138	1590161692140	OK	 
USER	BuscarLocalPositivoTest	4073	END	1590161668108	1590161692141
REQUEST	4599		ThereAreNoResults	1590161692141	1590161692143	OK	 
REQUEST	5299		BuscarLocalForm	1590161692146	1590161692148	OK	 
REQUEST	5264		BuscarLocalForm	1590161692148	1590161692150	OK	 
USER	BuscarLocalNegativoTest	5791	START	1590161692160	1590161692160
USER	BuscarLocalPositivoTest	5755	START	1590161692160	1590161692160
REQUEST	5791		Welcome	1590161692160	1590161692166	OK	 
REQUEST	5755		Welcome	1590161692160	1590161692166	OK	 
USER	BuscarLocalNegativoTest	3479	END	1590161659137	1590161692171
USER	BuscarLocalPositivoTest	4074	END	1590161668140	1590161692171
REQUEST	5300		BuscarLocalForm	1590161692171	1590161692173	OK	 
REQUEST	4600		ThereAreNoResults	1590161692171	1590161692174	OK	 
REQUEST	4601		ThereAreNoResults	1590161692171	1590161692176	OK	 
REQUEST	4564		ThereAreResults	1590161692171	1590161692176	OK	 
REQUEST	5265		BuscarLocalForm	1590161692171	1590161692176	OK	 
USER	BuscarLocalNegativoTest	5792	START	1590161692188	1590161692188
USER	BuscarLocalPositivoTest	5756	START	1590161692188	1590161692188
REQUEST	5792		Welcome	1590161692188	1590161692192	OK	 
REQUEST	5756		Welcome	1590161692188	1590161692192	OK	 
USER	BuscarLocalNegativoTest	3480	END	1590161659169	1590161692199
REQUEST	4565		ThereAreResults	1590161692199	1590161692201	OK	 
USER	BuscarLocalPositivoTest	4075	END	1590161668166	1590161692210
REQUEST	5266		BuscarLocalForm	1590161692210	1590161692211	OK	 
REQUEST	5301		BuscarLocalForm	1590161692210	1590161692212	OK	 
USER	BuscarLocalNegativoTest	3481	END	1590161659190	1590161692221
USER	BuscarLocalPositivoTest	5757	START	1590161692221	1590161692221
USER	BuscarLocalNegativoTest	5793	START	1590161692221	1590161692221
REQUEST	4602		ThereAreNoResults	1590161692221	1590161692224	OK	 
REQUEST	4566		ThereAreResults	1590161692221	1590161692224	OK	 
REQUEST	5793		Welcome	1590161692221	1590161692226	OK	 
REQUEST	5757		Welcome	1590161692221	1590161692227	OK	 
USER	BuscarLocalPositivoTest	4076	END	1590161668198	1590161692231
REQUEST	5302		BuscarLocalForm	1590161692236	1590161692237	OK	 
REQUEST	5267		BuscarLocalForm	1590161692236	1590161692237	OK	 
USER	BuscarLocalPositivoTest	5758	START	1590161692247	1590161692247
USER	BuscarLocalNegativoTest	5794	START	1590161692247	1590161692247
REQUEST	4567		ThereAreResults	1590161692247	1590161692250	OK	 
REQUEST	4603		ThereAreNoResults	1590161692247	1590161692251	OK	 
REQUEST	5758		Welcome	1590161692247	1590161692253	OK	 
REQUEST	5794		Welcome	1590161692247	1590161692253	OK	 
USER	BuscarLocalNegativoTest	3482	END	1590161659233	1590161692268
REQUEST	5303		BuscarLocalForm	1590161692267	1590161692271	OK	 
REQUEST	5268		BuscarLocalForm	1590161692269	1590161692272	OK	 
USER	BuscarLocalPositivoTest	4077	END	1590161668229	1590161692273
USER	BuscarLocalPositivoTest	4078	END	1590161668256	1590161692276
USER	BuscarLocalNegativoTest	5795	START	1590161692276	1590161692276
USER	BuscarLocalPositivoTest	5759	START	1590161692276	1590161692276
REQUEST	4604		ThereAreNoResults	1590161692276	1590161692279	OK	 
REQUEST	4568		ThereAreResults	1590161692276	1590161692282	OK	 
REQUEST	5759		Welcome	1590161692276	1590161692282	OK	 
REQUEST	5795		Welcome	1590161692276	1590161692284	OK	 
USER	BuscarLocalNegativoTest	3483	END	1590161659257	1590161692287
REQUEST	5269		BuscarLocalForm	1590161692286	1590161692288	OK	 
REQUEST	5304		BuscarLocalForm	1590161692288	1590161692289	OK	 
USER	BuscarLocalPositivoTest	4079	END	1590161668276	1590161692299
USER	BuscarLocalNegativoTest	3484	END	1590161659282	1590161692310
USER	BuscarLocalPositivoTest	5760	START	1590161692309	1590161692309
USER	BuscarLocalNegativoTest	5796	START	1590161692309	1590161692309
REQUEST	4605		ThereAreNoResults	1590161692309	1590161692313	OK	 
REQUEST	4569		ThereAreResults	1590161692309	1590161692313	OK	 
REQUEST	5760		Welcome	1590161692310	1590161692317	OK	 
REQUEST	5796		Welcome	1590161692311	1590161692319	OK	 
REQUEST	5270		BuscarLocalForm	1590161692321	1590161692322	OK	 
REQUEST	5305		BuscarLocalForm	1590161692321	1590161692323	OK	 
USER	BuscarLocalNegativoTest	5797	START	1590161692326	1590161692326
USER	BuscarLocalPositivoTest	5761	START	1590161692326	1590161692326
REQUEST	5761		Welcome	1590161692326	1590161692331	OK	 
REQUEST	5797		Welcome	1590161692326	1590161692331	OK	 
USER	BuscarLocalNegativoTest	3485	END	1590161659306	1590161692336
USER	BuscarLocalPositivoTest	4080	END	1590161668307	1590161692338
REQUEST	4570		ThereAreResults	1590161692336	1590161692339	OK	 
REQUEST	4606		ThereAreNoResults	1590161692336	1590161692340	OK	 
REQUEST	5306		BuscarLocalForm	1590161692349	1590161692351	OK	 
REQUEST	5271		BuscarLocalForm	1590161692349	1590161692351	OK	 
USER	BuscarLocalNegativoTest	5798	START	1590161692360	1590161692360
USER	BuscarLocalPositivoTest	5762	START	1590161692360	1590161692360
REQUEST	5798		Welcome	1590161692360	1590161692365	OK	 
REQUEST	5762		Welcome	1590161692360	1590161692365	OK	 
USER	BuscarLocalNegativoTest	3486	END	1590161659338	1590161692371
USER	BuscarLocalPositivoTest	4081	END	1590161668340	1590161692372
REQUEST	4607		ThereAreNoResults	1590161692371	1590161692374	OK	 
REQUEST	4571		ThereAreResults	1590161692371	1590161692375	OK	 
USER	BuscarLocalPositivoTest	5763	START	1590161692386	1590161692386
USER	BuscarLocalNegativoTest	5799	START	1590161692386	1590161692386
USER	BuscarLocalNegativoTest	3487	END	1590161659370	1590161692388
REQUEST	5307		BuscarLocalForm	1590161692386	1590161692389	OK	 
REQUEST	5272		BuscarLocalForm	1590161692386	1590161692389	OK	 
REQUEST	4608		ThereAreNoResults	1590161692386	1590161692391	OK	 
REQUEST	5799		Welcome	1590161692387	1590161692392	OK	 
REQUEST	5763		Welcome	1590161692387	1590161692393	OK	 
USER	BuscarLocalPositivoTest	4082	END	1590161668366	1590161692397
