ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590170291982	 	3.3.1
USER	VerMisLocalesPositivoTest	208	START	1590170297964	1590170297964
REQUEST	208		Welcome	1590170297965	1590170297977	OK	 
REQUEST	234		Welcome	1590170297965	1590170297977	OK	 
USER	VerMisLocalesPositivoTest	209	START	1590170298001	1590170298001
USER	VerMisLocalesNegativoTest	235	START	1590170298002	1590170298002
REQUEST	235		Welcome	1590170298003	1590170298013	OK	 
REQUEST	209		Welcome	1590170298004	1590170298013	OK	 
USER	VerMisLocalesNegativoTest	236	START	1590170298033	1590170298033
USER	VerMisLocalesPositivoTest	210	START	1590170298033	1590170298033
REQUEST	210		Welcome	1590170298036	1590170298043	OK	 
REQUEST	236		Welcome	1590170298035	1590170298044	OK	 
USER	VerMisLocalesNegativoTest	237	START	1590170298069	1590170298069
USER	VerMisLocalesPositivoTest	211	START	1590170298069	1590170298069
REQUEST	211		Welcome	1590170298070	1590170298078	OK	 
REQUEST	237		Welcome	1590170298070	1590170298078	OK	 
USER	VerMisLocalesPositivoTest	212	START	1590170298116	1590170298116
USER	VerMisLocalesNegativoTest	238	START	1590170298116	1590170298116
REQUEST	212		Welcome	1590170298117	1590170298126	OK	 
REQUEST	238		Welcome	1590170298117	1590170298126	OK	 
USER	VerMisLocalesNegativoTest	239	START	1590170298149	1590170298149
USER	VerMisLocalesPositivoTest	213	START	1590170298149	1590170298149
REQUEST	213		Welcome	1590170298150	1590170298159	OK	 
REQUEST	239		Welcome	1590170298150	1590170298159	OK	 
USER	VerMisLocalesNegativoTest	240	START	1590170298194	1590170298194
USER	VerMisLocalesPositivoTest	214	START	1590170298193	1590170298193
REQUEST	240		Welcome	1590170298195	1590170298230	OK	 
USER	VerMisLocalesPositivoTest	215	START	1590170298235	1590170298235
USER	VerMisLocalesNegativoTest	241	START	1590170298241	1590170298241
REQUEST	215		Welcome	1590170298237	1590170298247	OK	 
REQUEST	241		Welcome	1590170298243	1590170298268	OK	 
REQUEST	214		Welcome	1590170298196	1590170298269	OK	 
USER	VerMisLocalesPositivoTest	216	START	1590170298288	1590170298288
USER	VerMisLocalesNegativoTest	242	START	1590170298288	1590170298288
REQUEST	216		Welcome	1590170298289	1590170298293	OK	 
REQUEST	242		Welcome	1590170298289	1590170298293	OK	 
USER	VerMisLocalesNegativoTest	243	START	1590170298311	1590170298311
USER	VerMisLocalesPositivoTest	217	START	1590170298311	1590170298311
REQUEST	217		Welcome	1590170298313	1590170298320	OK	 
REQUEST	243		Welcome	1590170298313	1590170298321	OK	 
USER	VerMisLocalesNegativoTest	244	START	1590170298357	1590170298357
USER	VerMisLocalesPositivoTest	218	START	1590170298357	1590170298357
REQUEST	244		Welcome	1590170298359	1590170298368	OK	 
REQUEST	218		Welcome	1590170298359	1590170298368	OK	 
USER	VerMisLocalesPositivoTest	219	START	1590170298389	1590170298389
USER	VerMisLocalesNegativoTest	245	START	1590170298389	1590170298389
REQUEST	219		Welcome	1590170298390	1590170298397	OK	 
REQUEST	245		Welcome	1590170298390	1590170298397	OK	 
USER	VerMisLocalesPositivoTest	220	START	1590170298433	1590170298433
USER	VerMisLocalesNegativoTest	246	START	1590170298433	1590170298433
REQUEST	246		Welcome	1590170298434	1590170298440	OK	 
REQUEST	220		Welcome	1590170298434	1590170298440	OK	 
USER	VerMisLocalesNegativoTest	247	START	1590170298474	1590170298474
USER	VerMisLocalesPositivoTest	221	START	1590170298474	1590170298474
REQUEST	221		Welcome	1590170298475	1590170298482	OK	 
REQUEST	247		Welcome	1590170298475	1590170298482	OK	 
USER	VerMisLocalesNegativoTest	248	START	1590170298520	1590170298520
USER	VerMisLocalesPositivoTest	222	START	1590170298520	1590170298520
REQUEST	248		Welcome	1590170298521	1590170298528	OK	 
REQUEST	222		Welcome	1590170298521	1590170298528	OK	 
USER	VerMisLocalesPositivoTest	223	START	1590170298563	1590170298563
USER	VerMisLocalesNegativoTest	249	START	1590170298563	1590170298563
REQUEST	249		Welcome	1590170298564	1590170298569	OK	 
REQUEST	223		Welcome	1590170298564	1590170298569	OK	 
USER	VerMisLocalesPositivoTest	224	START	1590170298589	1590170298589
USER	VerMisLocalesNegativoTest	250	START	1590170298590	1590170298590
REQUEST	224		Welcome	1590170298590	1590170298594	OK	 
REQUEST	250		Welcome	1590170298590	1590170298594	OK	 
USER	VerMisLocalesPositivoTest	225	START	1590170298631	1590170298631
USER	VerMisLocalesNegativoTest	251	START	1590170298631	1590170298631
REQUEST	251		Welcome	1590170298632	1590170298637	OK	 
REQUEST	225		Welcome	1590170298632	1590170298637	OK	 
USER	VerMisLocalesNegativoTest	252	START	1590170298669	1590170298669
USER	VerMisLocalesPositivoTest	226	START	1590170298669	1590170298669
REQUEST	252		Welcome	1590170298669	1590170298673	OK	 
REQUEST	226		Welcome	1590170298669	1590170298673	OK	 
USER	VerMisLocalesPositivoTest	227	START	1590170298714	1590170298714
USER	VerMisLocalesNegativoTest	253	START	1590170298714	1590170298714
REQUEST	227		Welcome	1590170298715	1590170298726	OK	 
REQUEST	253		Welcome	1590170298715	1590170298728	OK	 
USER	VerMisLocalesNegativoTest	254	START	1590170298749	1590170298749
USER	VerMisLocalesPositivoTest	228	START	1590170298749	1590170298749
REQUEST	254		Welcome	1590170298750	1590170298759	OK	 
REQUEST	228		Welcome	1590170298750	1590170298759	OK	 
USER	VerMisLocalesNegativoTest	279	START	1590170298779	1590170298779
REQUEST	279		Welcome	1590170298780	1590170298788	OK	 
USER	VerMisLocalesPositivoTest	255	START	1590170298807	1590170298807
REQUEST	255		Welcome	1590170298808	1590170298820	OK	 
USER	VerMisLocalesNegativoTest	280	START	1590170298825	1590170298825
USER	VerMisLocalesPositivoTest	256	START	1590170298832	1590170298832
REQUEST	280		Welcome	1590170298827	1590170298841	OK	 
REQUEST	256		Welcome	1590170298833	1590170298845	OK	 
USER	VerMisLocalesPositivoTest	257	START	1590170298872	1590170298872
USER	VerMisLocalesPositivoTest	258	START	1590170298926	1590170298926
USER	VerMisLocalesNegativoTest	281	START	1590170298864	1590170298864
USER	VerMisLocalesPositivoTest	259	START	1590170298949	1590170298949
REQUEST	258		Welcome	1590170298926	1590170298955	OK	 
REQUEST	281		Welcome	1590170298929	1590170298961	OK	 
REQUEST	259		Welcome	1590170298949	1590170298961	OK	 
REQUEST	257		Welcome	1590170298872	1590170298966	OK	 
USER	VerMisLocalesNegativoTest	284	START	1590170298986	1590170298986
USER	VerMisLocalesPositivoTest	260	START	1590170298989	1590170298989
REQUEST	284		Welcome	1590170298987	1590170298991	OK	 
REQUEST	260		Welcome	1590170298989	1590170298995	OK	 
USER	VerMisLocalesNegativoTest	283	START	1590170298948	1590170298948
USER	VerMisLocalesNegativoTest	282	START	1590170298925	1590170298925
REQUEST	283		Welcome	1590170298999	1590170299004	OK	 
REQUEST	282		Welcome	1590170298999	1590170299004	OK	 
USER	VerMisLocalesNegativoTest	285	START	1590170299026	1590170299026
USER	VerMisLocalesPositivoTest	261	START	1590170299029	1590170299029
REQUEST	285		Welcome	1590170299027	1590170299031	OK	 
REQUEST	261		Welcome	1590170299029	1590170299034	OK	 
USER	VerMisLocalesNegativoTest	286	START	1590170299070	1590170299070
USER	VerMisLocalesPositivoTest	262	START	1590170299070	1590170299070
REQUEST	262		Welcome	1590170299071	1590170299075	OK	 
REQUEST	286		Welcome	1590170299071	1590170299076	OK	 
USER	VerMisLocalesNegativoTest	287	START	1590170299099	1590170299099
REQUEST	287		Welcome	1590170299100	1590170299108	OK	 
USER	VerMisLocalesPositivoTest	263	START	1590170299110	1590170299110
REQUEST	263		Welcome	1590170299112	1590170299119	OK	 
USER	VerMisLocalesNegativoTest	288	START	1590170299147	1590170299147
USER	VerMisLocalesPositivoTest	264	START	1590170299149	1590170299149
REQUEST	288		Welcome	1590170299148	1590170299158	OK	 
REQUEST	264		Welcome	1590170299150	1590170299161	OK	 
USER	VerMisLocalesNegativoTest	289	START	1590170299181	1590170299181
REQUEST	289		Welcome	1590170299182	1590170299192	OK	 
USER	VerMisLocalesPositivoTest	265	START	1590170299196	1590170299196
REQUEST	265		Welcome	1590170299197	1590170299206	OK	 
USER	VerMisLocalesNegativoTest	290	START	1590170299230	1590170299230
USER	VerMisLocalesPositivoTest	266	START	1590170299230	1590170299230
REQUEST	290		Welcome	1590170299231	1590170299237	OK	 
REQUEST	266		Welcome	1590170299231	1590170299238	OK	 
USER	VerMisLocalesNegativoTest	291	START	1590170299266	1590170299266
USER	VerMisLocalesPositivoTest	267	START	1590170299269	1590170299269
REQUEST	291		Welcome	1590170299267	1590170299272	OK	 
REQUEST	267		Welcome	1590170299269	1590170299275	OK	 
USER	VerMisLocalesPositivoTest	268	START	1590170299310	1590170299310
USER	VerMisLocalesNegativoTest	292	START	1590170299309	1590170299309
REQUEST	268		Welcome	1590170299310	1590170299318	OK	 
REQUEST	292		Welcome	1590170299310	1590170299320	OK	 
USER	VerMisLocalesNegativoTest	293	START	1590170299339	1590170299339
REQUEST	293		Welcome	1590170299339	1590170299344	OK	 
USER	VerMisLocalesPositivoTest	269	START	1590170299355	1590170299355
REQUEST	269		Welcome	1590170299356	1590170299361	OK	 
USER	VerMisLocalesNegativoTest	294	START	1590170299379	1590170299379
REQUEST	294		Welcome	1590170299380	1590170299385	OK	 
USER	VerMisLocalesPositivoTest	270	START	1590170299400	1590170299400
REQUEST	270		Welcome	1590170299401	1590170299409	OK	 
USER	VerMisLocalesNegativoTest	295	START	1590170299427	1590170299427
USER	VerMisLocalesPositivoTest	271	START	1590170299429	1590170299429
REQUEST	295		Welcome	1590170299428	1590170299440	OK	 
REQUEST	271		Welcome	1590170299430	1590170299443	OK	 
USER	VerMisLocalesPositivoTest	272	START	1590170299472	1590170299472
USER	VerMisLocalesNegativoTest	296	START	1590170299472	1590170299472
REQUEST	272		Welcome	1590170299473	1590170299477	OK	 
REQUEST	296		Welcome	1590170299473	1590170299478	OK	 
USER	VerMisLocalesNegativoTest	297	START	1590170299499	1590170299499
REQUEST	297		Welcome	1590170299499	1590170299503	OK	 
USER	VerMisLocalesPositivoTest	273	START	1590170299521	1590170299521
REQUEST	273		Welcome	1590170299521	1590170299525	OK	 
USER	VerMisLocalesNegativoTest	298	START	1590170299547	1590170299547
USER	VerMisLocalesPositivoTest	274	START	1590170299549	1590170299549
REQUEST	298		Welcome	1590170299548	1590170299559	OK	 
REQUEST	274		Welcome	1590170299550	1590170299561	OK	 
USER	VerMisLocalesNegativoTest	299	START	1590170299590	1590170299590
USER	VerMisLocalesPositivoTest	275	START	1590170299590	1590170299590
REQUEST	275		Welcome	1590170299591	1590170299597	OK	 
REQUEST	299		Welcome	1590170299591	1590170299599	OK	 
USER	VerMisLocalesNegativoTest	300	START	1590170299628	1590170299628
USER	VerMisLocalesPositivoTest	276	START	1590170299629	1590170299629
REQUEST	300		Welcome	1590170299629	1590170299636	OK	 
REQUEST	276		Welcome	1590170299630	1590170299637	OK	 
USER	VerMisLocalesNegativoTest	301	START	1590170299659	1590170299659
REQUEST	301		Welcome	1590170299660	1590170299665	OK	 
USER	VerMisLocalesPositivoTest	277	START	1590170299683	1590170299683
REQUEST	277		Welcome	1590170299684	1590170299689	OK	 
USER	VerMisLocalesNegativoTest	302	START	1590170299706	1590170299706
USER	VerMisLocalesPositivoTest	278	START	1590170299709	1590170299709
REQUEST	302		Welcome	1590170299707	1590170299713	OK	 
REQUEST	278		Welcome	1590170299710	1590170299715	OK	 
USER	VerMisLocalesPositivoTest	303	START	1590170299733	1590170299733
USER	VerMisLocalesNegativoTest	329	START	1590170299734	1590170299734
REQUEST	329		Welcome	1590170299735	1590170299740	OK	 
REQUEST	303		Welcome	1590170299734	1590170299740	OK	 
USER	VerMisLocalesPositivoTest	304	START	1590170299812	1590170299812
USER	VerMisLocalesNegativoTest	330	START	1590170299812	1590170299812
REQUEST	330		Welcome	1590170299813	1590170299822	OK	 
REQUEST	304		Welcome	1590170299813	1590170299822	OK	 
USER	VerMisLocalesPositivoTest	305	START	1590170299850	1590170299850
USER	VerMisLocalesNegativoTest	331	START	1590170299850	1590170299850
REQUEST	331		Welcome	1590170299851	1590170299857	OK	 
REQUEST	305		Welcome	1590170299851	1590170299857	OK	 
USER	VerMisLocalesNegativoTest	332	START	1590170299892	1590170299892
USER	VerMisLocalesPositivoTest	306	START	1590170299892	1590170299892
REQUEST	332		Welcome	1590170299893	1590170299900	OK	 
REQUEST	306		Welcome	1590170299893	1590170299901	OK	 
USER	VerMisLocalesNegativoTest	333	START	1590170299937	1590170299937
USER	VerMisLocalesPositivoTest	307	START	1590170299937	1590170299937
REQUEST	307		Welcome	1590170299938	1590170299950	OK	 
REQUEST	333		Welcome	1590170299938	1590170299950	OK	 
USER	VerMisLocalesPositivoTest	308	START	1590170299969	1590170299969
USER	VerMisLocalesNegativoTest	334	START	1590170299969	1590170299969
REQUEST	334		Welcome	1590170299969	1590170299977	OK	 
REQUEST	308		Welcome	1590170299969	1590170299977	OK	 
USER	VerMisLocalesNegativoTest	335	START	1590170300011	1590170300011
USER	VerMisLocalesPositivoTest	309	START	1590170300011	1590170300011
REQUEST	309		Welcome	1590170300012	1590170300018	OK	 
REQUEST	335		Welcome	1590170300012	1590170300018	OK	 
USER	VerMisLocalesPositivoTest	310	START	1590170300055	1590170300055
USER	VerMisLocalesNegativoTest	336	START	1590170300055	1590170300055
REQUEST	336		Welcome	1590170300056	1590170300062	OK	 
REQUEST	310		Welcome	1590170300056	1590170300062	OK	 
USER	VerMisLocalesNegativoTest	337	START	1590170300098	1590170300098
USER	VerMisLocalesPositivoTest	311	START	1590170300098	1590170300098
REQUEST	337		Welcome	1590170300099	1590170300106	OK	 
REQUEST	311		Welcome	1590170300099	1590170300106	OK	 
USER	VerMisLocalesPositivoTest	312	START	1590170300129	1590170300129
USER	VerMisLocalesNegativoTest	338	START	1590170300129	1590170300129
REQUEST	312		Welcome	1590170300130	1590170300138	OK	 
REQUEST	338		Welcome	1590170300130	1590170300140	OK	 
USER	VerMisLocalesPositivoTest	313	START	1590170300178	1590170300178
USER	VerMisLocalesNegativoTest	339	START	1590170300178	1590170300178
REQUEST	339		Welcome	1590170300179	1590170300192	OK	 
REQUEST	313		Welcome	1590170300179	1590170300193	OK	 
USER	VerMisLocalesPositivoTest	314	START	1590170300227	1590170300227
USER	VerMisLocalesNegativoTest	340	START	1590170300230	1590170300230
REQUEST	314		Welcome	1590170300230	1590170300240	OK	 
REQUEST	340		Welcome	1590170300237	1590170300243	OK	 
USER	VerMisLocalesPositivoTest	315	START	1590170300263	1590170300263
USER	VerMisLocalesNegativoTest	341	START	1590170300263	1590170300263
REQUEST	341		Welcome	1590170300264	1590170300268	OK	 
REQUEST	315		Welcome	1590170300264	1590170300268	OK	 
USER	VerMisLocalesPositivoTest	316	START	1590170300289	1590170300289
USER	VerMisLocalesNegativoTest	342	START	1590170300289	1590170300289
REQUEST	316		Welcome	1590170300289	1590170300293	OK	 
REQUEST	342		Welcome	1590170300289	1590170300293	OK	 
USER	VerMisLocalesPositivoTest	317	START	1590170300332	1590170300332
USER	VerMisLocalesNegativoTest	343	START	1590170300333	1590170300333
REQUEST	317		Welcome	1590170300333	1590170300342	OK	 
REQUEST	343		Welcome	1590170300333	1590170300342	OK	 
USER	VerMisLocalesPositivoTest	318	START	1590170300381	1590170300381
USER	VerMisLocalesNegativoTest	344	START	1590170300381	1590170300381
REQUEST	344		Welcome	1590170300382	1590170300390	OK	 
REQUEST	318		Welcome	1590170300382	1590170300390	OK	 
USER	VerMisLocalesPositivoTest	319	START	1590170300409	1590170300409
USER	VerMisLocalesNegativoTest	345	START	1590170300409	1590170300409
REQUEST	345		Welcome	1590170300410	1590170300418	OK	 
REQUEST	319		Welcome	1590170300410	1590170300419	OK	 
USER	VerMisLocalesNegativoTest	346	START	1590170300449	1590170300449
USER	VerMisLocalesPositivoTest	320	START	1590170300449	1590170300449
REQUEST	320		Welcome	1590170300450	1590170300458	OK	 
REQUEST	346		Welcome	1590170300450	1590170300458	OK	 
USER	VerMisLocalesNegativoTest	347	START	1590170300491	1590170300491
USER	VerMisLocalesPositivoTest	321	START	1590170300491	1590170300491
REQUEST	321		Welcome	1590170300492	1590170300500	OK	 
REQUEST	347		Welcome	1590170300492	1590170300501	OK	 
USER	VerMisLocalesNegativoTest	348	START	1590170300529	1590170300529
USER	VerMisLocalesPositivoTest	322	START	1590170300529	1590170300529
REQUEST	348		Welcome	1590170300530	1590170300536	OK	 
REQUEST	322		Welcome	1590170300530	1590170300536	OK	 
USER	VerMisLocalesNegativoTest	349	START	1590170300576	1590170300576
USER	VerMisLocalesPositivoTest	323	START	1590170300576	1590170300576
REQUEST	349		Welcome	1590170300577	1590170300582	OK	 
REQUEST	323		Welcome	1590170300577	1590170300582	OK	 
USER	VerMisLocalesPositivoTest	324	START	1590170300615	1590170300615
USER	VerMisLocalesNegativoTest	350	START	1590170300615	1590170300615
REQUEST	324		Welcome	1590170300616	1590170300621	OK	 
REQUEST	350		Welcome	1590170300616	1590170300621	OK	 
USER	VerMisLocalesPositivoTest	325	START	1590170300658	1590170300658
USER	VerMisLocalesNegativoTest	351	START	1590170300658	1590170300658
REQUEST	325		Welcome	1590170300659	1590170300665	OK	 
REQUEST	351		Welcome	1590170300659	1590170300665	OK	 
USER	VerMisLocalesNegativoTest	352	START	1590170300689	1590170300689
USER	VerMisLocalesPositivoTest	326	START	1590170300689	1590170300689
REQUEST	352		Welcome	1590170300690	1590170300695	OK	 
REQUEST	326		Welcome	1590170300690	1590170300695	OK	 
USER	VerMisLocalesPositivoTest	327	START	1590170300745	1590170300745
USER	VerMisLocalesNegativoTest	353	START	1590170300745	1590170300745
REQUEST	353		Welcome	1590170300746	1590170300751	OK	 
REQUEST	327		Welcome	1590170300746	1590170300751	OK	 
USER	VerMisLocalesNegativoTest	354	START	1590170300772	1590170300772
USER	VerMisLocalesPositivoTest	328	START	1590170300772	1590170300772
REQUEST	328		Welcome	1590170300773	1590170300780	OK	 
REQUEST	354		Welcome	1590170300773	1590170300780	OK	 
USER	VerMisLocalesPositivoTest	355	START	1590170300810	1590170300810
USER	VerMisLocalesNegativoTest	380	START	1590170300810	1590170300810
REQUEST	355		Welcome	1590170300811	1590170300818	OK	 
REQUEST	380		Welcome	1590170300811	1590170300818	OK	 
USER	VerMisLocalesPositivoTest	356	START	1590170300856	1590170300856
USER	VerMisLocalesNegativoTest	381	START	1590170300856	1590170300856
REQUEST	381		Welcome	1590170300857	1590170300863	OK	 
REQUEST	356		Welcome	1590170300857	1590170300864	OK	 
USER	VerMisLocalesPositivoTest	357	START	1590170300898	1590170300898
USER	VerMisLocalesNegativoTest	382	START	1590170300898	1590170300898
REQUEST	357		Welcome	1590170300899	1590170300905	OK	 
REQUEST	382		Welcome	1590170300899	1590170300905	OK	 
USER	VerMisLocalesPositivoTest	358	START	1590170300929	1590170300929
USER	VerMisLocalesNegativoTest	383	START	1590170300929	1590170300929
REQUEST	358		Welcome	1590170300930	1590170300938	OK	 
