ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.VerMisLocalesTest	vermislocalestest	1590169929324	 	3.3.1
REQUEST	1404		WrongLogged Redirect 1	1590169983228	1590169992254	OK	 
REQUEST	1466		WrongLogged Redirect 1	1590169983789	1590169992254	OK	 
REQUEST	3105		RightLogin	1590169987201	1590169992255	OK	 
REQUEST	3146		WrongLogin	1590169987201	1590169992255	OK	 
REQUEST	3143		WrongLogin	1590169987210	1590169992256	OK	 
REQUEST	1911		RightLogged	1590169987208	1590169992257	OK	 
REQUEST	3698		Welcome	1590169983854	1590169992259	OK	 
REQUEST	3920		Welcome	1590169987112	1590169992260	OK	 
REQUEST	1944		WrongLogged	1590169987218	1590169992261	OK	 
REQUEST	3921		Welcome	1590169987152	1590169992261	OK	 
REQUEST	3144		WrongLogin	1590169987210	1590169992261	OK	 
REQUEST	1946		WrongLogged	1590169987231	1590169992262	OK	 
REQUEST	1948		WrongLogged	1590169987234	1590169992262	OK	 
REQUEST	1949		WrongLogged	1590169987234	1590169992262	OK	 
REQUEST	1913		RightLogged	1590169987241	1590169992262	OK	 
REQUEST	1914		RightLogged	1590169987239	1590169992263	OK	 
REQUEST	3145		WrongLogin	1590169987244	1590169992263	OK	 
REQUEST	3106		RightLogin	1590169987246	1590169992263	OK	 
REQUEST	2563		WrongLogin	1590169987242	1590169992263	OK	 
REQUEST	1909		RightLogged	1590169987246	1590169992264	OK	 
REQUEST	1910		RightLogged	1590169987246	1590169992264	OK	 
REQUEST	1945		WrongLogged	1590169987248	1590169992264	OK	 
REQUEST	1943		WrongLogged	1590169987253	1590169992265	OK	 
REQUEST	1799		WrongLogged	1590169984620	1590169992266	OK	 
REQUEST	1942		WrongLogged	1590169987253	1590169992266	OK	 
REQUEST	1908		RightLogged	1590169987252	1590169992267	OK	 
USER	VerMisLocalesPositivoTest	219	END	1590169934392	1590169992271
USER	VerMisLocalesPositivoTest	4240	START	1590169992271	1590169992271
USER	VerMisLocalesNegativoTest	4274	START	1590169992272	1590169992272
REQUEST	686		Forbidden	1590169987241	1590169992277	OK	 
USER	VerMisLocalesPositivoTest	168	END	1590169933906	1590169992277
USER	VerMisLocalesPositivoTest	240	END	1590169934997	1590169992277
REQUEST	3886		Welcome	1590169987147	1590169992279	OK	 
REQUEST	3085		RightLogin	1590169987260	1590169992279	OK	 
REQUEST	860		RightLogged Redirect 1	1590169973701	1590169992285	OK	 
REQUEST	3923		Welcome	1590169987205	1590169992287	OK	 
REQUEST	1902		RightLogged	1590169987267	1590169992290	OK	 
REQUEST	1904		RightLogged	1590169987268	1590169992292	OK	 
REQUEST	3922		Welcome	1590169987170	1590169992297	OK	 
REQUEST	1667		WrongLogged	1590169982828	1590169992298	OK	 
REQUEST	1941		WrongLogged	1590169987269	1590169992300	OK	 
USER	VerMisLocalesPositivoTest	156	END	1590169933574	1590169992305
USER	VerMisLocalesPositivoTest	4275	START	1590169992305	1590169992305
USER	VerMisLocalesNegativoTest	4310	START	1590169992316	1590169992316
USER	VerMisLocalesPositivoTest	4276	START	1590169992318	1590169992318
REQUEST	636		WrongLogged Redirect 1	1590169987180	1590169992322	OK	 
REQUEST	1915		RightLogged	1590169987270	1590169992323	OK	 
REQUEST	1906		RightLogged	1590169987270	1590169992324	OK	 
REQUEST	1905		RightLogged	1590169987292	1590169992324	OK	 
REQUEST	1951		WrongLogged	1590169987295	1590169992325	OK	 
REQUEST	1937		WrongLogged	1590169987297	1590169992325	OK	 
REQUEST	1903		RightLogged	1590169987300	1590169992325	OK	 
REQUEST	1938		WrongLogged	1590169987306	1590169992326	OK	 
REQUEST	1939		WrongLogged	1590169987309	1590169992326	OK	 
REQUEST	1952		WrongLogged	1590169987311	1590169992326	OK	 
REQUEST	1954		WrongLogged	1590169987314	1590169992327	OK	 
REQUEST	525		MyLocales	1590169987196	1590169992330	OK	 
USER	VerMisLocalesPositivoTest	234	END	1590169934823	1590169992331
REQUEST	1667		WrongLogged Redirect 1	1590169992298	1590169992337	OK	 
REQUEST	3889		Welcome	1590169987249	1590169992337	OK	 
REQUEST	3724		Welcome	1590169984613	1590169992337	OK	 
REQUEST	1935		WrongLogged	1590169987316	1590169992337	OK	 
REQUEST	1919		RightLogged	1590169987317	1590169992338	OK	 
REQUEST	1917		RightLogged	1590169987317	1590169992338	OK	 
REQUEST	1901		RightLogged	1590169987319	1590169992338	OK	 
REQUEST	1950		WrongLogged	1590169987317	1590169992339	OK	 
REQUEST	1918		RightLogged	1590169987317	1590169992339	OK	 
REQUEST	1955		WrongLogged	1590169987317	1590169992340	OK	 
REQUEST	1958		WrongLogged	1590169987319	1590169992340	OK	 
REQUEST	3107		RightLogin	1590169987323	1590169992340	OK	 
REQUEST	3150		WrongLogin	1590169987323	1590169992340	OK	 
REQUEST	3147		WrongLogin	1590169987321	1590169992340	OK	 
REQUEST	2574		WrongLogin	1590169987327	1590169992340	OK	 
REQUEST	1936		WrongLogged	1590169987316	1590169992341	OK	 
REQUEST	3110		RightLogin	1590169987325	1590169992341	OK	 
REQUEST	1953		WrongLogged	1590169987318	1590169992341	OK	 
REQUEST	1920		RightLogged	1590169987317	1590169992341	OK	 
REQUEST	1959		WrongLogged	1590169987320	1590169992341	OK	 
REQUEST	1960		WrongLogged	1590169987317	1590169992342	OK	 
REQUEST	1956		WrongLogged	1590169987319	1590169992342	OK	 
REQUEST	3088		RightLogin	1590169987321	1590169992342	OK	 
REQUEST	3111		RightLogin	1590169987325	1590169992342	OK	 
REQUEST	3151		WrongLogin	1590169987324	1590169992342	OK	 
REQUEST	1924		RightLogged	1590169987321	1590169992342	OK	 
REQUEST	1925		RightLogged	1590169987321	1590169992343	OK	 
REQUEST	1922		RightLogged	1590169987328	1590169992343	OK	 
REQUEST	1923		RightLogged	1590169987329	1590169992343	OK	 
REQUEST	3108		RightLogin	1590169987323	1590169992343	OK	 
REQUEST	1933		WrongLogged	1590169987332	1590169992343	OK	 
REQUEST	1957		WrongLogged	1590169987334	1590169992343	OK	 
REQUEST	3148		WrongLogin	1590169987323	1590169992343	OK	 
REQUEST	3109		RightLogin	1590169987323	1590169992343	OK	 
REQUEST	1921		RightLogged	1590169987327	1590169992344	OK	 
REQUEST	2769		RightLogin	1590169987323	1590169992344	OK	 
REQUEST	3153		WrongLogin	1590169987326	1590169992344	OK	 
REQUEST	1961		WrongLogged	1590169987336	1590169992345	OK	 
REQUEST	1897		RightLogged	1590169987339	1590169992345	OK	 
USER	VerMisLocalesPositivoTest	159	END	1590169933626	1590169992349
USER	VerMisLocalesPositivoTest	239	END	1590169934981	1590169992350
USER	VerMisLocalesPositivoTest	4277	START	1590169992350	1590169992350
USER	VerMisLocalesNegativoTest	4311	START	1590169992352	1590169992352
USER	VerMisLocalesNegativoTest	4312	START	1590169992356	1590169992356
REQUEST	3888		Welcome	1590169987203	1590169992361	OK	 
REQUEST	1934		WrongLogged	1590169987340	1590169992361	OK	 
REQUEST	1899		RightLogged	1590169987339	1590169992362	OK	 
REQUEST	1898		RightLogged	1590169987339	1590169992362	OK	 
REQUEST	1900		RightLogged	1590169987340	1590169992363	OK	 
REQUEST	760		WrongLogged Redirect 1	1590169971444	1590169992365	OK	 
REQUEST	3927		Welcome	1590169987330	1590169992367	OK	 
REQUEST	1932		WrongLogged	1590169987361	1590169992368	OK	 
REQUEST	1860		RightLogged	1590169987364	1590169992368	OK	 
REQUEST	1655		WrongLogged Redirect 1	1590169987355	1590169992373	OK	 
REQUEST	3926		Welcome	1590169987314	1590169992379	OK	 
REQUEST	1896		WrongLogged	1590169987370	1590169992381	OK	 
USER	VerMisLocalesPositivoTest	4278	START	1590169992377	1590169992377
REQUEST	3114		RightLogin	1590169987370	1590169992382	OK	 
REQUEST	3155		WrongLogin	1590169987371	1590169992382	OK	 
REQUEST	3152		WrongLogin	1590169987371	1590169992383	OK	 
REQUEST	1718		RightLogged	1590169984286	1590169992384	OK	 
REQUEST	3112		RightLogin	1590169987371	1590169992384	OK	 
REQUEST	1894		WrongLogged	1590169987373	1590169992384	OK	 
REQUEST	1858		RightLogged	1590169987373	1590169992385	OK	 
USER	VerMisLocalesNegativoTest	4313	START	1590169992390	1590169992390
REQUEST	2802		Welcome	1590169971154	1590169992395	OK	 
REQUEST	1895		WrongLogged	1590169987373	1590169992395	OK	 
REQUEST	1859		RightLogged	1590169987374	1590169992396	OK	 
REQUEST	3928		Welcome	1590169987367	1590169992402	OK	 
REQUEST	1897		RightLogged Redirect 1	1590169992345	1590169992406	OK	 
REQUEST	3113		RightLogin	1590169987401	1590169992407	OK	 
REQUEST	3929		Welcome	1590169987377	1590169992407	OK	 
REQUEST	3962		Welcome	1590169987367	1590169992407	OK	 
REQUEST	1857		RightLogged	1590169987401	1590169992408	OK	 
REQUEST	3154		WrongLogin	1590169987401	1590169992408	OK	 
REQUEST	3149		WrongLogin	1590169987420	1590169992410	OK	 
REQUEST	1781		RightLogged	1590169985093	1590169992411	OK	 
REQUEST	3131		WrongLogin	1590169987421	1590169992412	OK	 
REQUEST	3117		RightLogin	1590169987421	1590169992413	OK	 
USER	VerMisLocalesPositivoTest	4279	START	1590169992415	1590169992415
USER	VerMisLocalesPositivoTest	237	END	1590169934911	1590169992417
USER	VerMisLocalesNegativoTest	4314	START	1590169992417	1590169992417
REQUEST	3890		Welcome	1590169987261	1590169992421	OK	 
REQUEST	3964		Welcome	1590169987412	1590169992422	OK	 
REQUEST	3115		RightLogin	1590169987450	1590169992422	OK	 
REQUEST	3067		WrongLogin	1590169987450	1590169992423	OK	 
REQUEST	3966		Welcome	1590169987457	1590169992427	OK	 
REQUEST	2550		RightLogin	1590169987492	1590169992428	OK	 
REQUEST	1564		RightLogged Redirect 1	1590169986271	1590169992429	OK	 
REQUEST	3158		WrongLogin	1590169987496	1590169992429	OK	 
REQUEST	3157		WrongLogin	1590169987495	1590169992429	OK	 
REQUEST	3119		RightLogin	1590169987498	1590169992429	OK	 
REQUEST	3961		Welcome	1590169987332	1590169992433	OK	 
REQUEST	3930		Welcome	1590169987412	1590169992433	OK	 
REQUEST	3159		WrongLogin	1590169987507	1590169992434	OK	 
REQUEST	3165		RightLogin	1590169987507	1590169992435	OK	 
REQUEST	3199		WrongLogin	1590169987509	1590169992435	OK	 
REQUEST	3121		RightLogin	1590169987507	1590169992435	OK	 
REQUEST	3122		RightLogin	1590169987511	1590169992436	OK	 
REQUEST	1620		RightLogged Redirect 1	1590169987356	1590169992437	OK	 
REQUEST	3162		WrongLogin	1590169987525	1590169992437	OK	 
REQUEST	3925		Welcome	1590169987262	1590169992442	OK	 
REQUEST	1926		RightLogged	1590169987538	1590169992444	OK	 
USER	VerMisLocalesPositivoTest	4280	START	1590169992447	1590169992447
USER	VerMisLocalesNegativoTest	4315	START	1590169992449	1590169992449
REQUEST	3934		Welcome	1590169987527	1590169992453	OK	 
REQUEST	1927		RightLogged	1590169987542	1590169992454	OK	 
REQUEST	1928		RightLogged	1590169987544	1590169992454	OK	 
REQUEST	1929		RightLogged	1590169987545	1590169992454	OK	 
REQUEST	1963		WrongLogged	1590169987547	1590169992455	OK	 
REQUEST	1964		WrongLogged	1590169987547	1590169992455	OK	 
REQUEST	1591		WrongLogged Redirect 1	1590169986868	1590169992460	OK	 
REQUEST	3935		Welcome	1590169987550	1590169992461	OK	 
REQUEST	1965		WrongLogged	1590169987560	1590169992461	OK	 
REQUEST	1930		RightLogged	1590169987562	1590169992462	OK	 
REQUEST	3202		WrongLogin	1590169987572	1590169992463	OK	 
REQUEST	3160		WrongLogin	1590169987565	1590169992463	OK	 
REQUEST	3123		RightLogin	1590169987567	1590169992463	OK	 
REQUEST	2558		RightLogin	1590169987568	1590169992464	OK	 
REQUEST	1931		RightLogged	1590169987573	1590169992464	OK	 
REQUEST	1966		WrongLogged	1590169987574	1590169992464	OK	 
REQUEST	2003		WrongLogged	1590169987575	1590169992464	OK	 
REQUEST	3118		RightLogin	1590169987570	1590169992464	OK	 
REQUEST	3201		WrongLogin	1590169987569	1590169992465	OK	 
REQUEST	3164		WrongLogin	1590169987572	1590169992465	OK	 
REQUEST	3167		RightLogin	1590169987575	1590169992465	OK	 
REQUEST	1969		RightLogged	1590169987574	1590169992465	OK	 
REQUEST	1970		RightLogged	1590169987578	1590169992465	OK	 
REQUEST	2004		WrongLogged	1590169987577	1590169992465	OK	 
REQUEST	3203		WrongLogin	1590169987578	1590169992466	OK	 
REQUEST	3200		WrongLogin	1590169987576	1590169992466	OK	 
REQUEST	3168		RightLogin	1590169987579	1590169992466	OK	 
REQUEST	3969		Welcome	1590169987552	1590169992471	OK	 
USER	VerMisLocalesPositivoTest	4281	START	1590169992467	1590169992467
REQUEST	3567		Welcome	1590169982023	1590169992478	OK	 
REQUEST	3963		Welcome	1590169987377	1590169992478	OK	 
REQUEST	2005		WrongLogged	1590169987588	1590169992480	OK	 
REQUEST	1967		RightLogged	1590169987587	1590169992480	OK	 
REQUEST	2001		WrongLogged	1590169987587	1590169992480	OK	 
USER	VerMisLocalesNegativoTest	4316	START	1590169992486	1590169992486
USER	VerMisLocalesPositivoTest	4282	START	1590169992489	1590169992489
REQUEST	1656		WrongLogged Redirect 1	1590169987524	1590169992495	OK	 
REQUEST	1718		RightLogged Redirect 1	1590169992384	1590169992497	OK	 
REQUEST	1971		RightLogged	1590169987607	1590169992497	OK	 
REQUEST	3932		Welcome	1590169987457	1590169992498	OK	 
REQUEST	3967		Welcome	1590169987501	1590169992503	OK	 
REQUEST	3120		RightLogin	1590169987638	1590169992505	OK	 
REQUEST	388		MyLocales	1590169982788	1590169992508	OK	 
REQUEST	3933		Welcome	1590169987500	1590169992510	OK	 
REQUEST	3204		WrongLogin	1590169987638	1590169992511	OK	 
REQUEST	2008		WrongLogged	1590169987642	1590169992512	OK	 
REQUEST	1974		RightLogged	1590169987648	1590169992514	OK	 
REQUEST	3205		WrongLogin	1590169987650	1590169992516	OK	 
REQUEST	1610		WrongLogged	1590169982215	1590169992516	OK	 
REQUEST	1576		RightLogged	1590169982223	1590169992517	OK	 
USER	VerMisLocalesNegativoTest	4317	START	1590169992520	1590169992520
USER	VerMisLocalesPositivoTest	4283	START	1590169992523	1590169992523
REQUEST	3972		Welcome	1590169987642	1590169992528	OK	 
REQUEST	3968		Welcome	1590169987531	1590169992529	OK	 
REQUEST	3172		RightLogin	1590169987660	1590169992529	OK	 
REQUEST	3095		RightLogin	1590169987662	1590169992529	OK	 
REQUEST	1968		RightLogged	1590169987667	1590169992530	OK	 
USER	VerMisLocalesNegativoTest	4318	START	1590169992542	1590169992542
USER	VerMisLocalesPositivoTest	4284	START	1590169992542	1590169992542
USER	VerMisLocalesPositivoTest	245	END	1590169935137	1590169992548
REQUEST	1622		RightLogged Redirect 1	1590169987604	1590169992551	OK	 
REQUEST	3970		Welcome	1590169987583	1590169992551	OK	 
REQUEST	2002		WrongLogged	1590169987669	1590169992552	OK	 
REQUEST	2007		WrongLogged	1590169987669	1590169992553	OK	 
REQUEST	1973		RightLogged	1590169987671	1590169992553	OK	 
REQUEST	1976		RightLogged	1590169987684	1590169992554	OK	 
REQUEST	2010		WrongLogged	1590169987686	1590169992554	OK	 
REQUEST	3939		Welcome	1590169987665	1590169992559	OK	 
REQUEST	3173		RightLogin	1590169987723	1590169992559	OK	 
REQUEST	3124		RightLogin	1590169987724	1590169992559	OK	 
REQUEST	3206		WrongLogin	1590169987726	1590169992560	OK	 
REQUEST	3208		WrongLogin	1590169987728	1590169992560	OK	 
USER	VerMisLocalesNegativoTest	4319	START	1590169992562	1590169992562
REQUEST	3975		Welcome	1590169987730	1590169992567	OK	 
USER	VerMisLocalesPositivoTest	244	END	1590169935129	1590169992568
REQUEST	3971		Welcome	1590169987609	1590169992572	OK	 
USER	VerMisLocalesPositivoTest	4285	START	1590169992570	1590169992570
REQUEST	3942		Welcome	1590169987758	1590169992575	OK	 
REQUEST	3938		Welcome	1590169987653	1590169992577	OK	 
REQUEST	3166		RightLogin	1590169987774	1590169992578	OK	 
REQUEST	3171		RightLogin	1590169987777	1590169992578	OK	 
REQUEST	3170		RightLogin	1590169987771	1590169992578	OK	 
REQUEST	3174		RightLogin	1590169987780	1590169992578	OK	 
REQUEST	3163		WrongLogin	1590169987782	1590169992579	OK	 
REQUEST	3974		Welcome	1590169987694	1590169992582	OK	 
REQUEST	1657		WrongLogged Redirect 1	1590169987604	1590169992584	OK	 
REQUEST	3973		Welcome	1590169987665	1590169992584	OK	 
REQUEST	3937		Welcome	1590169987609	1590169992586	OK	 
REQUEST	3936		Welcome	1590169987580	1590169992588	OK	 
REQUEST	3977		Welcome	1590169987784	1590169992591	OK	 
USER	VerMisLocalesNegativoTest	4320	START	1590169992597	1590169992597
USER	VerMisLocalesPositivoTest	4286	START	1590169992597	1590169992597
USER	VerMisLocalesPositivoTest	228	END	1590169934637	1590169992635
USER	VerMisLocalesNegativoTest	4321	START	1590169992637	1590169992637
USER	VerMisLocalesPositivoTest	4287	START	1590169992639	1590169992639
USER	VerMisLocalesPositivoTest	157	END	1590169933578	1590169992647
REQUEST	3976		Welcome	1590169987764	1590169992647	OK	 
USER	VerMisLocalesNegativoTest	4322	START	1590169992649	1590169992649
REQUEST	3850		Welcome	1590169986124	1590169992656	OK	 
REQUEST	1625		RightLogged Redirect 1	1590169987873	1590169992662	OK	 
REQUEST	3175		RightLogin	1590169987877	1590169992664	OK	 
REQUEST	3210		WrongLogin	1590169987879	1590169992665	OK	 
USER	VerMisLocalesPositivoTest	248	END	1590169935216	1590169992675
USER	VerMisLocalesPositivoTest	288	END	1590169935393	1590169992677
USER	VerMisLocalesPositivoTest	4288	START	1590169992678	1590169992678
USER	VerMisLocalesNegativoTest	4323	START	1590169992679	1590169992679
USER	VerMisLocalesPositivoTest	174	END	1590169934090	1590169992700
USER	VerMisLocalesPositivoTest	289	END	1590169935416	1590169992702
USER	VerMisLocalesPositivoTest	285	END	1590169935306	1590169992705
USER	VerMisLocalesPositivoTest	242	END	1590169935056	1590169992706
USER	VerMisLocalesPositivoTest	181	END	1590169934289	1590169992709
USER	VerMisLocalesPositivoTest	290	END	1590169935449	1590169992709
USER	VerMisLocalesPositivoTest	250	END	1590169935281	1590169992710
USER	VerMisLocalesNegativoTest	4324	START	1590169992711	1590169992711
USER	VerMisLocalesPositivoTest	4289	START	1590169992711	1590169992711
REQUEST	3940		Welcome	1590169987688	1590169992722	OK	 
REQUEST	3209		WrongLogin	1590169987892	1590169992724	OK	 
REQUEST	3945		Welcome	1590169987848	1590169992729	OK	 
REQUEST	3943		Welcome	1590169987783	1590169992730	OK	 
REQUEST	3979		Welcome	1590169987843	1590169992733	OK	 
REQUEST	3980		Welcome	1590169987858	1590169992733	OK	 
REQUEST	3941		Welcome	1590169987730	1590169992738	OK	 
REQUEST	3944		Welcome	1590169987807	1590169992742	OK	 
REQUEST	3946		Welcome	1590169987858	1590169992742	OK	 
REQUEST	3177		RightLogin	1590169987927	1590169992743	OK	 
USER	VerMisLocalesPositivoTest	4290	START	1590169992745	1590169992745
USER	VerMisLocalesNegativoTest	4325	START	1590169992747	1590169992747
REQUEST	3978		Welcome	1590169987812	1590169992754	OK	 
REQUEST	1660		WrongLogged Redirect 1	1590169987888	1590169992755	OK	 
REQUEST	1659		WrongLogged Redirect 1	1590169987910	1590169992755	OK	 
REQUEST	1624		RightLogged Redirect 1	1590169987911	1590169992758	OK	 
REQUEST	1770		RightLogged	1590169984771	1590169992760	OK	 
REQUEST	3981		Welcome	1590169987900	1590169992764	OK	 
REQUEST	3178		RightLogin	1590169987968	1590169992766	OK	 
REQUEST	1433		RightLogged Redirect 1	1590169984107	1590169992769	OK	 
REQUEST	1832		RightLogged	1590169985549	1590169992770	OK	 
USER	VerMisLocalesPositivoTest	4291	START	1590169992772	1590169992772
USER	VerMisLocalesNegativoTest	4326	START	1590169992772	1590169992772
REQUEST	3949		Welcome	1590169987963	1590169992783	OK	 
REQUEST	3179		RightLogin	1590169987998	1590169992784	OK	 
REQUEST	3213		WrongLogin	1590169988000	1590169992785	OK	 
REQUEST	1623		RightLogged Redirect 1	1590169987910	1590169992790	OK	 
REQUEST	1626		RightLogged Redirect 1	1590169987949	1590169992790	OK	 
REQUEST	3982		Welcome	1590169987934	1590169992790	OK	 
REQUEST	1122		WrongLogged Redirect 1	1590169981674	1590169992793	OK	 
REQUEST	1661		WrongLogged Redirect 1	1590169987949	1590169992797	OK	 
REQUEST	1627		RightLogged Redirect 1	1590169988022	1590169992799	OK	 
USER	VerMisLocalesPositivoTest	4292	START	1590169992802	1590169992802
USER	VerMisLocalesNegativoTest	4327	START	1590169992803	1590169992803
USER	VerMisLocalesPositivoTest	4293	START	1590169992818	1590169992818
USER	VerMisLocalesNegativoTest	4328	START	1590169992821	1590169992821
REQUEST	3986		Welcome	1590169988040	1590169992833	OK	 
REQUEST	1597		WrongLogged Redirect 1	1590169986267	1590169992835	OK	 
REQUEST	2702		RightLogin	1590169988079	1590169992835	OK	 
REQUEST	3176		RightLogin	1590169988079	1590169992835	OK	 
REQUEST	3211		WrongLogin	1590169988092	1590169992835	OK	 
REQUEST	3987		Welcome	1590169988064	1590169992840	OK	 
USER	VerMisLocalesPositivoTest	4294	START	1590169992847	1590169992847
REQUEST	1663		WrongLogged Redirect 1	1590169988037	1590169992848	OK	 
USER	VerMisLocalesNegativoTest	4329	START	1590169992851	1590169992851
REQUEST	1549		RightLogged Redirect 1	1590169987922	1590169992857	OK	 
REQUEST	3985		Welcome	1590169988014	1590169992860	OK	 
REQUEST	2571		WrongLogin	1590169988154	1590169992861	OK	 
REQUEST	3953		Welcome	1590169988064	1590169992865	OK	 
REQUEST	3950		Welcome	1590169987986	1590169992866	OK	 
REQUEST	3990		Welcome	1590169988170	1590169992869	OK	 
REQUEST	3952		Welcome	1590169988041	1590169992875	OK	 
REQUEST	3957		Welcome	1590169988179	1590169992875	OK	 
REQUEST	1712		RightLogged	1590169984140	1590169992878	OK	 
REQUEST	3086		RightLogin	1590169988199	1590169992878	OK	 
USER	VerMisLocalesPositivoTest	4295	START	1590169992890	1590169992890
USER	VerMisLocalesNegativoTest	4330	START	1590169992892	1590169992892
REQUEST	679		Forbidden	1590169988208	1590169992901	OK	 
REQUEST	3954		Welcome	1590169988096	1590169992905	OK	 
REQUEST	3656		Welcome	1590169983571	1590169992913	OK	 
USER	VerMisLocalesPositivoTest	4296	START	1590169992941	1590169992941
USER	VerMisLocalesNegativoTest	4331	START	1590169992949	1590169992949
REQUEST	680		Forbidden	1590169988244	1590169992951	OK	 
USER	VerMisLocalesNegativoTest	4332	START	1590169992952	1590169992952
USER	VerMisLocalesPositivoTest	4297	START	1590169992951	1590169992951
USER	VerMisLocalesPositivoTest	4298	START	1590169992958	1590169992958
USER	VerMisLocalesNegativoTest	4333	START	1590169992959	1590169992959
REQUEST	3991		Welcome	1590169988179	1590169992969	OK	 
REQUEST	1832		RightLogged Redirect 1	1590169992771	1590169992969	OK	 
REQUEST	3989		Welcome	1590169988124	1590169992973	OK	 
REQUEST	3215		WrongLogin	1590169988257	1590169992975	OK	 
REQUEST	2538		RightLogin	1590169988261	1590169992977	OK	 
REQUEST	3180		RightLogin	1590169988259	1590169992979	OK	 
REQUEST	3181		RightLogin	1590169988261	1590169992981	OK	 
REQUEST	1327		WrongLogged	1590169978092	1590169992982	OK	 
USER	VerMisLocalesPositivoTest	229	END	1590169934656	1590169992986
USER	VerMisLocalesNegativoTest	4334	START	1590169992991	1590169992991
USER	VerMisLocalesPositivoTest	4299	START	1590169992989	1590169992989
REQUEST	3951		Welcome	1590169988007	1590169993003	OK	 
REQUEST	3988		Welcome	1590169988105	1590169993004	OK	 
REQUEST	3955		Welcome	1590169988123	1590169993006	OK	 
USER	VerMisLocalesPositivoTest	295	END	1590169935589	1590169993008
REQUEST	3958		Welcome	1590169988211	1590169993012	OK	 
REQUEST	712		MyLocales	1590169988256	1590169993014	OK	 
REQUEST	1574		RightLogged Redirect 1	1590169988231	1590169993018	OK	 
REQUEST	3995		Welcome	1590169988305	1590169993021	OK	 
REQUEST	3996		Welcome	1590169988331	1590169993022	OK	 
USER	VerMisLocalesPositivoTest	4300	START	1590169993025	1590169993025
USER	VerMisLocalesNegativoTest	4335	START	1590169993028	1590169993028
REQUEST	3960		Welcome	1590169988262	1590169993037	OK	 
USER	VerMisLocalesPositivoTest	154	END	1590169933489	1590169993039
REQUEST	3993		Welcome	1590169988253	1590169993043	OK	 
REQUEST	1630		RightLogged Redirect 1	1590169988354	1590169993046	OK	 
USER	VerMisLocalesPositivoTest	4301	START	1590169993048	1590169993048
USER	VerMisLocalesNegativoTest	4336	START	1590169993052	1590169993052
USER	VerMisLocalesPositivoTest	236	END	1590169934882	1590169993062
REQUEST	693		Forbidden	1590169988367	1590169993063	OK	 
USER	VerMisLocalesPositivoTest	292	END	1590169935517	1590169993066
REQUEST	1532		WrongLogged Redirect 1	1590169988194	1590169993074	OK	 
REQUEST	3859		Welcome	1590169986474	1590169993074	OK	 
REQUEST	4030		Welcome	1590169988311	1590169993078	OK	 
USER	VerMisLocalesPositivoTest	247	END	1590169935200	1590169993080
USER	VerMisLocalesPositivoTest	4302	START	1590169993080	1590169993080
USER	VerMisLocalesNegativoTest	4337	START	1590169993082	1590169993082
USER	VerMisLocalesPositivoTest	238	END	1590169934936	1590169993091
REQUEST	1300		RightLogged Redirect 1	1590169981875	1590169993102	OK	 
REQUEST	3833		Welcome	1590169985651	1590169993107	OK	 
REQUEST	645		MyLocales	1590169988363	1590169993107	OK	 
REQUEST	1361		RightLogged Redirect 1	1590169988346	1590169993111	OK	 
REQUEST	521		MyLocales	1590169984212	1590169993112	OK	 
USER	VerMisLocalesPositivoTest	293	END	1590169935540	1590169993116
USER	VerMisLocalesPositivoTest	243	END	1590169935080	1590169993118
USER	VerMisLocalesPositivoTest	4303	START	1590169993118	1590169993118
USER	VerMisLocalesNegativoTest	4338	START	1590169993119	1590169993119
USER	VerMisLocalesPositivoTest	235	END	1590169934848	1590169993121
REQUEST	1554		RightLogged Redirect 1	1590169988357	1590169993129	OK	 
REQUEST	4032		Welcome	1590169988377	1590169993134	OK	 
REQUEST	3999		Welcome	1590169988425	1590169993135	OK	 
REQUEST	1665		WrongLogged Redirect 1	1590169988355	1590169993139	OK	 
REQUEST	4034		Welcome	1590169988425	1590169993140	OK	 
REQUEST	649		MyLocales	1590169988464	1590169993141	OK	 
REQUEST	3214		WrongLogin	1590169988533	1590169993141	OK	 
REQUEST	583		MyLocales	1590169988474	1590169993141	OK	 
REQUEST	3217		WrongLogin	1590169988538	1590169993141	OK	 
REQUEST	3216		WrongLogin	1590169988533	1590169993141	OK	 
REQUEST	3185		RightLogin	1590169988534	1590169993141	OK	 
REQUEST	3182		RightLogin	1590169988534	1590169993142	OK	 
REQUEST	3219		WrongLogin	1590169988538	1590169993142	OK	 
REQUEST	3183		RightLogin	1590169988533	1590169993142	OK	 
REQUEST	3862		Welcome	1590169986528	1590169993147	OK	 
REQUEST	4035		Welcome	1590169988443	1590169993147	OK	 
REQUEST	1631		RightLogged Redirect 1	1590169988388	1590169993152	OK	 
REQUEST	3998		Welcome	1590169988397	1590169993152	OK	 
REQUEST	1493		RightLogged	1590169980846	1590169993156	OK	 
USER	VerMisLocalesPositivoTest	4304	START	1590169993159	1590169993159
USER	VerMisLocalesNegativoTest	4339	START	1590169993159	1590169993159
USER	VerMisLocalesNegativoTest	4340	START	1590169993165	1590169993165
USER	VerMisLocalesPositivoTest	4305	START	1590169993165	1590169993165
REQUEST	3486		Welcome	1590169980691	1590169993174	OK	 
REQUEST	3345		Welcome	1590169978746	1590169993181	OK	 
