ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AceptarLocalTest	aceptarlocaltest	1590257910400	 	3.3.1
REQUEST	815		Welcome	1590257951868	1590257951875	OK	 
REQUEST	515		WrongLogged	1590257951901	1590257951902	OK	 
REQUEST	515		WrongLogged Redirect 1	1590257951902	1590257951903	OK	 
REQUEST	695		WrongLogin	1590257951916	1590257951917	OK	 
REQUEST	685		RightLogin	1590257951916	1590257951917	OK	 
USER	AceptarLocalTestPositivo	806	START	1590257951966	1590257951966
USER	AceptarLocalTestNegativo	816	START	1590257951966	1590257951966
REQUEST	816		Welcome	1590257951966	1590257951970	OK	 
REQUEST	806		Welcome	1590257951966	1590257951970	OK	 
REQUEST	696		WrongLogin	1590257951986	1590257951987	OK	 
REQUEST	686		RightLogin	1590257951986	1590257951987	OK	 
REQUEST	516		WrongLogged	1590257952001	1590257952003	OK	 
REQUEST	516		WrongLogged Redirect 1	1590257952003	1590257952006	OK	 
USER	AceptarLocalTestPositivo	807	START	1590257952066	1590257952066
USER	AceptarLocalTestNegativo	817	START	1590257952066	1590257952066
REQUEST	817		Welcome	1590257952066	1590257952068	OK	 
REQUEST	807		Welcome	1590257952066	1590257952068	OK	 
REQUEST	687		RightLogin	1590257952079	1590257952080	OK	 
REQUEST	697		WrongLogin	1590257952079	1590257952080	OK	 
REQUEST	517		WrongLogged	1590257952111	1590257952111	OK	 
REQUEST	517		WrongLogged Redirect 1	1590257952112	1590257952114	OK	 
USER	AceptarLocalTestNegativo	818	START	1590257952172	1590257952172
USER	AceptarLocalTestPositivo	808	START	1590257952172	1590257952172
REQUEST	808		Welcome	1590257952172	1590257952175	OK	 
REQUEST	818		Welcome	1590257952172	1590257952175	OK	 
REQUEST	518		WrongLogged	1590257952204	1590257952204	OK	 
REQUEST	518		WrongLogged Redirect 1	1590257952205	1590257952206	OK	 
REQUEST	698		WrongLogin	1590257952206	1590257952206	OK	 
REQUEST	688		RightLogin	1590257952206	1590257952206	OK	 
USER	AceptarLocalTestNegativo	819	START	1590257952266	1590257952266
USER	AceptarLocalTestPositivo	809	START	1590257952266	1590257952266
REQUEST	809		Welcome	1590257952266	1590257952268	OK	 
REQUEST	819		Welcome	1590257952266	1590257952268	OK	 
REQUEST	689		RightLogin	1590257952298	1590257952298	OK	 
REQUEST	699		WrongLogin	1590257952298	1590257952299	OK	 
REQUEST	519		WrongLogged	1590257952316	1590257952316	OK	 
REQUEST	519		WrongLogged Redirect 1	1590257952317	1590257952318	OK	 
USER	AceptarLocalTestNegativo	820	START	1590257952376	1590257952376
USER	AceptarLocalTestPositivo	810	START	1590257952376	1590257952376
REQUEST	820		Welcome	1590257952376	1590257952381	OK	 
REQUEST	810		Welcome	1590257952376	1590257952381	OK	 
REQUEST	690		RightLogin	1590257952392	1590257952393	OK	 
REQUEST	520		WrongLogged	1590257952392	1590257952393	OK	 
REQUEST	700		WrongLogin	1590257952392	1590257952393	OK	 
REQUEST	520		WrongLogged Redirect 1	1590257952394	1590257952397	OK	 
USER	AceptarLocalTestNegativo	821	START	1590257952469	1590257952469
USER	AceptarLocalTestPositivo	811	START	1590257952469	1590257952469
REQUEST	821		Welcome	1590257952470	1590257952475	OK	 
REQUEST	811		Welcome	1590257952470	1590257952475	OK	 
REQUEST	701		WrongLogin	1590257952486	1590257952487	OK	 
REQUEST	691		RightLogin	1590257952486	1590257952487	OK	 
REQUEST	521		WrongLogged	1590257952501	1590257952502	OK	 
REQUEST	521		WrongLogged Redirect 1	1590257952502	1590257952503	OK	 
USER	AceptarLocalTestPositivo	812	START	1590257952566	1590257952566
USER	AceptarLocalTestNegativo	822	START	1590257952566	1590257952566
REQUEST	812		Welcome	1590257952566	1590257952568	OK	 
REQUEST	822		Welcome	1590257952566	1590257952568	OK	 
REQUEST	692		RightLogin	1590257952579	1590257952580	OK	 
REQUEST	522		WrongLogged	1590257952579	1590257952580	OK	 
REQUEST	702		WrongLogin	1590257952579	1590257952580	OK	 
REQUEST	522		WrongLogged Redirect 1	1590257952580	1590257952582	OK	 
USER	AceptarLocalTestNegativo	833	START	1590257952657	1590257952657
USER	AceptarLocalTestPositivo	823	START	1590257952657	1590257952657
REQUEST	823		Welcome	1590257952657	1590257952659	OK	 
REQUEST	833		Welcome	1590257952657	1590257952659	OK	 
REQUEST	703		RightLogin	1590257952676	1590257952676	OK	 
REQUEST	713		WrongLogin	1590257952676	1590257952676	OK	 
REQUEST	533		WrongLogged	1590257952688	1590257952689	OK	 
REQUEST	533		WrongLogged Redirect 1	1590257952689	1590257952690	OK	 
USER	AceptarLocalTestNegativo	834	START	1590257952766	1590257952766
USER	AceptarLocalTestPositivo	824	START	1590257952766	1590257952766
REQUEST	824		Welcome	1590257952767	1590257952770	OK	 
REQUEST	834		Welcome	1590257952767	1590257952770	OK	 
REQUEST	714		WrongLogin	1590257952798	1590257952799	OK	 
REQUEST	704		RightLogin	1590257952798	1590257952799	OK	 
REQUEST	534		WrongLogged	1590257952798	1590257952800	OK	 
REQUEST	534		WrongLogged Redirect 1	1590257952800	1590257952803	OK	 
USER	AceptarLocalTestPositivo	825	START	1590257952860	1590257952860
USER	AceptarLocalTestNegativo	835	START	1590257952860	1590257952860
REQUEST	825		Welcome	1590257952860	1590257952862	OK	 
REQUEST	835		Welcome	1590257952860	1590257952862	OK	 
REQUEST	535		WrongLogged	1590257952876	1590257952877	OK	 
REQUEST	535		WrongLogged Redirect 1	1590257952877	1590257952878	OK	 
REQUEST	705		RightLogin	1590257952891	1590257952892	OK	 
REQUEST	715		WrongLogin	1590257952891	1590257952892	OK	 
USER	AceptarLocalTestPositivo	826	START	1590257952956	1590257952956
USER	AceptarLocalTestNegativo	836	START	1590257952956	1590257952956
REQUEST	836		Welcome	1590257952956	1590257952958	OK	 
REQUEST	826		Welcome	1590257952956	1590257952958	OK	 
REQUEST	706		RightLogin	1590257952985	1590257952986	OK	 
REQUEST	716		WrongLogin	1590257952985	1590257952986	OK	 
REQUEST	536		WrongLogged	1590257952986	1590257952987	OK	 
REQUEST	536		WrongLogged Redirect 1	1590257952987	1590257952989	OK	 
USER	AceptarLocalTestPositivo	827	START	1590257953056	1590257953056
USER	AceptarLocalTestNegativo	837	START	1590257953056	1590257953056
REQUEST	827		Welcome	1590257953056	1590257953058	OK	 
REQUEST	837		Welcome	1590257953056	1590257953058	OK	 
REQUEST	707		RightLogin	1590257953068	1590257953068	OK	 
REQUEST	717		WrongLogin	1590257953068	1590257953069	OK	 
REQUEST	537		WrongLogged	1590257953068	1590257953069	OK	 
REQUEST	537		WrongLogged Redirect 1	1590257953069	1590257953070	OK	 
USER	AceptarLocalTestPositivo	828	START	1590257953161	1590257953161
USER	AceptarLocalTestNegativo	838	START	1590257953161	1590257953161
REQUEST	838		Welcome	1590257953162	1590257953164	OK	 
REQUEST	828		Welcome	1590257953162	1590257953164	OK	 
REQUEST	708		RightLogin	1590257953166	1590257953166	OK	 
REQUEST	718		WrongLogin	1590257953166	1590257953166	OK	 
REQUEST	538		WrongLogged	1590257953177	1590257953178	OK	 
REQUEST	538		WrongLogged Redirect 1	1590257953178	1590257953180	OK	 
USER	AceptarLocalTestNegativo	839	START	1590257953256	1590257953256
USER	AceptarLocalTestPositivo	829	START	1590257953256	1590257953256
REQUEST	829		Welcome	1590257953256	1590257953258	OK	 
REQUEST	839		Welcome	1590257953256	1590257953258	OK	 
REQUEST	709		RightLogin	1590257953276	1590257953276	OK	 
REQUEST	719		WrongLogin	1590257953276	1590257953276	OK	 
REQUEST	539		WrongLogged	1590257953287	1590257953287	OK	 
REQUEST	539		WrongLogged Redirect 1	1590257953287	1590257953289	OK	 
USER	AceptarLocalTestNegativo	840	START	1590257953364	1590257953364
USER	AceptarLocalTestPositivo	830	START	1590257953364	1590257953364
REQUEST	710		RightLogin	1590257953366	1590257953367	OK	 
REQUEST	720		WrongLogin	1590257953366	1590257953367	OK	 
REQUEST	540		WrongLogged	1590257953366	1590257953367	OK	 
REQUEST	840		Welcome	1590257953365	1590257953370	OK	 
REQUEST	830		Welcome	1590257953365	1590257953370	OK	 
REQUEST	540		WrongLogged Redirect 1	1590257953368	1590257953370	OK	 
USER	AceptarLocalTestPositivo	831	START	1590257953458	1590257953458
USER	AceptarLocalTestNegativo	841	START	1590257953458	1590257953458
REQUEST	841		Welcome	1590257953458	1590257953461	OK	 
REQUEST	831		Welcome	1590257953458	1590257953461	OK	 
REQUEST	721		WrongLogin	1590257953473	1590257953474	OK	 
REQUEST	711		RightLogin	1590257953473	1590257953474	OK	 
REQUEST	541		WrongLogged	1590257953476	1590257953476	OK	 
REQUEST	541		WrongLogged Redirect 1	1590257953476	1590257953477	OK	 
USER	AceptarLocalTestNegativo	842	START	1590257953556	1590257953556
USER	AceptarLocalTestPositivo	832	START	1590257953556	1590257953556
REQUEST	832		Welcome	1590257953556	1590257953558	OK	 
REQUEST	842		Welcome	1590257953556	1590257953558	OK	 
REQUEST	712		RightLogin	1590257953583	1590257953583	OK	 
REQUEST	722		WrongLogin	1590257953583	1590257953583	OK	 
REQUEST	542		WrongLogged	1590257953586	1590257953586	OK	 
REQUEST	542		WrongLogged Redirect 1	1590257953586	1590257953587	OK	 
USER	AceptarLocalTestPositivo	843	START	1590257953661	1590257953661
USER	AceptarLocalTestNegativo	853	START	1590257953661	1590257953661
REQUEST	853		Welcome	1590257953661	1590257953663	OK	 
REQUEST	843		Welcome	1590257953661	1590257953663	OK	 
REQUEST	723		RightLogin	1590257953666	1590257953666	OK	 
REQUEST	733		WrongLogin	1590257953666	1590257953666	OK	 
REQUEST	553		WrongLogged	1590257953696	1590257953696	OK	 
REQUEST	553		WrongLogged Redirect 1	1590257953696	1590257953697	OK	 
USER	AceptarLocalTestPositivo	844	START	1590257953756	1590257953756
USER	AceptarLocalTestNegativo	854	START	1590257953756	1590257953756
REQUEST	844		Welcome	1590257953756	1590257953758	OK	 
REQUEST	854		Welcome	1590257953756	1590257953758	OK	 
REQUEST	734		WrongLogin	1590257953770	1590257953771	OK	 
REQUEST	724		RightLogin	1590257953770	1590257953771	OK	 
REQUEST	554		WrongLogged	1590257953806	1590257953807	OK	 
REQUEST	554		WrongLogged Redirect 1	1590257953807	1590257953809	OK	 
USER	AceptarLocalTestNegativo	855	START	1590257953864	1590257953864
USER	AceptarLocalTestPositivo	845	START	1590257953864	1590257953864
REQUEST	845		Welcome	1590257953864	1590257953866	OK	 
REQUEST	855		Welcome	1590257953864	1590257953866	OK	 
REQUEST	725		RightLogin	1590257953883	1590257953883	OK	 
REQUEST	735		WrongLogin	1590257953883	1590257953883	OK	 
REQUEST	555		WrongLogged	1590257953886	1590257953886	OK	 
REQUEST	555		WrongLogged Redirect 1	1590257953886	1590257953887	OK	 
USER	AceptarLocalTestPositivo	846	START	1590257953961	1590257953961
USER	AceptarLocalTestNegativo	856	START	1590257953961	1590257953961
REQUEST	856		Welcome	1590257953961	1590257953963	OK	 
REQUEST	846		Welcome	1590257953961	1590257953963	OK	 
REQUEST	736		WrongLogin	1590257953977	1590257953978	OK	 
REQUEST	726		RightLogin	1590257953977	1590257953978	OK	 
REQUEST	556		WrongLogged	1590257954008	1590257954008	OK	 
REQUEST	556		WrongLogged Redirect 1	1590257954009	1590257954009	OK	 
USER	AceptarLocalTestPositivo	847	START	1590257954057	1590257954057
USER	AceptarLocalTestNegativo	857	START	1590257954057	1590257954057
REQUEST	857		Welcome	1590257954057	1590257954059	OK	 
REQUEST	847		Welcome	1590257954057	1590257954059	OK	 
REQUEST	737		WrongLogin	1590257954073	1590257954073	OK	 
REQUEST	727		RightLogin	1590257954073	1590257954074	OK	 
REQUEST	557		WrongLogged	1590257954089	1590257954089	OK	 
REQUEST	557		WrongLogged Redirect 1	1590257954089	1590257954090	OK	 
USER	AceptarLocalTestPositivo	848	START	1590257954156	1590257954156
USER	AceptarLocalTestNegativo	858	START	1590257954156	1590257954156
REQUEST	848		Welcome	1590257954156	1590257954159	OK	 
REQUEST	858		Welcome	1590257954156	1590257954159	OK	 
REQUEST	728		RightLogin	1590257954182	1590257954183	OK	 
REQUEST	738		WrongLogin	1590257954182	1590257954183	OK	 
REQUEST	558		WrongLogged	1590257954186	1590257954186	OK	 
REQUEST	558		WrongLogged Redirect 1	1590257954187	1590257954189	OK	 
USER	AceptarLocalTestNegativo	859	START	1590257954260	1590257954260
USER	AceptarLocalTestPositivo	849	START	1590257954260	1590257954260
REQUEST	859		Welcome	1590257954261	1590257954265	OK	 
REQUEST	849		Welcome	1590257954261	1590257954266	OK	 
REQUEST	729		RightLogin	1590257954276	1590257954277	OK	 
REQUEST	739		WrongLogin	1590257954276	1590257954277	OK	 
REQUEST	559		WrongLogged	1590257954292	1590257954294	OK	 
REQUEST	559		WrongLogged Redirect 1	1590257954294	1590257954297	OK	 
USER	AceptarLocalTestPositivo	850	START	1590257954356	1590257954356
USER	AceptarLocalTestNegativo	860	START	1590257954356	1590257954356
REQUEST	850		Welcome	1590257954356	1590257954361	OK	 
REQUEST	860		Welcome	1590257954356	1590257954361	OK	 
REQUEST	730		RightLogin	1590257954370	1590257954371	OK	 
REQUEST	740		WrongLogin	1590257954370	1590257954371	OK	 
REQUEST	560		WrongLogged	1590257954402	1590257954404	OK	 
REQUEST	560		WrongLogged Redirect 1	1590257954404	1590257954407	OK	 
USER	AceptarLocalTestNegativo	861	START	1590257954464	1590257954464
USER	AceptarLocalTestPositivo	851	START	1590257954464	1590257954464
REQUEST	851		Welcome	1590257954464	1590257954466	OK	 
REQUEST	861		Welcome	1590257954464	1590257954466	OK	 
REQUEST	741		WrongLogin	1590257954479	1590257954480	OK	 
REQUEST	731		RightLogin	1590257954479	1590257954480	OK	 
REQUEST	561		WrongLogged	1590257954495	1590257954496	OK	 
REQUEST	561		WrongLogged Redirect 1	1590257954496	1590257954497	OK	 
USER	AceptarLocalTestPositivo	852	START	1590257954557	1590257954557
USER	AceptarLocalTestNegativo	862	START	1590257954557	1590257954557
REQUEST	862		Welcome	1590257954557	1590257954559	OK	 
REQUEST	852		Welcome	1590257954557	1590257954559	OK	 
REQUEST	562		WrongLogged	1590257954576	1590257954576	OK	 
REQUEST	562		WrongLogged Redirect 1	1590257954577	1590257954578	OK	 
REQUEST	732		RightLogin	1590257954589	1590257954590	OK	 
REQUEST	742		WrongLogin	1590257954589	1590257954590	OK	 
REQUEST	1		RightLogged	1590257954620	1590257954621	OK	 
REQUEST	1		RightLogged Redirect 1	1590257954621	1590257954622	OK	 
USER	AceptarLocalTestNegativo	873	START	1590257954656	1590257954656
USER	AceptarLocalTestPositivo	863	START	1590257954656	1590257954656
REQUEST	873		Welcome	1590257954656	1590257954660	OK	 
REQUEST	863		Welcome	1590257954656	1590257954660	OK	 
REQUEST	573		WrongLogged	1590257954683	1590257954684	OK	 
REQUEST	573		WrongLogged Redirect 1	1590257954684	1590257954687	OK	 
REQUEST	752		WrongLogin	1590257954686	1590257954687	OK	 
REQUEST	2		RightLogged	1590257954686	1590257954687	OK	 
REQUEST	743		RightLogin	1590257954686	1590257954687	OK	 
REQUEST	2		RightLogged Redirect 1	1590257954687	1590257954690	OK	 
USER	AceptarLocalTestNegativo	874	START	1590257954760	1590257954760
USER	AceptarLocalTestPositivo	864	START	1590257954760	1590257954760
REQUEST	864		Welcome	1590257954760	1590257954762	OK	 
REQUEST	874		Welcome	1590257954760	1590257954762	OK	 
REQUEST	744		RightLogin	1590257954776	1590257954776	OK	 
REQUEST	753		WrongLogin	1590257954776	1590257954776	OK	 
REQUEST	574		WrongLogged	1590257954796	1590257954797	OK	 
REQUEST	3		RightLogged	1590257954796	1590257954797	OK	 
REQUEST	574		WrongLogged Redirect 1	1590257954797	1590257954798	OK	 
REQUEST	3		RightLogged Redirect 1	1590257954797	1590257954798	OK	 
USER	AceptarLocalTestNegativo	875	START	1590257954856	1590257954856
USER	AceptarLocalTestPositivo	865	START	1590257954856	1590257954856
REQUEST	865		Welcome	1590257954856	1590257954858	OK	 
REQUEST	875		Welcome	1590257954856	1590257954858	OK	 
REQUEST	745		RightLogin	1590257954885	1590257954886	OK	 
REQUEST	754		WrongLogin	1590257954885	1590257954886	OK	 
REQUEST	575		WrongLogged	1590257954886	1590257954886	OK	 
REQUEST	575		WrongLogged Redirect 1	1590257954886	1590257954887	OK	 
REQUEST	4		RightLogged	1590257954901	1590257954902	OK	 
REQUEST	4		RightLogged Redirect 1	1590257954902	1590257954903	OK	 
USER	AceptarLocalTestPositivo	866	START	1590257954963	1590257954963
USER	AceptarLocalTestNegativo	876	START	1590257954963	1590257954963
REQUEST	876		Welcome	1590257954963	1590257954966	OK	 
REQUEST	866		Welcome	1590257954963	1590257954966	OK	 
REQUEST	746		RightLogin	1590257954979	1590257954980	OK	 
REQUEST	755		WrongLogin	1590257954979	1590257954980	OK	 
REQUEST	576		WrongLogged	1590257954979	1590257954980	OK	 
REQUEST	576		WrongLogged Redirect 1	1590257954980	1590257954981	OK	 
REQUEST	5		RightLogged	1590257954995	1590257954995	OK	 
REQUEST	5		RightLogged Redirect 1	1590257954995	1590257954996	OK	 
USER	AceptarLocalTestNegativo	877	START	1590257955057	1590257955057
USER	AceptarLocalTestPositivo	867	START	1590257955057	1590257955057
REQUEST	867		Welcome	1590257955057	1590257955060	OK	 
REQUEST	877		Welcome	1590257955057	1590257955060	OK	 
REQUEST	6		RightLogged	1590257955076	1590257955076	OK	 
REQUEST	6		RightLogged Redirect 1	1590257955077	1590257955078	OK	 
REQUEST	756		WrongLogin	1590257955091	1590257955092	OK	 
REQUEST	747		RightLogin	1590257955091	1590257955092	OK	 
REQUEST	577		WrongLogged	1590257955091	1590257955092	OK	 
REQUEST	577		WrongLogged Redirect 1	1590257955092	1590257955093	OK	 
USER	AceptarLocalTestPositivo	868	START	1590257955156	1590257955156
USER	AceptarLocalTestNegativo	878	START	1590257955156	1590257955156
REQUEST	868		Welcome	1590257955156	1590257955158	OK	 
REQUEST	878		Welcome	1590257955156	1590257955158	OK	 
REQUEST	757		WrongLogin	1590257955185	1590257955185	OK	 
REQUEST	748		RightLogin	1590257955185	1590257955186	OK	 
REQUEST	7		RightLogged	1590257955185	1590257955186	OK	 
REQUEST	7		RightLogged Redirect 1	1590257955186	1590257955187	OK	 
REQUEST	578		WrongLogged	1590257955201	1590257955201	OK	 
REQUEST	578		WrongLogged Redirect 1	1590257955201	1590257955202	OK	 
USER	AceptarLocalTestPositivo	869	START	1590257955263	1590257955263
USER	AceptarLocalTestNegativo	879	START	1590257955263	1590257955263
REQUEST	869		Welcome	1590257955263	1590257955265	OK	 
REQUEST	879		Welcome	1590257955263	1590257955265	OK	 
REQUEST	758		WrongLogin	1590257955279	1590257955280	OK	 
REQUEST	749		RightLogin	1590257955279	1590257955279	OK	 
REQUEST	579		WrongLogged	1590257955279	1590257955280	OK	 
REQUEST	579		WrongLogged Redirect 1	1590257955280	1590257955281	OK	 
REQUEST	8		RightLogged	1590257955296	1590257955296	OK	 
REQUEST	8		RightLogged Redirect 1	1590257955296	1590257955298	OK	 
USER	AceptarLocalTestPositivo	870	START	1590257955357	1590257955357
USER	AceptarLocalTestNegativo	880	START	1590257955357	1590257955357
REQUEST	880		Welcome	1590257955357	1590257955359	OK	 
REQUEST	870		Welcome	1590257955357	1590257955359	OK	 
REQUEST	759		WrongLogin	1590257955376	1590257955376	OK	 
REQUEST	750		RightLogin	1590257955376	1590257955377	OK	 
REQUEST	9		RightLogged	1590257955376	1590257955377	OK	 
REQUEST	580		WrongLogged	1590257955376	1590257955377	OK	 
REQUEST	9		RightLogged Redirect 1	1590257955377	1590257955378	OK	 
REQUEST	580		WrongLogged Redirect 1	1590257955377	1590257955378	OK	 
USER	AceptarLocalTestNegativo	881	START	1590257955466	1590257955466
USER	AceptarLocalTestPositivo	871	START	1590257955466	1590257955466
REQUEST	881		Welcome	1590257955466	1590257955469	OK	 
REQUEST	871		Welcome	1590257955466	1590257955469	OK	 
REQUEST	751		RightLogin	1590257955482	1590257955483	OK	 
REQUEST	10		RightLogged	1590257955482	1590257955483	OK	 
REQUEST	581		WrongLogged	1590257955482	1590257955483	OK	 
REQUEST	760		WrongLogin	1590257955482	1590257955483	OK	 
REQUEST	581		WrongLogged Redirect 1	1590257955483	1590257955484	OK	 
REQUEST	10		RightLogged Redirect 1	1590257955483	1590257955484	OK	 
USER	AceptarLocalTestPositivo	872	START	1590257955560	1590257955560
USER	AceptarLocalTestNegativo	882	START	1590257955560	1590257955560
REQUEST	872		Welcome	1590257955561	1590257955563	OK	 
REQUEST	882		Welcome	1590257955561	1590257955563	OK	 
REQUEST	772		WrongLogin	1590257955592	1590257955592	OK	 
REQUEST	761		RightLogin	1590257955592	1590257955593	OK	 
REQUEST	582		WrongLogged	1590257955592	1590257955593	OK	 
REQUEST	11		RightLogged	1590257955592	1590257955593	OK	 
REQUEST	582		WrongLogged Redirect 1	1590257955593	1590257955594	OK	 
REQUEST	11		RightLogged Redirect 1	1590257955593	1590257955594	OK	 
USER	AceptarLocalTestNegativo	893	START	1590257955669	1590257955669
USER	AceptarLocalTestPositivo	883	START	1590257955669	1590257955669
REQUEST	762		RightLogin	1590257955669	1590257955671	OK	 
REQUEST	773		WrongLogin	1590257955669	1590257955671	OK	 
REQUEST	883		Welcome	1590257955669	1590257955676	OK	 
REQUEST	893		Welcome	1590257955669	1590257955676	OK	 
REQUEST	12		RightLogged	1590257955686	1590257955686	OK	 
REQUEST	593		WrongLogged	1590257955686	1590257955686	OK	 
REQUEST	12		RightLogged Redirect 1	1590257955687	1590257955688	OK	 
REQUEST	593		WrongLogged Redirect 1	1590257955687	1590257955688	OK	 
REQUEST	774		WrongLogin	1590257955764	1590257955764	OK	 
REQUEST	763		RightLogin	1590257955764	1590257955764	OK	 
USER	AceptarLocalTestNegativo	894	START	1590257955766	1590257955766
USER	AceptarLocalTestPositivo	884	START	1590257955766	1590257955766
REQUEST	884		Welcome	1590257955766	1590257955768	OK	 
REQUEST	894		Welcome	1590257955766	1590257955768	OK	 
REQUEST	13		RightLogged	1590257955795	1590257955796	OK	 
REQUEST	594		WrongLogged	1590257955795	1590257955796	OK	 
REQUEST	594		WrongLogged Redirect 1	1590257955796	1590257955797	OK	 
REQUEST	13		RightLogged Redirect 1	1590257955796	1590257955797	OK	 
USER	AceptarLocalTestPositivo	885	START	1590257955873	1590257955873
USER	AceptarLocalTestNegativo	895	START	1590257955873	1590257955873
REQUEST	775		WrongLogin	1590257955873	1590257955874	OK	 
REQUEST	764		RightLogin	1590257955873	1590257955874	OK	 
REQUEST	895		Welcome	1590257955873	1590257955876	OK	 
REQUEST	885		Welcome	1590257955873	1590257955876	OK	 
REQUEST	14		RightLogged	1590257955889	1590257955889	OK	 
REQUEST	595		WrongLogged	1590257955889	1590257955890	OK	 
REQUEST	14		RightLogged Redirect 1	1590257955890	1590257955891	OK	 
REQUEST	595		WrongLogged Redirect 1	1590257955890	1590257955891	OK	 
USER	AceptarLocalTestPositivo	886	START	1590257955967	1590257955967
USER	AceptarLocalTestNegativo	896	START	1590257955967	1590257955967
REQUEST	776		WrongLogin	1590257955967	1590257955968	OK	 
REQUEST	765		RightLogin	1590257955967	1590257955968	OK	 
REQUEST	886		Welcome	1590257955967	1590257955970	OK	 
REQUEST	896		Welcome	1590257955967	1590257955970	OK	 
REQUEST	15		RightLogged	1590257955983	1590257955984	OK	 
REQUEST	15		RightLogged Redirect 1	1590257955984	1590257955986	OK	 
REQUEST	596		WrongLogged	1590257955986	1590257955987	OK	 
REQUEST	596		WrongLogged Redirect 1	1590257955987	1590257955989	OK	 
REQUEST	777		WrongLogin	1590257956060	1590257956062	OK	 
REQUEST	766		RightLogin	1590257956060	1590257956062	OK	 
USER	AceptarLocalTestPositivo	887	START	1590257956076	1590257956076
USER	AceptarLocalTestNegativo	897	START	1590257956076	1590257956076
REQUEST	597		WrongLogged	1590257956076	1590257956078	OK	 
REQUEST	897		Welcome	1590257956076	1590257956082	OK	 
REQUEST	887		Welcome	1590257956076	1590257956082	OK	 
REQUEST	597		WrongLogged Redirect 1	1590257956078	1590257956083	OK	 
REQUEST	16		RightLogged	1590257956096	1590257956097	OK	 
REQUEST	16		RightLogged Redirect 1	1590257956097	1590257956098	OK	 
USER	AceptarLocalTestPositivo	888	START	1590257956175	1590257956175
USER	AceptarLocalTestNegativo	898	START	1590257956175	1590257956175
REQUEST	598		WrongLogged	1590257956176	1590257956177	OK	 
REQUEST	898		Welcome	1590257956175	1590257956177	OK	 
REQUEST	888		Welcome	1590257956175	1590257956177	OK	 
REQUEST	598		WrongLogged Redirect 1	1590257956177	1590257956178	OK	 
REQUEST	778		WrongLogin	1590257956191	1590257956191	OK	 
REQUEST	767		RightLogin	1590257956191	1590257956191	OK	 
REQUEST	17		RightLogged	1590257956206	1590257956207	OK	 
REQUEST	17		RightLogged Redirect 1	1590257956207	1590257956209	OK	 
USER	AceptarLocalTestNegativo	899	START	1590257956269	1590257956269
USER	AceptarLocalTestPositivo	889	START	1590257956269	1590257956269
REQUEST	899		Welcome	1590257956269	1590257956271	OK	 
REQUEST	889		Welcome	1590257956269	1590257956271	OK	 
REQUEST	768		RightLogin	1590257956300	1590257956301	OK	 
REQUEST	779		WrongLogin	1590257956300	1590257956301	OK	 
REQUEST	599		WrongLogged	1590257956300	1590257956301	OK	 
REQUEST	18		RightLogged	1590257956300	1590257956301	OK	 
REQUEST	18		RightLogged Redirect 1	1590257956301	1590257956302	OK	 
REQUEST	599		WrongLogged Redirect 1	1590257956301	1590257956302	OK	 
USER	AceptarLocalTestNegativo	900	START	1590257956366	1590257956366
USER	AceptarLocalTestPositivo	890	START	1590257956366	1590257956366
REQUEST	900		Welcome	1590257956366	1590257956369	OK	 
REQUEST	890		Welcome	1590257956366	1590257956369	OK	 
REQUEST	769		RightLogin	1590257956394	1590257956395	OK	 
REQUEST	19		RightLogged	1590257956394	1590257956395	OK	 
REQUEST	780		WrongLogin	1590257956394	1590257956396	OK	 
REQUEST	600		WrongLogged	1590257956394	1590257956396	OK	 
REQUEST	19		RightLogged Redirect 1	1590257956396	1590257956399	OK	 
REQUEST	600		WrongLogged Redirect 1	1590257956396	1590257956399	OK	 
USER	AceptarLocalTestNegativo	901	START	1590257956472	1590257956472
USER	AceptarLocalTestPositivo	891	START	1590257956472	1590257956472
REQUEST	781		WrongLogin	1590257956472	1590257956473	OK	 
REQUEST	770		RightLogin	1590257956472	1590257956473	OK	 
REQUEST	601		WrongLogged	1590257956472	1590257956474	OK	 
REQUEST	601		WrongLogged Redirect 1	1590257956474	1590257956475	OK	 
REQUEST	901		Welcome	1590257956472	1590257956475	OK	 
REQUEST	891		Welcome	1590257956472	1590257956475	OK	 
REQUEST	20		RightLogged	1590257956487	1590257956488	OK	 
REQUEST	20		RightLogged Redirect 1	1590257956488	1590257956489	OK	 
USER	AceptarLocalTestPositivo	892	START	1590257956566	1590257956566
USER	AceptarLocalTestNegativo	902	START	1590257956566	1590257956566
REQUEST	892		Welcome	1590257956566	1590257956568	OK	 
REQUEST	902		Welcome	1590257956566	1590257956568	OK	 
REQUEST	771		RightLogin	1590257956580	1590257956581	OK	 
REQUEST	782		WrongLogin	1590257956580	1590257956581	OK	 
REQUEST	602		WrongLogged	1590257956596	1590257956597	OK	 
REQUEST	602		WrongLogged Redirect 1	1590257956597	1590257956598	OK	 
REQUEST	21		RightLogged	1590257956616	1590257956616	OK	 
REQUEST	21		RightLogged Redirect 1	1590257956617	1590257956618	OK	 
USER	AceptarLocalTestPositivo	903	START	1590257956659	1590257956659
USER	AceptarLocalTestNegativo	913	START	1590257956659	1590257956659
REQUEST	903		Welcome	1590257956660	1590257956661	OK	 
