ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.CrearAnuncioTest	crearanunciotest	1590177273315	 	3.3.1
REQUEST	3764		FormAnuncio Redirect 1	1590177404569	1590177404570	OK	 
REQUEST	3792		FormAnuncio	1590177404569	1590177404572	OK	 
REQUEST	3792		FormAnuncio Redirect 1	1590177404572	1590177404573	OK	 
REQUEST	3394		FieldEmpty	1590177404572	1590177404575	OK	 
REQUEST	4219		ShowFiesta	1590177404572	1590177404575	OK	 
REQUEST	3394		FieldEmpty Redirect 1	1590177404575	1590177404576	OK	 
REQUEST	3768		FormAnuncio	1590177404576	1590177404578	OK	 
REQUEST	4220		ShowFiesta	1590177404572	1590177404578	OK	 
USER	CrearAnuncioTestNegativo	2478	END	1590177323849	1590177404579
REQUEST	3768		FormAnuncio Redirect 1	1590177404578	1590177404580	OK	 
REQUEST	3370		AnuncioCreated	1590177404581	1590177404583	OK	 
REQUEST	3370		AnuncioCreated Redirect 1	1590177404583	1590177404584	OK	 
REQUEST	4245		ShowFiesta	1590177404581	1590177404584	OK	 
REQUEST	3395		FieldEmpty	1590177404595	1590177404596	OK	 
REQUEST	3395		FieldEmpty Redirect 1	1590177404596	1590177404598	OK	 
USER	CrearAnuncioTestNegativo	2491	END	1590177324370	1590177404626
USER	CrearAnuncioTestNegativo	2493	END	1590177324458	1590177404628
REQUEST	4221		ShowFiesta	1590177404626	1590177404629	OK	 
REQUEST	4246		ShowFiesta	1590177404626	1590177404629	OK	 
USER	CrearAnuncioTestNegativo	2485	END	1590177324130	1590177404631
REQUEST	3371		AnuncioCreated	1590177404630	1590177404632	OK	 
REQUEST	3396		FieldEmpty	1590177404631	1590177404633	OK	 
REQUEST	3396		FieldEmpty Redirect 1	1590177404633	1590177404634	OK	 
REQUEST	3371		AnuncioCreated Redirect 1	1590177404632	1590177404634	OK	 
USER	CrearAnuncioTestNegativo	2492	END	1590177324411	1590177404641
USER	CrearAnuncioTestNegativo	2487	END	1590177324209	1590177404641
USER	CrearAnuncioTestNegativo	2486	END	1590177324177	1590177404641
USER	CrearAnuncioTestNegativo	2483	END	1590177324052	1590177404642
REQUEST	4222		ShowFiesta	1590177404643	1590177404645	OK	 
REQUEST	4247		ShowFiesta	1590177404642	1590177404645	OK	 
USER	CrearAnuncioTestNegativo	2495	END	1590177324537	1590177404648
USER	CrearAnuncioTestNegativo	2482	END	1590177324018	1590177404648
USER	CrearAnuncioTestNegativo	2494	END	1590177324489	1590177404648
USER	CrearAnuncioTestNegativo	2489	END	1590177324288	1590177404649
USER	CrearAnuncioTestPositivo	3014	END	1590177335293	1590177404649
REQUEST	3794		FormAnuncio	1590177404649	1590177404651	OK	 
REQUEST	3794		FormAnuncio Redirect 1	1590177404651	1590177404651	OK	 
USER	CrearAnuncioTestNegativo	2484	END	1590177324088	1590177404658
REQUEST	3791		FormAnuncio	1590177404658	1590177404659	OK	 
REQUEST	3769		FormAnuncio	1590177404658	1590177404659	OK	 
REQUEST	3791		FormAnuncio Redirect 1	1590177404659	1590177404659	OK	 
REQUEST	3769		FormAnuncio Redirect 1	1590177404659	1590177404660	OK	 
REQUEST	3798		FormAnuncio	1590177404673	1590177404674	OK	 
REQUEST	3372		AnuncioCreated	1590177404673	1590177404675	OK	 
REQUEST	3372		AnuncioCreated Redirect 1	1590177404675	1590177404675	OK	 
REQUEST	3799		FormAnuncio	1590177404673	1590177404675	OK	 
REQUEST	3799		FormAnuncio Redirect 1	1590177404675	1590177404676	OK	 
REQUEST	3772		FormAnuncio	1590177404673	1590177404677	OK	 
REQUEST	3775		FormAnuncio	1590177404673	1590177404677	OK	 
REQUEST	3795		FormAnuncio	1590177404673	1590177404677	OK	 
REQUEST	3774		FormAnuncio	1590177404674	1590177404678	OK	 
REQUEST	3774		FormAnuncio Redirect 1	1590177404678	1590177404678	OK	 
REQUEST	3795		FormAnuncio Redirect 1	1590177404678	1590177404678	OK	 
REQUEST	3798		FormAnuncio Redirect 1	1590177404675	1590177404679	OK	 
REQUEST	3772		FormAnuncio Redirect 1	1590177404677	1590177404679	OK	 
REQUEST	3775		FormAnuncio Redirect 1	1590177404677	1590177404680	OK	 
REQUEST	3773		FormAnuncio	1590177404673	1590177404680	OK	 
USER	CrearAnuncioTestPositivo	3015	END	1590177335333	1590177404681
REQUEST	3397		FieldEmpty	1590177404680	1590177404682	OK	 
REQUEST	3796		FormAnuncio	1590177404680	1590177404682	OK	 
REQUEST	3796		FormAnuncio Redirect 1	1590177404682	1590177404682	OK	 
REQUEST	3397		FieldEmpty Redirect 1	1590177404682	1590177404683	OK	 
REQUEST	3773		FormAnuncio Redirect 1	1590177404680	1590177404683	OK	 
REQUEST	3776		FormAnuncio	1590177404681	1590177404684	OK	 
REQUEST	3776		FormAnuncio Redirect 1	1590177404684	1590177404685	OK	 
USER	CrearAnuncioTestPositivo	3010	END	1590177335130	1590177404688
REQUEST	4223		ShowFiesta	1590177404704	1590177404707	OK	 
USER	CrearAnuncioTestNegativo	2497	END	1590177324614	1590177404708
REQUEST	4248		ShowFiesta	1590177404704	1590177404708	OK	 
USER	CrearAnuncioTestPositivo	3008	END	1590177335052	1590177404709
REQUEST	3373		AnuncioCreated	1590177404708	1590177404710	OK	 
REQUEST	3373		AnuncioCreated Redirect 1	1590177404711	1590177404712	OK	 
USER	CrearAnuncioTestNegativo	2496	END	1590177324572	1590177404720
REQUEST	3398		FieldEmpty	1590177404720	1590177404721	OK	 
REQUEST	4249		ShowFiesta	1590177404720	1590177404723	OK	 
REQUEST	3398		FieldEmpty Redirect 1	1590177404721	1590177404723	OK	 
REQUEST	3399		FieldEmpty	1590177404735	1590177404736	OK	 
REQUEST	3374		AnuncioCreated	1590177404735	1590177404737	OK	 
REQUEST	3399		FieldEmpty Redirect 1	1590177404736	1590177404737	OK	 
REQUEST	3374		AnuncioCreated Redirect 1	1590177404737	1590177404739	OK	 
REQUEST	3797		FormAnuncio	1590177404738	1590177404739	OK	 
REQUEST	3797		FormAnuncio Redirect 1	1590177404739	1590177404740	OK	 
USER	CrearAnuncioTestNegativo	2499	END	1590177324689	1590177404751
USER	CrearAnuncioTestNegativo	2498	END	1590177324648	1590177404751
REQUEST	4224		ShowFiesta	1590177404751	1590177404754	OK	 
REQUEST	4225		ShowFiesta	1590177404768	1590177404771	OK	 
REQUEST	3375		AnuncioCreated	1590177404782	1590177404784	OK	 
REQUEST	3375		AnuncioCreated Redirect 1	1590177404784	1590177404786	OK	 
REQUEST	4250		ShowFiesta	1590177404782	1590177404787	OK	 
USER	CrearAnuncioTestNegativo	2500	END	1590177324736	1590177404798
REQUEST	3400		FieldEmpty	1590177404798	1590177404800	OK	 
REQUEST	4251		ShowFiesta	1590177404798	1590177404801	OK	 
REQUEST	3400		FieldEmpty Redirect 1	1590177404800	1590177404802	OK	 
REQUEST	4226		ShowFiesta	1590177404813	1590177404815	OK	 
REQUEST	3777		FormAnuncio	1590177404829	1590177404830	OK	 
REQUEST	3800		FormAnuncio	1590177404829	1590177404830	OK	 
REQUEST	3401		FieldEmpty	1590177404829	1590177404831	OK	 
REQUEST	3376		AnuncioCreated	1590177404829	1590177404831	OK	 
REQUEST	3376		AnuncioCreated Redirect 1	1590177404831	1590177404832	OK	 
REQUEST	3800		FormAnuncio Redirect 1	1590177404830	1590177404832	OK	 
REQUEST	3777		FormAnuncio Redirect 1	1590177404830	1590177404832	OK	 
REQUEST	3401		FieldEmpty Redirect 1	1590177404831	1590177404833	OK	 
REQUEST	3829		FormAnuncio	1590177404845	1590177404846	OK	 
REQUEST	3804		FormAnuncio	1590177404845	1590177404847	OK	 
REQUEST	3803		FormAnuncio	1590177404845	1590177404847	OK	 
REQUEST	3829		FormAnuncio Redirect 1	1590177404846	1590177404848	OK	 
REQUEST	3804		FormAnuncio Redirect 1	1590177404847	1590177404848	OK	 
REQUEST	3803		FormAnuncio Redirect 1	1590177404847	1590177404849	OK	 
REQUEST	3751		FormAnuncio	1590177404848	1590177404850	OK	 
REQUEST	3802		FormAnuncio	1590177404848	1590177404853	OK	 
REQUEST	3751		FormAnuncio Redirect 1	1590177404850	1590177404853	OK	 
REQUEST	4252		ShowFiesta	1590177404849	1590177404853	OK	 
REQUEST	3802		FormAnuncio Redirect 1	1590177404853	1590177404853	OK	 
REQUEST	3830		FormAnuncio	1590177404851	1590177404854	OK	 
REQUEST	3830		FormAnuncio Redirect 1	1590177404854	1590177404856	OK	 
REQUEST	4227		ShowFiesta	1590177404850	1590177404856	OK	 
REQUEST	3805		FormAnuncio	1590177404855	1590177404857	OK	 
REQUEST	3805		FormAnuncio Redirect 1	1590177404857	1590177404857	OK	 
REQUEST	3753		FormAnuncio	1590177404857	1590177404858	OK	 
REQUEST	3753		FormAnuncio Redirect 1	1590177404858	1590177404860	OK	 
USER	CrearAnuncioTestNegativo	2501	END	1590177324776	1590177404876
REQUEST	4278		ShowFiesta	1590177404876	1590177404879	OK	 
REQUEST	4253		ShowFiesta	1590177404876	1590177404880	OK	 
REQUEST	3377		AnuncioCreated	1590177404878	1590177404881	OK	 
REQUEST	3377		AnuncioCreated Redirect 1	1590177404881	1590177404882	OK	 
REQUEST	3831		FormAnuncio	1590177404881	1590177404883	OK	 
REQUEST	3402		FieldEmpty	1590177404881	1590177404883	OK	 
REQUEST	3831		FormAnuncio Redirect 1	1590177404883	1590177404883	OK	 
USER	CrearAnuncioTestPositivo	3011	END	1590177335177	1590177404884
REQUEST	3402		FieldEmpty Redirect 1	1590177404883	1590177404885	OK	 
USER	CrearAnuncioTestNegativo	2502	END	1590177324825	1590177404888
USER	CrearAnuncioTestPositivo	3012	END	1590177335208	1590177404888
USER	CrearAnuncioTestPositivo	3019	END	1590177335488	1590177404907
USER	CrearAnuncioTestPositivo	3017	END	1590177335416	1590177404907
USER	CrearAnuncioTestNegativo	2528	END	1590177324861	1590177404908
REQUEST	3403		AnuncioCreated	1590177404908	1590177404910	OK	 
REQUEST	3428		FieldEmpty	1590177404908	1590177404910	OK	 
REQUEST	3428		FieldEmpty Redirect 1	1590177404910	1590177404911	OK	 
REQUEST	3403		AnuncioCreated Redirect 1	1590177404910	1590177404911	OK	 
USER	CrearAnuncioTestPositivo	3021	END	1590177335572	1590177404923
REQUEST	4254		ShowFiesta	1590177404923	1590177404928	OK	 
REQUEST	4279		ShowFiesta	1590177404923	1590177404930	OK	 
USER	CrearAnuncioTestPositivo	3013	END	1590177335255	1590177404939
REQUEST	3808		FormAnuncio	1590177404938	1590177404941	OK	 
REQUEST	3808		FormAnuncio Redirect 1	1590177404941	1590177404943	OK	 
USER	CrearAnuncioTestNegativo	2529	END	1590177324903	1590177404954
REQUEST	3752		FormAnuncio	1590177404958	1590177404959	OK	 
REQUEST	3752		FormAnuncio Redirect 1	1590177404959	1590177404960	OK	 
REQUEST	3429		FieldEmpty	1590177404969	1590177404971	OK	 
REQUEST	3429		FieldEmpty Redirect 1	1590177404971	1590177404972	OK	 
REQUEST	3404		AnuncioCreated	1590177404969	1590177404972	OK	 
REQUEST	3833		FormAnuncio	1590177404969	1590177404973	OK	 
REQUEST	4255		ShowFiesta	1590177404969	1590177404974	OK	 
REQUEST	3833		FormAnuncio Redirect 1	1590177404973	1590177404974	OK	 
REQUEST	3404		AnuncioCreated Redirect 1	1590177404972	1590177404975	OK	 
REQUEST	3405		AnuncioCreated	1590177404985	1590177404987	OK	 
REQUEST	3405		AnuncioCreated Redirect 1	1590177404987	1590177404989	OK	 
REQUEST	4280		ShowFiesta	1590177404985	1590177404991	OK	 
REQUEST	4256		ShowFiesta	1590177404988	1590177404993	OK	 
REQUEST	3430		FieldEmpty	1590177404991	1590177404993	OK	 
REQUEST	3430		FieldEmpty Redirect 1	1590177404993	1590177404994	OK	 
USER	CrearAnuncioTestPositivo	3020	END	1590177335530	1590177404995
USER	CrearAnuncioTestNegativo	2530	END	1590177324938	1590177404998
REQUEST	4281		ShowFiesta	1590177404998	1590177405001	OK	 
USER	CrearAnuncioTestNegativo	2531	END	1590177324981	1590177405018
REQUEST	3406		AnuncioCreated	1590177405019	1590177405020	OK	 
REQUEST	3406		AnuncioCreated Redirect 1	1590177405020	1590177405022	OK	 
REQUEST	3431		FieldEmpty	1590177405032	1590177405035	OK	 
REQUEST	3431		FieldEmpty Redirect 1	1590177405036	1590177405036	OK	 
REQUEST	3432		FieldEmpty	1590177405063	1590177405064	OK	 
REQUEST	3432		FieldEmpty Redirect 1	1590177405064	1590177405066	OK	 
USER	CrearAnuncioTestNegativo	2532	END	1590177325028	1590177405068
USER	CrearAnuncioTestPositivo	3027	END	1590177335813	1590177405068
REQUEST	3407		AnuncioCreated	1590177405069	1590177405071	OK	 
REQUEST	4257		ShowFiesta	1590177405068	1590177405073	OK	 
REQUEST	3407		AnuncioCreated Redirect 1	1590177405071	1590177405073	OK	 
REQUEST	4282		ShowFiesta	1590177405068	1590177405074	OK	 
USER	CrearAnuncioTestPositivo	3018	END	1590177335463	1590177405079
USER	CrearAnuncioTestPositivo	3022	END	1590177335610	1590177405080
USER	CrearAnuncioTestPositivo	3016	END	1590177335370	1590177405081
REQUEST	4283		ShowFiesta	1590177405079	1590177405082	OK	 
USER	CrearAnuncioTestPositivo	3023	END	1590177335648	1590177405094
USER	CrearAnuncioTestPositivo	3024	END	1590177335691	1590177405095
REQUEST	4258		ShowFiesta	1590177405094	1590177405097	OK	 
REQUEST	3408		AnuncioCreated	1590177405098	1590177405099	OK	 
REQUEST	3408		AnuncioCreated Redirect 1	1590177405099	1590177405101	OK	 
REQUEST	3433		FieldEmpty	1590177405110	1590177405112	OK	 
REQUEST	3433		FieldEmpty Redirect 1	1590177405112	1590177405112	OK	 
REQUEST	4259		ShowFiesta	1590177405110	1590177405112	OK	 
REQUEST	3789		FormAnuncio	1590177405110	1590177405113	OK	 
REQUEST	3789		FormAnuncio Redirect 1	1590177405113	1590177405114	OK	 
REQUEST	4284		ShowFiesta	1590177405110	1590177405115	OK	 
USER	CrearAnuncioTestPositivo	3026	END	1590177335771	1590177405141
REQUEST	3409		AnuncioCreated	1590177405141	1590177405143	OK	 
REQUEST	3409		AnuncioCreated Redirect 1	1590177405143	1590177405144	OK	 
USER	CrearAnuncioTestNegativo	2533	END	1590177325064	1590177405157
REQUEST	3434		FieldEmpty	1590177405157	1590177405159	OK	 
REQUEST	3434		FieldEmpty Redirect 1	1590177405159	1590177405161	OK	 
USER	CrearAnuncioTestNegativo	2534	END	1590177325106	1590177405173
USER	CrearAnuncioTestPositivo	3025	END	1590177335735	1590177405173
REQUEST	3435		FieldEmpty	1590177405173	1590177405175	OK	 
REQUEST	3435		FieldEmpty Redirect 1	1590177405175	1590177405176	OK	 
REQUEST	4285		ShowFiesta	1590177405173	1590177405176	OK	 
REQUEST	4260		ShowFiesta	1590177405173	1590177405178	OK	 
REQUEST	3410		AnuncioCreated	1590177405188	1590177405189	OK	 
REQUEST	3410		AnuncioCreated Redirect 1	1590177405189	1590177405191	OK	 
USER	CrearAnuncioTestNegativo	2535	END	1590177325138	1590177405204
USER	CrearAnuncioTestPositivo	3054	END	1590177335892	1590177405204
REQUEST	3828		FormAnuncio	1590177405204	1590177405206	OK	 
REQUEST	4286		ShowFiesta	1590177405204	1590177405208	OK	 
REQUEST	4261		ShowFiesta	1590177405204	1590177405208	OK	 
REQUEST	3828		FormAnuncio Redirect 1	1590177405206	1590177405208	OK	 
USER	CrearAnuncioTestPositivo	3055	END	1590177335931	1590177405209
REQUEST	3754		FormAnuncio	1590177405209	1590177405210	OK	 
REQUEST	3754		FormAnuncio Redirect 1	1590177405210	1590177405211	OK	 
USER	CrearAnuncioTestNegativo	2536	END	1590177325180	1590177405235
REQUEST	3825		FormAnuncio	1590177405235	1590177405236	OK	 
REQUEST	3825		FormAnuncio Redirect 1	1590177405237	1590177405238	OK	 
REQUEST	3436		FieldEmpty	1590177405238	1590177405239	OK	 
REQUEST	3436		FieldEmpty Redirect 1	1590177405239	1590177405240	OK	 
USER	CrearAnuncioTestPositivo	3058	END	1590177336056	1590177405251
USER	CrearAnuncioTestPositivo	3057	END	1590177336009	1590177405251
USER	CrearAnuncioTestPositivo	3056	END	1590177335968	1590177405251
REQUEST	3411		AnuncioCreated	1590177405251	1590177405253	OK	 
REQUEST	4262		ShowFiesta	1590177405251	1590177405254	OK	 
REQUEST	3411		AnuncioCreated Redirect 1	1590177405253	1590177405255	OK	 
REQUEST	4287		ShowFiesta	1590177405251	1590177405255	OK	 
USER	CrearAnuncioTestNegativo	2537	END	1590177325227	1590177405274
USER	CrearAnuncioTestPositivo	3059	END	1590177336091	1590177405274
USER	CrearAnuncioTestPositivo	3053	END	1590177335850	1590177405275
USER	CrearAnuncioTestPositivo	3060	END	1590177336128	1590177405275
USER	CrearAnuncioTestPositivo	3061	END	1590177336170	1590177405275
REQUEST	3412		AnuncioCreated	1590177405274	1590177405277	OK	 
REQUEST	3437		FieldEmpty	1590177405274	1590177405277	OK	 
REQUEST	3412		AnuncioCreated Redirect 1	1590177405277	1590177405279	OK	 
REQUEST	3437		FieldEmpty Redirect 1	1590177405277	1590177405279	OK	 
REQUEST	3778		FormAnuncio	1590177405289	1590177405291	OK	 
REQUEST	3778		FormAnuncio Redirect 1	1590177405291	1590177405292	OK	 
REQUEST	4288		ShowFiesta	1590177405289	1590177405293	OK	 
REQUEST	4263		ShowFiesta	1590177405289	1590177405293	OK	 
USER	CrearAnuncioTestNegativo	2538	END	1590177325258	1590177405308
USER	CrearAnuncioTestPositivo	3062	END	1590177336217	1590177405308
USER	CrearAnuncioTestPositivo	3063	END	1590177336248	1590177405308
REQUEST	3779		FormAnuncio	1590177405308	1590177405310	OK	 
REQUEST	3727		FormAnuncio	1590177405308	1590177405310	OK	 
REQUEST	3727		FormAnuncio Redirect 1	1590177405310	1590177405310	OK	 
REQUEST	3779		FormAnuncio Redirect 1	1590177405310	1590177405311	OK	 
REQUEST	3811		FormAnuncio	1590177405321	1590177405322	OK	 
REQUEST	3438		FieldEmpty	1590177405321	1590177405323	OK	 
REQUEST	3413		AnuncioCreated	1590177405321	1590177405323	OK	 
REQUEST	3413		AnuncioCreated Redirect 1	1590177405323	1590177405324	OK	 
REQUEST	3438		FieldEmpty Redirect 1	1590177405323	1590177405324	OK	 
REQUEST	3811		FormAnuncio Redirect 1	1590177405322	1590177405324	OK	 
REQUEST	4264		ShowFiesta	1590177405336	1590177405339	OK	 
REQUEST	3837		FormAnuncio	1590177405336	1590177405339	OK	 
REQUEST	3812		FormAnuncio	1590177405336	1590177405339	OK	 
REQUEST	4289		ShowFiesta	1590177405336	1590177405340	OK	 
REQUEST	3837		FormAnuncio Redirect 1	1590177405339	1590177405340	OK	 
REQUEST	3812		FormAnuncio Redirect 1	1590177405339	1590177405341	OK	 
REQUEST	3755		FormAnuncio	1590177405341	1590177405343	OK	 
REQUEST	3755		FormAnuncio Redirect 1	1590177405343	1590177405344	OK	 
USER	CrearAnuncioTestNegativo	2539	END	1590177325304	1590177405352
USER	CrearAnuncioTestPositivo	3064	END	1590177336295	1590177405352
REQUEST	3780		FormAnuncio	1590177405368	1590177405370	OK	 
REQUEST	4265		ShowFiesta	1590177405367	1590177405371	OK	 
REQUEST	4290		ShowFiesta	1590177405367	1590177405371	OK	 
REQUEST	3780		FormAnuncio Redirect 1	1590177405370	1590177405373	OK	 
USER	CrearAnuncioTestPositivo	3065	END	1590177336328	1590177405383
USER	CrearAnuncioTestNegativo	2540	END	1590177325338	1590177405388
REQUEST	3414		AnuncioCreated	1590177405388	1590177405389	OK	 
REQUEST	3440		FieldEmpty	1590177405388	1590177405390	OK	 
REQUEST	3414		AnuncioCreated Redirect 1	1590177405389	1590177405390	OK	 
REQUEST	3440		FieldEmpty Redirect 1	1590177405390	1590177405392	OK	 
REQUEST	4291		ShowFiesta	1590177405414	1590177405417	OK	 
REQUEST	4266		ShowFiesta	1590177405414	1590177405418	OK	 
USER	CrearAnuncioTestPositivo	3066	END	1590177336373	1590177405418
REQUEST	3439		FieldEmpty	1590177405418	1590177405419	OK	 
REQUEST	3439		FieldEmpty Redirect 1	1590177405419	1590177405420	OK	 
REQUEST	3441		FieldEmpty	1590177405418	1590177405420	OK	 
REQUEST	3415		AnuncioCreated	1590177405419	1590177405421	OK	 
REQUEST	3441		FieldEmpty Redirect 1	1590177405420	1590177405421	OK	 
REQUEST	3415		AnuncioCreated Redirect 1	1590177405421	1590177405422	OK	 
REQUEST	3416		AnuncioCreated	1590177405430	1590177405431	OK	 
REQUEST	3416		AnuncioCreated Redirect 1	1590177405431	1590177405432	OK	 
REQUEST	3838		FormAnuncio	1590177405445	1590177405447	OK	 
REQUEST	3810		FormAnuncio	1590177405445	1590177405447	OK	 
USER	CrearAnuncioTestNegativo	2541	END	1590177325383	1590177405448
REQUEST	3838		FormAnuncio Redirect 1	1590177405447	1590177405448	OK	 
REQUEST	3810		FormAnuncio Redirect 1	1590177405447	1590177405448	OK	 
REQUEST	3781		FormAnuncio	1590177405448	1590177405449	OK	 
REQUEST	3840		FormAnuncio	1590177405448	1590177405449	OK	 
REQUEST	3781		FormAnuncio Redirect 1	1590177405449	1590177405450	OK	 
REQUEST	3840		FormAnuncio Redirect 1	1590177405449	1590177405450	OK	 
USER	CrearAnuncioTestPositivo	3067	END	1590177336408	1590177405451
REQUEST	3836		FormAnuncio	1590177405449	1590177405451	OK	 
REQUEST	3836		FormAnuncio Redirect 1	1590177405451	1590177405452	OK	 
USER	CrearAnuncioTestNegativo	2542	END	1590177325418	1590177405461
REQUEST	3442		FieldEmpty	1590177405477	1590177405478	OK	 
REQUEST	3442		FieldEmpty Redirect 1	1590177405478	1590177405479	OK	 
REQUEST	4292		ShowFiesta	1590177405478	1590177405482	OK	 
REQUEST	4293		ShowFiesta	1590177405480	1590177405485	OK	 
REQUEST	3417		AnuncioCreated	1590177405483	1590177405485	OK	 
REQUEST	4268		ShowFiesta	1590177405483	1590177405487	OK	 
REQUEST	3417		AnuncioCreated Redirect 1	1590177405485	1590177405488	OK	 
REQUEST	4267		ShowFiesta	1590177405478	1590177405488	OK	 
REQUEST	3443		FieldEmpty	1590177405489	1590177405490	OK	 
REQUEST	3418		AnuncioCreated	1590177405489	1590177405491	OK	 
REQUEST	3418		AnuncioCreated Redirect 1	1590177405491	1590177405492	OK	 
REQUEST	3443		FieldEmpty Redirect 1	1590177405490	1590177405492	OK	 
USER	CrearAnuncioTestNegativo	2543	END	1590177325461	1590177405498
USER	CrearAnuncioTestPositivo	3068	END	1590177336451	1590177405508
REQUEST	3839		FormAnuncio	1590177405508	1590177405509	OK	 
REQUEST	3839		FormAnuncio Redirect 1	1590177405510	1590177405511	OK	 
REQUEST	3814		FormAnuncio	1590177405523	1590177405525	OK	 
REQUEST	3814		FormAnuncio Redirect 1	1590177405525	1590177405526	OK	 
REQUEST	4294		ShowFiesta	1590177405523	1590177405527	OK	 
REQUEST	4269		ShowFiesta	1590177405528	1590177405530	OK	 
USER	CrearAnuncioTestNegativo	2544	END	1590177325500	1590177405539
REQUEST	3419		AnuncioCreated	1590177405555	1590177405556	OK	 
REQUEST	3444		FieldEmpty	1590177405555	1590177405557	OK	 
REQUEST	3419		AnuncioCreated Redirect 1	1590177405556	1590177405557	OK	 
REQUEST	3444		FieldEmpty Redirect 1	1590177405557	1590177405558	OK	 
USER	CrearAnuncioTestPositivo	3069	END	1590177336498	1590177405558
USER	CrearAnuncioTestPositivo	3070	END	1590177336529	1590177405586
REQUEST	3445		FieldEmpty	1590177405586	1590177405588	OK	 
REQUEST	3420		AnuncioCreated	1590177405586	1590177405588	OK	 
REQUEST	3815		FormAnuncio	1590177405586	1590177405588	OK	 
REQUEST	3445		FieldEmpty Redirect 1	1590177405588	1590177405589	OK	 
REQUEST	3813		FormAnuncio	1590177405586	1590177405589	OK	 
REQUEST	3815		FormAnuncio Redirect 1	1590177405589	1590177405590	OK	 
REQUEST	3813		FormAnuncio Redirect 1	1590177405589	1590177405590	OK	 
REQUEST	3842		FormAnuncio	1590177405590	1590177405591	OK	 
REQUEST	3817		FormAnuncio	1590177405591	1590177405592	OK	 
REQUEST	3816		FormAnuncio	1590177405591	1590177405592	OK	 
REQUEST	3817		FormAnuncio Redirect 1	1590177405592	1590177405593	OK	 
REQUEST	3842		FormAnuncio Redirect 1	1590177405591	1590177405593	OK	 
REQUEST	3420		AnuncioCreated Redirect 1	1590177405589	1590177405593	OK	 
REQUEST	3816		FormAnuncio Redirect 1	1590177405592	1590177405593	OK	 
USER	CrearAnuncioTestNegativo	2545	END	1590177325539	1590177405602
REQUEST	3818		FormAnuncio	1590177405602	1590177405604	OK	 
REQUEST	3818		FormAnuncio Redirect 1	1590177405604	1590177405605	OK	 
REQUEST	3819		FormAnuncio	1590177405617	1590177405619	OK	 
REQUEST	4270		ShowFiesta	1590177405617	1590177405620	OK	 
REQUEST	3819		FormAnuncio Redirect 1	1590177405619	1590177405620	OK	 
REQUEST	4296		ShowFiesta	1590177405617	1590177405621	OK	 
REQUEST	4271		ShowFiesta	1590177405618	1590177405623	OK	 
REQUEST	4295		ShowFiesta	1590177405617	1590177405624	OK	 
REQUEST	3446		FieldEmpty	1590177405633	1590177405635	OK	 
REQUEST	3446		FieldEmpty Redirect 1	1590177405635	1590177405637	OK	 
REQUEST	3421		AnuncioCreated	1590177405633	1590177405637	OK	 
REQUEST	3421		AnuncioCreated Redirect 1	1590177405637	1590177405637	OK	 
REQUEST	3841		FormAnuncio	1590177405638	1590177405640	OK	 
REQUEST	3841		FormAnuncio Redirect 1	1590177405640	1590177405642	OK	 
REQUEST	4272		ShowFiesta	1590177405648	1590177405651	OK	 
REQUEST	3422		AnuncioCreated	1590177405648	1590177405652	OK	 
REQUEST	4297		ShowFiesta	1590177405648	1590177405653	OK	 
REQUEST	3422		AnuncioCreated Redirect 1	1590177405652	1590177405654	OK	 
REQUEST	3447		FieldEmpty	1590177405649	1590177405654	OK	 
REQUEST	3447		FieldEmpty Redirect 1	1590177405654	1590177405654	OK	 
USER	CrearAnuncioTestPositivo	3071	END	1590177336576	1590177405656
REQUEST	3843		FormAnuncio	1590177405658	1590177405659	OK	 
REQUEST	3843		FormAnuncio Redirect 1	1590177405659	1590177405660	OK	 
REQUEST	3771		FormAnuncio	1590177405668	1590177405669	OK	 
REQUEST	3771		FormAnuncio Redirect 1	1590177405669	1590177405670	OK	 
USER	CrearAnuncioTestNegativo	2546	END	1590177325586	1590177405680
USER	CrearAnuncioTestPositivo	3072	END	1590177336610	1590177405682
REQUEST	4273		ShowFiesta	1590177405680	1590177405683	OK	 
REQUEST	4298		ShowFiesta	1590177405680	1590177405683	OK	 
REQUEST	3821		FormAnuncio	1590177405681	1590177405684	OK	 
REQUEST	3821		FormAnuncio Redirect 1	1590177405684	1590177405685	OK	 
USER	CrearAnuncioTestNegativo	2547	END	1590177325621	1590177405688
REQUEST	3820		FormAnuncio	1590177405688	1590177405689	OK	 
REQUEST	3820		FormAnuncio Redirect 1	1590177405689	1590177405689	OK	 
USER	CrearAnuncioTestNegativo	2548	END	1590177325664	1590177405698
REQUEST	3448		FieldEmpty	1590177405698	1590177405699	OK	 
REQUEST	3845		FormAnuncio	1590177405698	1590177405699	OK	 
REQUEST	3448		FieldEmpty Redirect 1	1590177405699	1590177405699	OK	 
REQUEST	3423		AnuncioCreated	1590177405698	1590177405700	OK	 
REQUEST	3847		FormAnuncio	1590177405698	1590177405700	OK	 
REQUEST	3844		FormAnuncio	1590177405698	1590177405700	OK	 
REQUEST	3845		FormAnuncio Redirect 1	1590177405699	1590177405701	OK	 
REQUEST	3423		AnuncioCreated Redirect 1	1590177405700	1590177405701	OK	 
